"OrganismRowID","OrganismCode","Native","Resident","Active","CommonName","Phylum","Class","Order","Family","Genus","Species","Comments","TL_to_StdLen_Coefficient"
"{90FE9FF4-E1FB-11D2-9F94-006008038FD8}","TP",1,1,1,"Tule Perch","Chordata","Osteichthyes","Perciformes","Embiotocidae","Hysterocarpus","traskii",,
"{7AE68AC6-EA9C-4A84-B83E-4CB76580BCFE}","UKNLARV",0,0,1,"Unknown Larval Fish","Chordata","Osteichthyes","NA","NA","NA","NA",,
"{6204CA5E-80D1-11D3-AFD7-00C04FF7F6A0}","UNK",0,0,0,"Unknown","NA","NA","NA","NA","NA","unknown",,
"{90FE9FF9-E1FB-11D2-9F94-006008038FD8}","WAKASAGI",0,1,1,"Wakasagi","Chordata","Osteichthyes","Salmoniformes","Osmeridae","Hypomesus","nipponensis",,
"{D1881001-88A3-11D3-AFE1-00C04FF7F6A0}","WB",0,0,0,"White Bass","Chordata","Osteichthyes","Perciformes","Percichthyidae","Morone","Chrysops",,
"{13157E77-8C9C-11D3-AFE6-00C04FF7F6A0}","WBLP",1,1,0,"Western Brook Lamprey","Chordata","Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Lampetra","richarsoni",,
"{6204CA85-80D1-11D3-AFD7-00C04FF7F6A0}","WBSM",1,0,0,"Whitebait Smelt","Chordata","Osteichthyes","Salmoniformes","Osmeridae","Allosmerus","elongatus",,
"{90FE9FFC-E1FB-11D2-9F94-006008038FD8}","WC",0,0,1,"White Crappie","Chordata","Osteichthyes","Perciformes","Centrarchidae","Pomoxis","annularis",,0.82
"{90FE9FFB-E1FB-11D2-9F94-006008038FD8}","WCF",0,0,1,"White Catfish","Chordata","Osteichthyes","Siluriformes","Ictaluridae","Ameiurus","catus",,0.82
"{90FE9FFA-E1FB-11D2-9F94-006008038FD8}","WCK",1,0,1,"White Croaker","Chordata","Osteichthyes","Perciformes","Sciaenidae","Genyonemus","lineatus",,
"{6204CA91-80D1-11D3-AFD7-00C04FF7F6A0}","WEE",1,0,0,"Wolf-eel","Chordata","Osteichthyes","Percifomes","Anarhichadidae","Anarrhichthys","ocellantus",,
"{6204CA78-80D1-11D3-AFD7-00C04FF7F6A0}","WESP",1,0,0,"Walleye Surfperch","Chordata","Osteichthyes","Perciformes","Embiotocidae","Hyperprosopon","argenteum",,
"{90FE9FF8-E1FB-11D2-9F94-006008038FD8}","WM",0,0,1,"Warmouth","Chordata","Osteichthyes","Perciformes","Centrarchidae","Lepomis","gulosus",,0.84
"{90FE9FFD-E1FB-11D2-9F94-006008038FD8}","WS",1,1,1,"White Sturgeon","Chordata","Osteichthyes","Acipenseriformes","Acipenseridae","Acipenser","transmontanus",,
"{6204CA93-80D1-11D3-AFD7-00C04FF7F6A0}","WSP",1,0,0,"White Surfperch","Chordata","Osteichthyes","Percifomes","Embiotocidae","Phanerodon","furcatus",,
"{6204CA5F-80D1-11D3-AFD7-00C04FF7F6A0}","YB",0,0,0,"Yellow Bullhead","Chordata","Osteichthyes","Siluriformes","Ictaluridae","Ictalurus","natalis",,
"{90FEA000-E1FB-11D2-9F94-006008038FD8}","YFG",0,1,1,"Yellowfin Goby","Chordata","Osteichthyes","Perciformes","Gobiidae","Acanthogobius","flavimanus",,
"{13157E72-8C9C-11D3-AFE6-00C04FF7F6A0}","YPR",0,0,0,"Yellow Perch","Chordata","Osteichthyes","Perciformes","Percidae","Perca","flavescens",,
