"Date","Station","Tow","FishCode","Catch","X1.4.Subsampled","X1.2.Subsampled","CatchID"
2014-01-06,602,1,2,35,0,0,2564
2014-01-06,602,1,52,22,0,0,2563
2014-01-06,606,1,2,4,0,0,2562
2014-01-06,606,1,49,2,0,0,2561
2014-01-06,606,1,52,20,0,0,2560
2014-01-06,609,1,2,4,0,0,2597
2014-01-06,609,1,49,9,0,0,2596
2014-01-06,609,1,52,11,0,0,2595
2014-01-06,610,1,2,12,0,0,2559
2014-01-06,610,1,49,7,0,0,2558
2014-01-06,610,1,52,26,0,0,2557
2014-01-06,801,1,2,9,0,0,2541
2014-01-06,801,1,14,1,0,0,2539
2014-01-06,801,1,49,1,0,0,2540
2014-01-06,801,1,52,13,0,0,2538
2014-01-06,804,1,2,8,0,0,2547
2014-01-06,804,1,49,2,0,0,2546
2014-01-06,804,1,52,6,0,0,2545
2014-01-06,809,1,2,20,0,0,2533
2014-01-06,809,1,49,6,0,0,2532
2014-01-06,809,1,52,11,0,0,2531
2014-01-06,901,1,2,4,0,0,2536
2014-01-06,901,1,49,3,0,0,2535
2014-01-06,902,1,49,6,0,0,2537
2014-01-06,906,1,49,8,0,0,2530
2014-01-06,915,1,2,1,0,0,2534
2014-01-07,340,1,10,7,0,0,2606
2014-01-07,340,1,49,1,0,0,2607
2014-01-07,340,1,52,211,0,0,2605
2014-01-07,342,1,10,11,0,0,2629
2014-01-07,342,1,14,3,0,0,2627
2014-01-07,342,1,48,2,0,0,2630
2014-01-07,342,1,52,19,0,0,2628
2014-01-07,343,1,10,88,0,0,2625
2014-01-07,343,1,48,6,0,0,2626
2014-01-07,343,1,52,93,0,0,2624
2014-01-07,344,1,10,30,0,0,2619
2014-01-07,344,1,48,3,0,0,2617
2014-01-07,344,1,52,46,0,0,2618
2014-01-07,345,1,10,51,0,0,2609
2014-01-07,345,1,48,2,0,0,2610
2014-01-07,345,1,52,74,0,0,2608
2014-01-07,346,1,10,55,0,0,2632
2014-01-07,346,1,48,1,0,0,2633
2014-01-07,346,1,52,65,0,0,2631
2014-01-07,347,1,10,57,0,0,2635
2014-01-07,347,1,52,151,0,0,2634
2014-01-07,348,1,10,63,0,0,2612
2014-01-07,348,1,13,2,0,0,2614
2014-01-07,348,1,48,1,0,0,2615
2014-01-07,348,1,49,3,0,0,2613
2014-01-07,348,1,52,255,0,0,2611
2014-01-07,348,1,75,1,0,0,2616
2014-01-07,349,1,10,24,0,0,2621
2014-01-07,349,1,48,1,0,0,2623
2014-01-07,349,1,49,33,0,0,2622
2014-01-07,349,1,52,343,0,0,2620
2014-01-07,703,1,2,9,0,0,2586
2014-01-07,703,1,49,1,0,0,2585
2014-01-07,703,1,52,35,0,0,2584
2014-01-07,704,1,2,22,0,0,2588
2014-01-07,704,1,49,2,0,0,2589
2014-01-07,704,1,52,170,0,0,2587
2014-01-07,705,1,2,4,0,0,2581
2014-01-07,705,1,52,46,0,0,2580
2014-01-07,706,1,2,6,0,0,2583
2014-01-07,706,1,52,7,0,0,2582
2014-01-07,707,1,2,6,0,0,2579
2014-01-07,707,1,49,1,0,0,2578
2014-01-07,707,1,52,9,0,0,2577
2014-01-07,711,1,2,8,0,0,2576
2014-01-07,711,1,49,6,0,0,2575
2014-01-07,711,1,52,3,0,0,2574
2014-01-07,716,1,2,1,0,0,2571
2014-01-07,723,1,2,2,0,0,2573
2014-01-07,723,1,49,3,0,0,2572
2014-01-07,812,1,2,4,0,0,2570
2014-01-07,812,1,49,13,0,0,2569
2014-01-07,812,1,52,6,0,0,2568
2014-01-07,815,1,2,1,0,0,2567
2014-01-07,815,1,49,7,0,0,2566
2014-01-07,815,1,52,3,0,0,2565
2014-01-08,405,1,48,1,0,0,2591
2014-01-08,405,1,52,6,0,0,2590
2014-01-08,411,1,10,2,0,0,2593
2014-01-08,411,1,13,1,0,0,2594
2014-01-08,411,1,52,9,0,0,2592
2014-01-08,501,1,2,1,0,0,2599
2014-01-08,501,1,52,31,0,0,2600
2014-01-08,504,1,52,11,0,0,2598
2014-01-08,519,1,2,4,0,0,2601
2014-01-08,519,1,10,1,0,0,2603
2014-01-08,519,1,49,4,0,0,2604
2014-01-08,519,1,52,8,0,0,2602
2014-01-21,418,1,10,1,0,0,2672
2014-01-21,418,1,20,1,0,0,2673
2014-01-21,418,1,52,156,0,0,2671
2014-01-21,508,1,2,39,0,0,2675
2014-01-21,508,1,52,617,0,0,2674
2014-01-21,513,1,2,39,0,0,2669
2014-01-21,513,1,49,3,0,0,2670
2014-01-21,513,1,52,909,0,0,2668
2014-01-21,520,1,2,52,0,0,2665
2014-01-21,520,1,10,1,0,0,2667
2014-01-21,520,1,49,12,0,0,2666
2014-01-21,520,1,52,808,0,0,2664
2014-01-21,602,1,2,31,0,0,2698
2014-01-21,602,1,10,1,0,0,2699
2014-01-21,602,1,52,365,0,0,2697
2014-01-21,606,1,2,19,0,0,2719
2014-01-21,606,1,49,23,0,0,2720
2014-01-21,606,1,52,180,0,0,2718
2014-01-21,609,1,2,13,0,0,2725
2014-01-21,609,1,49,30,0,0,2726
2014-01-21,609,1,52,248,0,0,2724
2014-01-21,610,1,2,26,0,0,2677
2014-01-21,610,1,49,21,0,0,2678
2014-01-21,610,1,52,495,0,0,2676
2014-01-21,801,1,2,25,0,0,2680
2014-01-21,801,1,49,6,0,0,2681
2014-01-21,801,1,52,1688,0,0,2679
2014-01-21,804,1,2,19,0,0,2662
2014-01-21,804,1,49,8,0,0,2663
2014-01-21,804,1,52,322,0,0,2661
2014-01-21,809,1,2,84,0,0,2655
2014-01-21,809,1,49,366,0,0,2654
2014-01-21,809,1,52,283,0,0,2653
2014-01-21,901,1,2,14,0,0,2647
2014-01-21,901,1,49,44,0,0,2648
2014-01-21,901,1,52,15,0,0,2646
2014-01-21,902,1,2,7,0,0,2652
2014-01-21,902,1,49,73,0,0,2651
2014-01-21,906,1,49,302,0,0,2639
2014-01-21,910,1,49,166,0,0,2641
2014-01-21,912,1,49,24,0,0,2637
2014-01-21,914,1,49,60,0,0,2640
2014-01-21,915,1,2,1,0,0,2644
2014-01-21,915,1,49,76,0,0,2645
2014-01-21,918,1,2,2,0,0,2650
2014-01-21,918,1,49,44,0,0,2649
2014-01-21,919,1,49,71,0,0,2642
2014-01-22,340,1,10,13,0,0,2760
2014-01-22,340,1,48,2,0,0,2761
2014-01-22,340,1,52,1698,0,0,2759
2014-01-22,342,1,10,10,0,0,2728
2014-01-22,342,1,52,37,0,0,2727
2014-01-22,343,1,10,163,0,0,2752
2014-01-22,343,1,13,1,0,0,2754
2014-01-22,343,1,48,7,0,0,2753
2014-01-22,343,1,52,661,0,0,2751
2014-01-22,344,1,10,67,0,0,2748
2014-01-22,344,1,48,2,0,0,2750
2014-01-22,344,1,49,1,0,0,2749
2014-01-22,344,1,52,307,0,0,2747
2014-01-22,345,1,10,88,0,0,2745
2014-01-22,345,1,48,5,0,0,2744
2014-01-22,345,1,49,18,0,0,2746
2014-01-22,345,1,52,979,0,0,2743
2014-01-22,346,1,10,149,0,0,2730
2014-01-22,346,1,48,4,0,0,2732
2014-01-22,346,1,49,25,0,0,2731
2014-01-22,346,1,52,920,0,0,2729
2014-01-22,347,1,10,91,0,0,2734
2014-01-22,347,1,49,11,0,0,2735
2014-01-22,347,1,52,503,0,0,2733
2014-01-22,348,1,10,95,0,0,2741
2014-01-22,348,1,49,25,0,0,2742
2014-01-22,348,1,52,288,0,0,2740
2014-01-22,349,1,10,31,0,0,2738
2014-01-22,349,1,13,1,0,0,2739
2014-01-22,349,1,49,225,0,0,2737
2014-01-22,349,1,52,97,0,0,2736
2014-01-22,703,1,2,19,0,0,2685
2014-01-22,703,1,49,4,0,0,2686
2014-01-22,703,1,52,525,0,0,2684
2014-01-22,704,1,2,99,0,0,2696
2014-01-22,704,1,49,13,0,0,2695
2014-01-22,704,1,52,776,0,0,2694
2014-01-22,705,1,2,106,0,0,2701
2014-01-22,705,1,49,8,0,0,2702
2014-01-22,705,1,52,2001,0,0,2700
2014-01-22,706,1,2,114,0,0,2710
2014-01-22,706,1,10,1,0,0,2709
2014-01-22,706,1,49,12,0,0,2708
2014-01-22,706,1,52,1542,0,0,2707
2014-01-22,707,1,2,71,0,0,2712
2014-01-22,707,1,49,10,0,0,2713
2014-01-22,707,1,52,2595,0,0,2711
2014-01-22,711,1,2,36,0,0,2687
2014-01-22,711,1,49,97,0,0,2689
2014-01-22,711,1,52,22,0,0,2688
2014-01-22,716,1,2,62,0,0,2690
2014-01-22,716,1,49,10,0,0,2691
2014-01-22,723,1,2,51,0,0,2682
2014-01-22,723,1,49,24,0,0,2683
2014-01-22,812,1,2,46,0,0,2660
2014-01-22,812,1,49,136,0,0,2658
2014-01-22,812,1,52,14,0,0,2659
2014-01-22,815,1,2,9,0,0,2657
2014-01-22,815,1,49,137,0,0,2656
2014-01-23,405,1,10,10,0,0,2756
2014-01-23,405,1,48,2,0,0,2758
2014-01-23,405,1,49,1,0,0,2757
2014-01-23,405,1,52,3347,0,0,2755
2014-01-23,411,1,10,1,0,0,2723
2014-01-23,411,1,13,1,0,0,2722
2014-01-23,411,1,52,910,0,0,2721
2014-01-23,501,1,2,1,0,0,2693
2014-01-23,501,1,52,709,0,0,2692
2014-01-23,504,1,10,1,0,0,2706
2014-01-23,504,1,49,3,0,0,2705
2014-01-23,504,1,52,588,0,0,2704
2014-01-23,519,1,2,49,0,0,2715
2014-01-23,519,1,10,5,0,0,2717
2014-01-23,519,1,49,11,0,0,2716
2014-01-23,519,1,52,773,0,0,2714
2014-02-03,418,1,2,85,0,0,2848
2014-02-03,418,1,10,27,0,0,2849
2014-02-03,418,1,13,1,0,0,2852
2014-02-03,418,1,14,1,0,0,2851
2014-02-03,418,1,48,1,0,0,2853
2014-02-03,418,1,49,10,0,0,2850
2014-02-03,418,1,52,1162,0,0,2847
2014-02-03,508,1,2,37,0,0,2838
2014-02-03,508,1,10,2,0,0,2840
2014-02-03,508,1,49,12,0,0,2839
2014-02-03,508,1,52,582,0,0,2837
2014-02-03,513,1,2,105,0,0,2792
2014-02-03,513,1,10,5,0,0,2794
2014-02-03,513,1,49,11,0,0,2793
2014-02-03,513,1,52,667,0,0,2791
2014-02-03,520,1,2,33,0,0,2845
2014-02-03,520,1,49,11,0,0,2846
2014-02-03,520,1,52,499,0,0,2844
2014-02-03,602,1,2,77,0,0,2842
2014-02-03,602,1,49,9,0,0,2843
2014-02-03,602,1,52,853,0,0,2841
2014-02-03,606,1,2,55,0,0,2882
2014-02-03,606,1,10,1,0,0,2885
2014-02-03,606,1,49,21,0,0,2884
2014-02-03,606,1,52,161,0,0,2883
2014-02-03,609,1,2,44,0,0,2871
2014-02-03,609,1,20,1,0,0,2873
2014-02-03,609,1,49,24,0,0,2874
2014-02-03,609,1,52,256,0,0,2872
2014-02-03,610,1,2,6,0,0,2877
2014-02-03,610,1,49,20,0,0,2876
2014-02-03,610,1,52,327,0,0,2875
2014-02-03,801,1,2,47,0,0,2819
2014-02-03,801,1,10,2,0,0,2822
2014-02-03,801,1,49,5,0,0,2821
2014-02-03,801,1,52,434,0,0,2820
2014-02-03,804,1,2,18,0,0,2806
2014-02-03,804,1,49,15,0,0,2807
2014-02-03,804,1,52,78,0,0,2805
2014-02-03,809,1,2,79,0,0,2781
2014-02-03,809,1,49,168,0,0,2780
2014-02-03,809,1,52,451,0,0,2779
2014-02-03,901,1,2,9,0,0,2764
2014-02-03,901,1,49,21,0,0,2763
2014-02-03,901,1,52,197,0,0,2762
2014-02-03,902,1,2,1,0,0,2768
2014-02-03,902,1,49,555,0,0,2766
2014-02-03,902,1,52,119,0,0,2767
2014-02-03,906,1,2,4,0,0,2771
2014-02-03,906,1,49,252,0,0,2769
2014-02-03,906,1,52,3,0,0,2770
2014-02-03,910,1,49,157,0,0,2772
2014-02-03,912,1,49,88,0,0,2765
2014-02-03,914,1,2,1,0,0,2790
2014-02-03,914,1,49,160,0,0,2788
2014-02-03,914,1,52,1,0,0,2789
2014-02-03,915,1,2,8,0,0,2775
2014-02-03,915,1,49,180,0,0,2773
2014-02-03,915,1,52,3,0,0,2774
2014-02-03,918,1,49,161,0,0,2776
2014-02-03,918,1,52,1,0,0,2777
2014-02-03,919,1,49,382,0,0,2778
2014-02-04,340,1,2,1,0,0,3117
2014-02-04,340,1,10,119,0,0,3118
2014-02-04,340,1,13,2,0,0,3121
2014-02-04,340,1,48,5,0,0,3119
2014-02-04,340,1,49,10,0,0,3116
2014-02-04,340,1,51,1,0,0,3120
2014-02-04,340,1,52,6653,0,0,3115
2014-02-04,342,1,10,434,0,0,3123
2014-02-04,342,1,13,4,0,0,3125
2014-02-04,342,1,48,15,0,0,3124
2014-02-04,342,1,52,126,0,0,3122
2014-02-04,343,1,10,252,0,0,2894
2014-02-04,343,1,48,12,0,0,2893
2014-02-04,343,1,49,6,0,0,2895
2014-02-04,343,1,52,1408,0,0,2891
2014-02-04,343,1,74,1,0,0,2892
2014-02-04,344,1,10,323,0,0,2908
2014-02-04,344,1,13,1,0,0,2911
2014-02-04,344,1,48,6,0,0,2909
2014-02-04,344,1,49,11,0,0,2910
2014-02-04,344,1,52,645,0,0,2907
2014-02-04,345,1,10,350,0,0,2861
2014-02-04,345,1,13,2,0,0,2862
2014-02-04,345,1,48,21,0,0,2860
2014-02-04,345,1,49,52,0,0,2859
2011-02-15,609,1,52,13,0,0,1285
2011-02-15,610,1,2,26,0,0,1286
2011-02-15,610,1,10,1,0,0,1287
2011-02-15,610,1,49,27,0,0,1288
2011-02-15,610,1,52,123,0,0,1289
2011-02-15,703,1,2,91,0,0,1290
2011-02-15,703,1,10,4,0,0,1291
2011-02-15,703,1,49,7,0,0,1292
2011-02-15,703,1,52,50,0,0,1293
2011-02-15,704,1,2,131,0,0,1294
2011-02-15,704,1,10,5,0,0,1295
2011-02-15,704,1,49,5,0,0,1296
2011-02-15,704,1,52,59,0,0,1297
2011-02-15,705,1,2,96,0,0,1298
2011-02-15,705,1,49,109,0,0,1299
2011-02-15,706,1,2,273,0,0,1300
2011-02-15,706,1,10,2,0,0,1301
2011-02-15,706,1,49,16,0,0,1302
2011-02-15,706,1,52,5,0,0,1303
2011-02-15,707,1,2,348,0,0,1304
2011-02-15,707,1,49,37,0,0,1305
2011-02-15,711,1,2,19,0,0,1306
2011-02-15,711,1,49,14,0,0,1307
2011-02-15,716,1,2,212,0,0,1308
2011-02-15,716,1,49,32,0,0,1309
2011-02-15,723,1,2,197,0,0,1310
2011-02-15,723,1,49,44,0,0,1311
2011-02-15,919,1,2,1,0,0,1312
2011-02-15,919,1,49,76,0,0,1313
2011-02-28,405,1,2,137,0,0,1314
2011-02-28,405,1,49,4,0,0,1315
2011-02-28,405,1,52,1456,0,0,1316
2011-02-28,411,1,2,297,0,0,1317
2011-02-28,411,1,49,6,0,0,1318
2011-02-28,411,1,52,499,0,0,1319
2011-02-28,411,1,59,1,0,0,1320
2011-02-28,501,1,2,46,0,0,1321
2011-02-28,501,1,49,10,0,0,1322
2011-02-28,504,1,2,65,0,0,1323
2011-02-28,504,1,49,13,0,0,1324
2011-02-28,504,1,52,32,0,0,1325
2011-02-28,508,1,2,51,0,0,1326
2011-02-28,508,1,49,44,0,0,1327
2011-02-28,513,1,2,40,0,0,1328
2011-02-28,513,1,49,69,0,0,1329
2011-02-28,519,1,2,39,0,0,1330
2011-02-28,519,1,49,81,0,0,1331
2011-02-28,519,1,52,1,0,0,1332
2011-02-28,520,1,2,23,0,0,1333
2011-02-28,520,1,49,23,0,0,1334
2011-02-28,520,1,52,6,0,0,1335
2011-02-28,801,1,2,10,0,0,1336
2011-02-28,801,1,49,26,0,0,1337
2011-02-28,804,1,2,1,0,0,1338
2011-02-28,804,1,49,28,0,0,1339
2011-02-28,809,1,2,2,0,0,1340
2011-02-28,809,1,49,39,0,0,1341
2011-02-28,901,1,2,3,0,0,1342
2011-02-28,901,1,49,138,0,0,1343
2011-02-28,902,1,2,1,0,0,1344
2011-02-28,902,1,49,94,0,0,1345
2011-02-28,906,1,49,29,0,0,1346
2011-02-28,910,1,6,1,0,0,1347
2011-02-28,910,1,49,6,0,0,1348
2011-02-28,912,1,49,10,0,0,1349
2011-02-28,914,1,49,142,0,0,1350
2011-02-28,915,1,49,73,0,0,1351
2011-02-28,918,1,49,52,0,0,1352
2011-02-28,919,1,49,22,0,0,1353
2011-03-02,418,1,2,219,0,0,1354
2011-03-02,418,1,10,28,0,0,1355
2011-03-02,418,1,49,4,0,0,1356
2011-03-02,418,1,52,492,0,0,1357
2011-03-02,602,1,2,61,0,0,1358
2011-03-02,602,1,49,9,0,0,1359
2011-03-02,602,1,52,2,0,0,1360
2011-03-02,602,1,67,1,0,0,1361
2011-03-02,606,1,2,102,0,0,1362
2011-03-02,606,1,20,1,0,0,1363
2011-03-02,606,1,49,40,0,0,1364
2011-03-02,606,1,52,25,0,0,1365
2011-03-02,609,1,2,51,0,0,1366
2011-03-02,609,1,10,2,0,0,1367
2011-03-02,609,1,20,1,0,0,1368
2011-03-02,609,1,49,36,0,0,1369
2011-03-02,609,1,52,9,0,0,1370
2011-03-02,610,1,2,10,0,0,1371
2011-03-02,610,1,49,73,0,0,1372
2011-03-02,703,1,2,3,0,0,1373
2011-03-02,703,1,49,21,0,0,1374
2011-03-02,704,1,2,14,0,0,1375
2011-03-02,704,1,49,15,0,0,1376
2011-03-02,705,1,2,13,0,0,1377
2011-03-02,705,1,49,45,0,0,1378
2011-03-02,706,1,2,14,0,0,1379
2011-03-02,706,1,49,95,0,0,1380
2011-03-02,707,1,2,28,0,0,1381
2011-03-02,707,1,10,1,0,0,1382
2011-03-02,707,1,49,9,0,0,1383
2011-03-02,711,1,2,2,0,0,1384
2011-03-02,711,1,49,2,0,0,1385
2011-03-02,716,1,2,13,0,0,1386
2011-03-02,716,1,49,58,0,0,1387
2011-03-02,723,1,2,16,0,0,1388
2011-03-02,723,1,49,12,0,0,1389
2011-03-02,812,1,2,3,0,0,1390
2011-03-02,812,1,49,1777,0,0,1391
2011-03-02,815,1,2,2,0,0,1392
2011-03-02,815,1,49,151,0,0,1393
2011-03-22,501,1,2,5,0,0,1394
2011-03-22,501,1,49,19,0,0,1395
2011-03-22,501,1,64,1,0,0,1396
2011-03-22,504,1,2,9,0,0,1397
2011-03-22,504,1,49,38,0,0,1398
2011-03-22,508,1,2,2,0,0,1399
2011-03-22,508,1,49,21,0,0,1400
2011-03-22,513,1,49,36,0,0,1401
2011-03-22,513,1,67,1,0,0,1402
2011-03-22,519,1,2,5,0,0,1403
2011-03-22,519,1,20,1,0,0,1404
2011-03-22,519,1,49,192,0,0,1405
2011-03-22,520,1,2,2,0,0,1406
2011-03-22,520,1,49,42,0,0,1407
2011-03-22,801,1,2,1,0,0,1408
2011-03-22,801,1,49,40,0,0,1409
2011-03-22,804,1,2,2,0,0,1410
2011-03-22,804,1,49,24,0,0,1411
2011-03-22,809,1,2,1,0,0,1412
2011-03-22,809,1,49,90,0,0,1413
2011-03-22,809,1,67,1,0,0,1414
2011-03-22,812,1,2,2,0,0,1415
2011-03-22,812,1,44,2,0,0,1416
2011-03-22,812,1,49,765,0,0,1417
2011-03-22,815,1,49,64,0,0,1418
2011-03-22,901,1,2,1,0,0,1419
2011-03-22,901,1,49,313,0,0,1420
2011-03-22,902,1,2,1,0,0,1421
2011-03-22,902,1,44,4,0,0,1422
2011-03-22,902,1,49,215,0,0,1423
2011-03-22,906,1,44,1,0,0,1424
2011-03-22,906,1,49,92,0,0,1425
2011-03-22,910,1,2,1,0,0,1426
2011-03-22,910,1,44,1,0,0,1427
2011-03-22,910,1,49,30,0,0,1428
2011-03-22,910,1,64,2,0,0,1429
2011-03-22,912,1,28,1,0,0,1430
2011-03-22,912,1,49,27,0,0,1431
2011-03-22,914,1,49,151,0,0,1432
2011-03-22,915,1,2,1,0,0,1433
2011-03-22,915,1,44,1,0,0,1434
2011-03-22,915,1,49,129,0,0,1435
2011-03-22,918,1,49,111,0,0,1436
2011-03-22,919,1,49,298,0,0,1437
2011-03-23,405,1,2,8,0,0,1438
2011-03-23,405,1,49,107,0,0,1439
2011-03-23,405,1,67,1,0,0,1440
2011-03-23,411,1,2,8,0,0,1441
2011-03-23,411,1,49,19,0,0,1442
2011-03-23,418,1,2,1,0,0,1443
2011-03-23,418,1,49,19,0,0,1444
2011-03-23,602,1,2,36,0,0,1445
2011-03-23,602,1,49,114,0,0,1446
2011-03-23,602,1,67,1,0,0,1447
2011-03-23,606,1,2,10,0,0,1448
2011-03-23,606,1,49,20,0,0,1449
2011-03-23,609,1,20,1,0,0,1450
2011-03-23,609,1,49,56,0,0,1451
2011-03-23,610,1,2,2,0,0,1452
2011-03-23,610,1,20,3,0,0,1453
2011-03-23,610,1,49,51,0,0,1454
2011-03-23,703,1,2,3,0,0,1455
2011-03-23,703,1,3,1,0,0,1456
2011-03-23,703,1,49,14,0,0,1457
2011-03-23,704,1,2,4,0,0,1458
2011-03-23,704,1,36,1,0,0,1459
2011-03-23,704,1,49,7,0,0,1460
2011-03-23,705,1,2,1,0,0,1461
2011-03-23,705,1,49,6,0,0,1462
2011-03-23,706,1,49,2,0,0,1463
2011-03-23,707,1,49,14,0,0,1464
2011-03-23,707,1,66,1,0,0,1465
2011-03-23,711,1,2,1,0,0,1466
2011-03-23,711,1,49,20,0,0,1467
2011-03-23,716,1,49,32,0,0,1468
2011-03-23,723,1,2,2,0,0,1469
2011-03-23,723,1,3,2,0,0,1470
2011-03-23,723,1,49,3,0,0,1471
2012-01-09,501,1,2,72,0,0,1472
2012-01-09,501,1,10,2,0,0,1473
2012-01-09,501,1,52,62,0,0,1474
2012-01-09,504,1,2,16,0,0,1475
2012-01-09,504,1,52,13,0,0,1476
2012-01-09,508,1,2,107,0,0,1477
2012-01-09,508,1,48,1,0,0,1478
2012-01-09,508,1,52,8,0,0,1479
2012-01-09,513,1,2,195,0,0,1480
2012-01-09,513,1,10,1,0,0,1481
2012-01-09,513,1,52,8,0,0,1482
2012-01-09,519,1,2,113,0,0,1483
2012-01-09,519,1,49,5,0,0,1484
2012-01-09,519,1,52,79,0,0,1485
2012-01-09,520,1,2,58,0,0,1486
2012-01-09,520,1,49,1,0,0,1487
2012-01-09,520,1,52,73,0,0,1488
2012-01-09,801,1,2,130,0,0,1489
2012-01-09,801,1,49,1,0,0,1490
2012-01-09,801,1,52,40,0,0,1491
2012-01-09,804,1,2,38,0,0,1492
2012-01-09,804,1,52,9,0,0,1493
2012-01-09,809,1,2,78,0,0,1494
2012-01-09,809,1,49,1,0,0,1495
2012-01-09,901,1,2,1,0,0,1496
2012-01-09,901,1,38,1,0,0,1497
2012-01-09,901,1,49,1,0,0,1498
2012-01-09,901,1,65,2,0,0,1499
2012-01-09,902,1,2,10,0,0,1500
2012-01-09,902,1,49,1,0,0,1501
2012-01-09,906,1,2,4,0,0,1502
2012-01-09,910,1,2,1,0,0,1503
2012-01-09,910,1,8,3,0,0,1504
2012-01-09,910,1,49,1,0,0,1505
2012-01-09,912,1,49,9,0,0,1506
2012-01-09,915,1,2,1,0,0,1507
2012-01-09,915,1,49,1,0,0,1508
2012-01-09,918,1,2,4,0,0,1509
2012-01-09,919,1,49,2,0,0,1510
2012-01-10,405,1,2,3,0,0,1511
2012-01-10,405,1,14,1,0,0,1512
2012-01-10,405,1,52,790,0,0,1513
2012-01-10,411,1,2,1,0,0,1514
2012-01-10,411,1,10,2,0,0,1515
2012-01-10,411,1,52,166,0,0,1516
2012-01-10,411,1,59,1,0,0,1517
2012-01-10,418,1,2,6,0,0,1518
2012-01-10,418,1,10,3,0,0,1519
2012-01-10,418,1,50,1,0,0,1520
2012-01-10,418,1,52,211,0,0,1521
2012-01-10,602,1,2,25,0,0,1522
2012-01-10,602,1,49,2,0,0,1523
2012-01-10,602,1,52,112,0,0,1524
2012-01-10,606,1,2,16,0,0,1525
2012-01-10,606,1,3,1,0,0,1526
2012-01-10,606,1,49,27,0,0,1527
2012-01-10,606,1,52,22,0,0,1528
2012-01-10,609,1,2,19,0,0,1529
2012-01-10,609,1,49,4,0,0,1530
2012-01-10,609,1,52,8,0,0,1531
2012-01-10,610,1,2,2,0,0,1532
2012-01-10,610,1,49,5,0,0,1533
2012-01-10,610,1,52,6,0,0,1534
2012-01-10,703,1,2,29,0,0,1535
2012-01-10,703,1,52,15,0,0,1536
2012-01-10,704,1,2,132,0,0,1537
2012-01-10,704,1,52,1,0,0,1538
2012-01-10,705,1,2,24,0,0,1539
2012-01-10,706,1,2,47,0,0,1540
2012-01-10,706,1,3,1,0,0,1541
2012-01-10,707,1,2,46,0,0,1542
2012-01-10,716,1,2,33,0,0,1543
2012-01-10,723,1,2,26,0,0,1544
2012-01-10,723,1,49,1,0,0,1545
2012-01-10,812,1,2,9,0,0,1546
2012-01-10,815,1,2,7,0,0,1547
2012-01-23,501,1,2,205,0,0,1548
2012-01-23,501,1,48,1,0,0,1549
2012-01-23,501,1,49,9,0,0,1550
2012-01-23,501,1,51,1,0,0,1551
2012-01-23,501,1,52,647,0,0,1552
2012-01-23,504,1,2,166,0,0,1553
2012-01-23,504,1,49,8,0,0,1554
2012-01-23,504,1,52,580,0,0,1555
2012-01-23,508,1,2,618,0,0,1556
2012-01-23,508,1,49,8,0,0,1557
2012-01-23,508,1,52,834,0,0,1558
2012-01-23,513,1,2,348,0,0,1559
2012-01-23,513,1,48,1,0,0,1560
2012-01-23,513,1,49,16,0,0,1561
2012-01-23,513,1,52,479,0,0,1562
2012-01-23,519,1,2,608,0,0,1563
2012-01-23,519,1,10,1,0,0,1564
2012-01-23,519,1,49,7,0,0,1565
2012-01-23,519,1,52,819,0,0,1566
2012-01-23,520,1,2,475,0,0,1567
2012-01-23,520,1,48,1,0,0,1568
2012-01-23,520,1,49,14,0,0,1569
2012-01-23,520,1,52,801,0,0,1570
2012-01-23,801,1,2,340,0,0,1571
2012-01-23,801,1,49,7,0,0,1572
2012-01-23,801,1,52,602,0,0,1573
2012-01-23,804,1,2,418,0,0,1574
2012-01-23,804,1,49,29,0,0,1575
2012-01-23,804,1,52,276,0,0,1576
2012-01-23,809,1,2,54,0,0,1577
2012-01-23,809,1,8,1,0,0,1578
2012-01-23,809,1,9,8,0,0,1579
2012-01-23,809,1,49,4,0,0,1580
2012-01-23,809,1,52,4,0,0,1581
2012-01-23,901,1,2,122,0,0,1582
2012-01-23,901,1,38,1,0,0,1583
2012-01-23,901,1,49,14,0,0,1584
2012-01-23,902,1,2,23,0,0,1585
2012-01-23,902,1,49,13,0,0,1586
2012-01-23,906,1,2,8,0,0,1587
2012-01-23,906,1,49,13,0,0,1588
2012-01-23,910,1,8,13,0,0,1589
2012-01-23,912,1,49,25,0,0,1590
2012-01-23,914,1,2,9,0,0,1591
2012-01-23,914,1,49,11,0,0,1592
2012-01-23,915,1,2,9,0,0,1593
2012-01-23,915,1,49,22,0,0,1594
2012-01-23,918,1,2,2,0,0,1595
2012-01-23,918,1,49,29,0,0,1596
2012-01-23,919,1,2,2,0,0,1597
2012-01-23,919,1,49,4,0,0,1598
2012-01-24,405,1,2,61,0,0,1599
2012-01-24,405,1,14,1,0,0,1600
2012-01-24,405,1,20,1,0,0,1601
2012-01-24,405,1,48,1,0,0,1602
2012-01-24,405,1,49,5,0,0,1603
2012-01-24,405,1,52,1378,0,0,1604
2012-01-24,411,1,2,163,0,0,1605
2012-01-24,411,1,48,3,0,0,1606
2012-01-24,411,1,49,9,0,0,1607
2012-01-24,411,1,52,1028,0,0,1608
2012-01-24,418,1,2,278,0,0,1609
2012-01-24,418,1,10,3,0,0,1610
2012-01-24,418,1,48,3,0,0,1611
2012-01-24,418,1,49,3,0,0,1612
2012-01-24,418,1,52,875,0,0,1613
2012-01-24,602,1,2,221,0,0,1614
