"SampleID","StationCode","SampleDate","SampleTime","MethodCode","GearID","GearConditionCode","WeatherCode","VegetationRank","MicrocystisVisualRank","YSI Handheld #","WaterTemperature","Secchi","Conductivity","SpCnd","DO","pH","Turbidity","Entered By","Checked By","UserName","AgencyCode","s_ColLineage","s_Generation","s_Lineage","DataCorrectionComments"
6565,"PCS","9/25/2015",10:35:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,21.7,0.29,625,667,5.33,7.61,29.3,"op","mjf",NA,NA,NA,NA,NA,"Duplicate entry? (see ID 6598)"
6564,"PCS","9/24/2015",09:20:00,"FKTR","FKTR",1,"CLD",NA,NA,NA,21.1,0.3,NA,NA,6.22,NA,NA,"op","mjf",NA,NA,NA,NA,NA,NA
6542,"AL1","9/23/2015",12:35:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,21.5,0.37,615,663,4.29,7.57,22.8,"ja","op",NA,NA,NA,NA,NA,NA
6551,"AL2","9/23/2015",12:15:00,"BSEIN","SEIN50",2,"CLR",NA,NA,NA,21.2,0.32,621,668,4.71,7.77,NA,"ja","op",NA,NA,NA,NA,NA,NA
6550,"AL3","9/23/2015",11:57:00,"BSEIN","SEIN50",2,"CLR",NA,NA,NA,20.9,0.35,612,665,5.67,7.81,NA,"ja","op",NA,NA,NA,NA,NA,NA
6543,"AL4","9/23/2015",11:24:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,21.4,0.25,609,658,6.46,7.93,32.7,"ja","op",NA,NA,NA,NA,NA,NA
6546,"BL1","9/23/2015",09:30:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,20.1,0.25,601,663,5.86,7.94,36.2,"ja","op",NA,NA,NA,NA,NA,NA
6549,"BL2","9/23/2015",11:00:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,20.6,0.27,609,665,6.52,7.95,NA,"ja","op",NA,NA,NA,NA,NA,NA
6544,"BL3","9/23/2015",10:41:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,20.8,0.3,597,650,6.96,7.96,36.1,"ja","op",NA,NA,NA,NA,NA,NA
6545,"BL4","9/23/2015",10:05:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,20.7,0.29,576,627,6.86,8.04,37.5,"ja","op",NA,NA,NA,NA,NA,NA
6599,"PCS","9/23/2015",09:20:00,"FKTR","FKTR",1,"CLD",NA,NA,NA,21.1,0.3,NA,NA,6.22,NA,NA,"op","mjf",NA,NA,NA,NA,NA,NA
6547,"PCS","9/23/2015",09:15:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,20.1,0.25,601,663,5.86,7.94,36.2,"ja","op",NA,NA,NA,NA,NA,NA
6548,"YB","9/23/2015",08:15:00,"BSEIN","SEIN50",2,"CLR",NA,NA,NA,19.5,0.35,987,1103,0.99,7.7,17.3,"ja","op",NA,NA,NA,NA,NA,NA
6541,"PCS","9/22/2015",13:47:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,22,0.26,627,666,6.38,7.74,41.8,"ja","op",NA,NA,NA,NA,NA,NA
6535,"BL6","9/21/2015",10:10:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.3,0.6,369,390,8.27,8.15,11.8,"ja","op",NA,NA,NA,NA,NA,NA
6534,"PCS","9/21/2015",12:05:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,NA,0.34,622,662,5.29,7.77,29.4,"ja","op",NA,NA,NA,NA,NA,NA
6552,"PCS","9/18/2015",12:05:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,21.1,0.32,599,648,4.47,7.83,32.5,"op","ja",NA,NA,NA,NA,NA,NA
6553,"PCS","9/17/2015",11:40:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,21,0.3,592,641,4.42,7.78,23.5,"op","ja",NA,NA,NA,NA,NA,NA
6554,"PCS","9/16/2015",12:00:00,"FKTR","FKTR",1,"CLD",NA,NA,NA,21.1,0.37,591,639,5.07,7.81,28.1,"op","ja",NA,NA,NA,NA,NA,NA
6555,"PCS","9/15/2015",13:50:00,"FKTR","FKTR",1,"CLD",NA,NA,NA,22.5,0.38,608,639,6.02,7.91,39.1,"op","ja",NA,NA,NA,NA,NA,NA
6533,"PCS","9/14/2015",12:26:00,"FKTR","FKTR",1,"CLD",NA,NA,NA,22.3,0.34,612,644,4.96,7.72,29.3,"ja","op",NA,NA,NA,NA,NA,NA
6532,"PCS","9/11/2015",09:33:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,22.7,0.4,633,662,3.55,6.66,59.7,"ja","op",NA,NA,NA,NA,NA,NA
6558,"PCS","9/10/2015",08:58:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,22.3,0.39,647,682,3.27,7.66,28.7,"op","ja",NA,NA,NA,NA,NA,NA
6563,"AL1","9/9/2015",12:08:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.1,0.4,622,658,3.63,7.89,22.9,"ja","op",NA,NA,NA,NA,NA,NA
6562,"AL2","9/9/2015",11:51:00,"BSEIN","SEIN50",2,NA,NA,NA,NA,22.8,0.36,629,664,3.32,8.22,NA,"op","ja",NA,NA,NA,NA,NA,NA
6559,"AL3","9/9/2015",11:23:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.3,0.39,633,666,3.5,8.06,NA,"ja","op",NA,NA,NA,NA,NA,NA
6560,"AL4","9/9/2015",11:02:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.5,0.4,641,675,3.33,7.77,19.6,"ja","op",NA,NA,NA,NA,NA,NA
6540,"BL1","9/9/2015",10:26:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.6,0.42,639,677,4.23,8.23,24.7,"op","ja",NA,NA,NA,NA,NA,NA
6539,"BL2","9/9/2015",09:57:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,21.9,0.34,639,680,4.01,8.09,NA,"op","ja",NA,NA,NA,NA,NA,NA
6538,"BL3","9/9/2015",09:29:00,"BSEIN","SEIN50",NA,"CLR",NA,NA,NA,22.5,0.31,650,685,4.83,8,NA,"op","ja",NA,NA,NA,NA,NA,NA
6537,"BL4","9/9/2015",09:05:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.3,0.35,643,678,4.96,8.08,34,"op","ja",NA,NA,NA,NA,NA,NA
6561,"PCS","9/9/2015",14:50:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,23.7,0.35,681,NA,5.8,7.76,35.5,"op","ja",NA,NA,NA,NA,NA,NA
6536,"YB","9/9/2015",08:00:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,20.9,0.4,1110,1204,0.65,6.97,21.6,"op","ja",NA,NA,NA,NA,NA,NA
6557,"BL6","9/8/2015",12:00:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.5,0.48,425,447,7.86,7.95,18.5,"op","ja",NA,NA,NA,NA,NA,NA
6556,"PCS","9/8/2015",12:16:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,22.5,0.37,673,706,5.05,7.6,25.2,"op","ja",NA,NA,NA,NA,NA,NA
6523,"AL1","8/26/2015",12:10:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,24.4,0.77,724,733,3.27,7.72,6.5,"op","op",NA,NA,NA,NA,NA,NA
6522,"AL2","8/26/2015",11:46:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,24.3,0.53,704,716,4.07,7.87,NA,"ja","op",NA,NA,NA,NA,NA,NA
6526,"AL3","8/26/2015",11:25:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,23.9,0.43,691,704,4.95,8.02,NA,"op","op",NA,NA,NA,NA,NA,NA
6525,"AL4","8/26/2015",11:00:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,23.8,0.37,689,706,5.37,7.93,17.3,"ja","op",NA,NA,NA,NA,NA,NA
6527,"BL1","8/26/2015",10:42:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,23.4,0.32,680,702,NA,8.02,23.4,"ja","op",NA,NA,NA,NA,NA,NA
6530,"BL2","8/26/2015",10:02:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,23.3,0.34,684,710,6.55,8.04,NA,"ja","op",NA,NA,NA,NA,NA,NA
6529,"BL3","8/26/2015",09:35:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.9,0.27,712,741,6.88,8.14,NA,"op","op",NA,NA,NA,NA,NA,NA
6531,"BL4","8/26/2015",09:11:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.5,0.3,715,750,6.72,8.15,44.3,"op","op",NA,NA,NA,NA,NA,NA
6524,"YB","8/26/2015",08:10:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,21.8,0.27,1411,1505,1.17,7.89,31.2,"op","op",NA,NA,NA,NA,NA,NA
6521,"BL6","8/24/2015",08:55:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,20.9,0.26,227,246,7.93,7.91,48.4,"ja","op",NA,NA,NA,NA,NA,NA
6513,"AL1","8/12/2015",08:30:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.2,0.18,456,481,5.69,8.54,50.8,"ja","op",NA,NA,NA,NA,NA,NA
6514,"AL2","8/12/2015",08:48:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.2,0.18,297,318,7.59,8.36,NA,"ja","op",NA,NA,NA,NA,NA,NA
6515,"AL3","8/12/2015",09:10:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.1,0.2,330,349,7.15,8.82,NA,"ja","op",NA,NA,NA,NA,NA,NA
6516,"AL4","8/12/2015",09:37:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.7,0.21,302,317,7.5,8.15,62.4,"ja","op",NA,NA,NA,NA,NA,NA
6517,"BL1","8/12/2015",11:50:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,23.5,0.18,296,304,8.31,8.2,83.5,"ja","op",NA,NA,NA,NA,NA,NA
6518,"BL2","8/12/2015",11:16:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.6,0.24,275,288,7.57,8.21,NA,"ja","op",NA,NA,NA,NA,NA,NA
6519,"BL3","8/12/2015",10:40:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.4,0.25,223,234,7.61,8.07,NA,"ja","op",NA,NA,NA,NA,NA,NA
6520,"BL4","8/12/2015",10:18:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.2,0.17,218,231,7.31,8.18,83,"ja","op",NA,NA,NA,NA,NA,NA
6512,"YB","8/12/2015",07:41:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22,0.26,1422,1507,1.01,8.32,55.9,"ja","op",NA,NA,NA,NA,NA,NA
6528,"BL6","8/11/2015",12:50:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,21.4,0.21,201,216,8.19,7.67,49.8,"op","op",NA,NA,NA,NA,NA,NA
6503,"AL1","7/22/2015",10:53:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,23.8,0.17,328,336,7.16,8,98.5,"ja","op",NA,NA,NA,NA,NA,NA
6504,"AL2","7/22/2015",10:33:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,23.6,0.15,327,336,7.38,7.97,NA,"ja","op",NA,NA,NA,NA,NA,NA
6505,"AL3","7/22/2015",10:08:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,23.8,0.19,328,335,7.43,7.97,NA,"ja","op",NA,NA,NA,NA,NA,NA
6506,"AL4","7/22/2015",09:49:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,23.6,0.18,315,324,7.29,7.79,80.1,"ja","op",NA,NA,NA,NA,NA,NA
6507,"BL1","7/22/2015",09:25:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,23.7,0.23,295,303,7.31,7.88,58.6,"ja","op",NA,NA,NA,NA,NA,NA
6508,"BL2","7/22/2015",09:00:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,24,0.24,273,278,7.21,7.94,NA,"ja","op",NA,NA,NA,NA,NA,NA
6509,"BL3","7/22/2015",08:35:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,24.3,0.22,252,256,7.06,7.83,NA,"ja","op",NA,NA,NA,NA,NA,NA
6510,"BL4","7/22/2015",08:09:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,24.3,0.18,247,250,7.09,7.71,101.8,"ja","op",NA,NA,NA,NA,NA,NA
6511,"BL6","7/22/2015",15:40:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,23.1,0.26,221,229,8.28,8.06,42.2,"ja","op",NA,NA,NA,NA,NA,NA
6502,"YB","7/22/2015",11:26:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,24.1,0.2,1681,1709,6.18,8.21,109,"ja","op",NA,NA,NA,NA,NA,NA
6501,"BL6","7/10/2015",08:40:00,"BSEIN","SEIN50",1,"CLD",NA,NA,NA,19.1,0.24,208,235,8.43,7.76,51.8,"ja","op",NA,NA,NA,NA,NA,NA
6493,"AL1","7/9/2015",11:10:00,"BSEIN","SEIN50",1,"CLD",NA,NA,NA,22.7,0.22,331,347,6.84,7.98,145.7,"ja","op",NA,NA,NA,NA,NA,NA
6494,"AL2","7/9/2015",10:43:00,"BSEIN","SEIN50",1,"CLD",NA,NA,NA,22.4,0.18,305,321,7.67,8.1,NA,"ja","op",NA,NA,NA,NA,NA,NA
6495,"AL3","7/9/2015",10:27:00,"BSEIN","SEIN50",1,"CLD",NA,NA,NA,22.3,0.13,305,327,7.65,7.97,NA,"ja","op",NA,NA,NA,NA,NA,NA
6496,"AL4","7/9/2015",10:00:00,"BSEIN","SEIN50",1,"CLD",NA,NA,NA,22,0.25,304,323,7.71,7.95,54.4,"ja","op",NA,NA,NA,NA,NA,NA
6497,"BL1","7/9/2015",09:45:00,"BSEIN","SEIN50",1,"CLD",NA,NA,NA,22.1,0.25,295,312,7.88,8.09,53.6,"ja","op",NA,NA,NA,NA,NA,NA
6498,"BL2","7/9/2015",09:12:00,"BSEIN","SEIN50",1,"CLD",NA,NA,NA,21.8,0.25,284,303,7.5,7.73,NA,"ja","op",NA,NA,NA,NA,NA,NA
6499,"BL3","7/9/2015",08:42:00,"BSEIN","SEIN50",1,"CLD",NA,NA,NA,21.7,NA,235,251,7.68,7.82,NA,"ja","op",NA,NA,NA,NA,NA,NA
6500,"BL4","7/9/2015",08:17:00,"BSEIN","SEIN50",1,NA,NA,NA,NA,21.4,0.15,220,246,7.52,7.31,67.9,"ja","op",NA,NA,NA,NA,NA,NA
6492,"YB","7/9/2015",12:10:00,"BSEIN","SEIN50",1,"CLD",NA,NA,NA,23.5,0.22,1507,1551,4.76,7.95,64,"ja","op",NA,NA,NA,NA,NA,NA
6491,"PCS","6/30/2015",10:50:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,26,0.24,300,305,7.14,7.99,53.3,"ja","op",NA,NA,NA,NA,NA,NA
6490,"STTD","6/30/2015",09:45:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,23.5,0.21,237,230,7.33,8.01,45.8,"ja","op",NA,NA,NA,NA,NA,NA
6488,"PCS","6/29/2015",11:05:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,24.8,0.22,295,296,7.54,8.34,51.2,"op","op",NA,NA,NA,NA,NA,NA
6489,"STTD","6/29/2015",10:26:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,23,0.21,231,240,7.17,8.16,63.9,"op","op",NA,NA,NA,NA,NA,NA
6485,"PCS","6/26/2015",09:14:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,24.1,0.28,320,326,7.34,8.7,43.5,"op","ja",NA,NA,NA,NA,NA,NA
6487,"STTD","6/26/2015",09:59:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,24.1,0.21,243,248,6.66,8.32,59.1,"op","ja",NA,NA,NA,NA,NA,NA
6486,"YB","6/26/2015",08:20:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,25,0.35,1536,1537,0.45,8.08,18.2,"op","ja",NA,NA,NA,NA,NA,NA
6482,"BL6","6/25/2015",09:00:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,21.9,0.35,207,221,7.87,8.59,33.5,"ja","op",NA,NA,NA,NA,NA,NA
6481,"PCS","6/25/2015",11:17:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,24.1,0.21,333,339,8.02,8.56,51.1,"ja","op",NA,NA,NA,NA,NA,NA
6483,"STTD","6/25/2015",10:00:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,23.65,0.2,241,248,6.99,8.21,66,"ja","op",NA,NA,NA,NA,NA,NA
6477,"AL1","6/24/2015",12:31:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,24.3,0.14,450,455,7.79,8.5,151.6,"ja","op",NA,NA,NA,NA,NA,NA
6478,"AL2","6/24/2015",11:50:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,24.8,0.2,436,435,7.76,8.46,NA,"op","ja",NA,NA,NA,NA,NA,NA
6479,"AL3","6/24/2015",11:22:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,23.4,0.13,406,419,7.08,8.39,NA,"op","ja",NA,NA,NA,NA,NA,NA
6471,"AL4","6/24/2015",10:47:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,23.5,0.21,381,391,7.73,8.39,128.3,"ja","op",NA,NA,NA,NA,NA,NA
6472,"BL1","6/24/2015",09:45:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.9,0.18,320,334,7.56,8.4,73.8,"ja","op",NA,NA,NA,NA,NA,NA
6474,"BL2","6/24/2015",09:15:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.7,0.24,326,312,7.43,8.33,61.6,"ja","op",NA,NA,NA,NA,NA,NA
6480,"BL3","6/24/2015",08:50:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.6,0.2,240,251,7.3,8.22,NA,"op","ja",NA,NA,NA,NA,NA,NA
6476,"BL4","6/24/2015",08:17:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,22.7,0.2,236,246,7.22,8.04,62.1,"ja","op",NA,NA,NA,NA,NA,NA
6473,"PCS","6/24/2015",10:05:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,22.9,0.18,320,334,7.56,8.4,73.8,"ja","op",NA,NA,NA,NA,NA,NA
6475,"STTD","6/24/2015",07:41:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,22.9,0.2,236,246,7.22,7.76,62.1,"ja","op",NA,NA,NA,NA,NA,NA
6470,"PCS","6/23/2015",09:30:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,22.7,0.19,323,338,7.65,8.37,69.2,"ja","op",NA,NA,NA,NA,NA,NA
6469,"STTD","6/23/2015",10:14:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,21.9,0.16,226,240,7.39,8.31,79.6,"ja","op",NA,NA,NA,NA,NA,NA
6468,"PCS","6/22/2015",08:51:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,22,0.19,334,354,7.46,8.4,79.9,"ja","op",NA,NA,NA,NA,NA,NA
6467,"STTD","6/22/2015",09:25:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,21.2,0.18,218,235,7.56,8.33,81.7,"ja","op",NA,NA,NA,NA,NA,NA
6465,"PCS","6/19/2015",09:18:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,23,0.19,357,372,6.58,8.29,61.3,"ja","op",NA,NA,NA,NA,NA,NA
6466,"STTD","6/19/2015",08:24:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,21.3,0.18,216,232,7.58,8.45,67.1,"ja","op",NA,NA,NA,NA,NA,NA
6462,"PCS","6/18/2015",12:25:00,"FKTR","FKTR",NA,"CLR",NA,NA,NA,24.4,0.19,352,356,7.34,8.32,65.7,"ja","op",NA,NA,NA,NA,NA,NA
6459,"STTD","6/18/2015",11:10:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,22.8,0.2,225,235,7.1,8.17,55.8,"ja","op",NA,NA,NA,NA,NA,NA
6461,"PCS","6/17/2015",10:54:00,"FKTR","FKTR",1,"CLD",NA,NA,NA,24.4,0.24,328,331,7.43,8.34,53.1,"ja","op",NA,NA,NA,NA,NA,NA
6464,"STTD","6/17/2015",10:02:00,"RSTR","RSTR8",1,"CLD",NA,NA,NA,22.2,0.22,221,233,7.37,8.46,60.6,"ja","op",NA,NA,NA,NA,NA,NA
6463,"PCS","6/16/2015",13:30:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,23.6,0.22,317,325,6.4,8.31,60.4,"ja","op",NA,NA,NA,NA,NA,NA
6458,"STTD","6/16/2015",11:54:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,22.5,0.2,233,244,7.07,8.09,74.5,"ja","op",NA,NA,NA,NA,NA,NA
6453,"PCS","6/15/2015",10:30:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,22.9,0.17,307,320,6.76,8.14,65.8,"ja","op",NA,NA,NA,NA,NA,NA
6454,"STTD","6/15/2015",09:44:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,21.9,0.18,226,240,7.35,8.18,67,"ja","op",NA,NA,NA,NA,NA,NA
6449,"PCS","6/12/2015",09:25:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,24,0.21,343,350,6.53,8.2,66.1,"ja","op",NA,NA,NA,NA,NA,NA
6450,"STTD","6/12/2015",08:30:00,"RSTR","RSTR8",NA,"CLR",NA,NA,NA,22.9,0.18,238,248,6.74,8.17,75.6,"ja","op",NA,NA,NA,NA,NA,NA
6444,"YB","6/12/2015",07:27:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,23.3,0.27,1515,1566,0.5,7.79,25.8,"ja","op",NA,NA,NA,NA,NA,NA
6440,"AL1","6/11/2015",14:35:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,25.6,0.27,628,603,8.05,8.35,38,"ja","op",NA,NA,NA,NA,NA,NA
6441,"AL2","6/11/2015",13:55:00,"BSEIN","SEIN50",2,"CLR",NA,NA,NA,25.6,0.18,479,465,8.03,8.42,113.3,"ja","op",NA,NA,NA,NA,NA,NA
6442,"AL3","6/11/2015",13:24:00,"BSEIN","SEIN50",NA,"CLR",NA,NA,NA,27.1,0.2,463,445,8.08,8.34,NA,"ja","op",NA,NA,NA,NA,NA,NA
6443,"AL4","6/11/2015",12:52:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,25.1,0.19,408,407,7.05,8.3,272.7,"ja","op",NA,NA,NA,NA,NA,NA
6445,"BL1","6/11/2015",10:44:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,24.4,0.19,365,368,6.56,8.24,177.6,"ja","op",NA,NA,NA,NA,NA,NA
6446,"BL2","6/11/2015",11:22:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,23.7,0.17,341,350,6.2,8.22,NA,"ja","op",NA,NA,NA,NA,NA,NA
6447,"BL3","6/11/2015",11:45:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,24.3,0.18,267,271,6.21,8.2,NA,"ja","op",NA,NA,NA,NA,NA,NA
6448,"BL4","6/11/2015",12:05:00,"BSEIN","SEIN50",1,"CLR",NA,NA,NA,23.2,0.18,244,252,6.37,8.25,75.1,"ja","op",NA,NA,NA,NA,NA,NA
6451,"PCS","6/11/2015",10:44:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,24.4,0.19,365,368,6.56,8.24,117.6,"ja","op",NA,NA,NA,NA,NA,NA
6452,"STTD","6/11/2015",08:55:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,22.9,0.19,242,252,6.34,8.13,75.2,"ja","op",NA,NA,NA,NA,NA,NA
6436,"BL6","6/10/2015",10:35:00,"BSEIN","SEIN50",1,"RAN",NA,NA,NA,22.3,0.29,205,219,7.63,8.43,59.1,"ja","op",NA,NA,NA,NA,NA,NA
6438,"PCS","6/10/2015",12:40:00,"FKTR","FKTR",1,"RAN",NA,NA,NA,23.7,0.15,372,382,6.62,8.33,79.2,"ja","op",NA,NA,NA,NA,NA,NA
6437,"STTD","6/10/2015",11:33:00,"RSTR","RSTR8",1,"RAN",NA,NA,NA,23.2,0.19,238,247,6.94,8.16,78.6,"ja","op",NA,NA,NA,NA,NA,NA
6434,"PCS","6/9/2015",10:07:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,24.8,0.2,396,397,6.65,8.2,80.7,"ja","op",NA,NA,NA,NA,NA,NA
6435,"STTD","6/9/2015",09:18:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,25.6,0.18,260,257,6.53,7.98,73.5,"ja","op",NA,NA,NA,NA,NA,NA
6433,"PCS","6/8/2015",09:48:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,23.9,0.22,407,397,6.43,8.2,NA,"ja","op",NA,NA,NA,NA,NA,NA
6432,"STTD","6/8/2015",09:10:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,23.4,0.17,243,251,7.03,7.93,65.9,"ja","op",NA,NA,NA,NA,NA,NA
6430,"PCS","6/5/2015",10:38:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,22.4,0.15,408,430,7.1,8.28,84.3,"JA","op",NA,NA,NA,NA,NA,NA
6431,"STTD","6/5/2015",10:40:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,20.6,0.22,216,336,7.79,8.21,48.9,"JA","op",NA,NA,NA,NA,NA,NA
6428,"PCS","6/4/2015",12:00:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,21.4,0.19,428,458,6.78,8.26,71.4,"op","JA",NA,NA,NA,NA,NA,NA
6429,"STTD","6/4/2015",10:41:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,20.8,0.17,234,254,7.49,8.14,78.7,"op","ja",NA,NA,NA,NA,NA,NA
6426,"PCS","6/3/2015",10:40:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,21.9,0.18,439,467,7.35,8.28,84.5,"op","JA",NA,NA,NA,NA,NA,NA
6427,"STTD","6/3/2015",09:43:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,20.8,0.18,251,251,7.65,8.15,72.2,"op","ja",NA,NA,NA,NA,NA,NA
6424,"PCS","6/2/2015",13:45:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,23.6,0.17,545,561,7.29,8.25,74.9,"op","JA",NA,NA,NA,NA,NA,NA
6425,"STTD","6/2/2015",14:52:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,21.8,0.14,258,274,7.25,8.21,93.7,"op","ja",NA,NA,NA,NA,NA,"CHANGED DSM TO WAG ON 7/22/16 (MJF)"
6422,"PCS","6/1/2015",11:42:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,20.5,0.17,488,544,7.32,8.24,154.7,"op","ja",NA,NA,NA,NA,NA,NA
6423,"STTD","6/1/2015",10:46:00,"RSTR","RSTR8",1,"CLD",NA,NA,NA,20,0.16,239,264,7.57,8.08,96.7,"op","ja",NA,NA,NA,NA,NA,NA
6420,"PCS","5/29/2015",12:30:00,"FKTR","FKTR",1,"CLR",NA,NA,NA,21.7,0.15,462,490,8.12,8.4,94.7,"op","JA",NA,NA,NA,NA,NA,NA
6421,"STTD","5/29/2015",10:41:00,"RSTR","RSTR8",1,"CLR",NA,NA,NA,19.9,0.15,257,284,7.19,8.04,109.7,"op","Ja",NA,NA,NA,NA,NA,NA
6418,"PCS","5/28/2015",11:10:00,"FKTR","FKTR",1,"CLD",NA,NA,NA,21.3,0.19,485,522,8.23,8.43,77.8,"op","ja",NA,NA,NA,NA,NA,NA
