SampleID,StationCode,SampleDate,SampleTime,MethodCode,GearID,GearConditionCode,WeatherCode,VegetationRank,MicrocystisVisualRank,YSI Handheld #,WaterTemperature,Secchi,Conductivity,SpCnd,DO,pH,Turbidity,Entered By,Checked By,UserName,AgencyCode,s_ColLineage,s_Generation,s_Lineage,DataCorrectionComments
8433,STTD,1/22/2019,11:37:00 AM,RSTR,RSTR8,1,CLR,1,,2,10.60,0.12,272,374,7.20,8.25,147.30,AS,AC,,,,,,
8768,AL3,1/19/2019,1:36:00 PM,BSEIN,SEIN50,1,CLD,1,,3,11.40,0.04,236,319,8.06,7.59,450.50,AC,CS,,,,,,
8770,AL1,1/18/2019,2:01:00 PM,BSEIN,SEIN50,2,CLD,2,,3,11.70,0.02,233,312,7.88,7.68,423.20,AC,CS,,,,,,
8767,AL4,1/18/2019,12:57:00 PM,BSEIN,SEIN50,2,CLD,2,,3,11.40,0.04,234,316,8.24,7.62,465.20,AC,CS,,,,,,
8416,BL5,1/18/2019,10:14:00 AM,BSEIN,SEIN50,1,CLD,1,,3,11.40,0.13,315,426,8.48,7.54,57.80,AS,AC,,,,,,Gear and veg rank of 1 added due to no comments.
8418,PCS,1/17/2019,9:58:00 AM,FKTR,FKTR,1,RAN,2,,3,10.80,0.07,237,326,8.94,7.57,160.10,AS,AC,,,,,,Vegetation rank of 2 added due to comments. One WHC FL182 deleted.
8417,STTD,1/17/2019,11:55:00 AM,RSTR,RSTR8,2,CLD,2,,3,10.70,0.17,317,436,9.07,7.60,62.50,AS,AC,,,,,,Vegetation rank of 2 added due to comments.
8420,PCS,1/16/2019,11:00:00 AM,FKTR,FKTR,1,CLD,1,,3,10.30,0.27,378,525,7.86,7.51,37.30,AS,AC,,,,,,
8419,STTD,1/16/2019,10:08:00 AM,RSTR,RSTR8,1,CLD,1,,3,10.30,0.25,384,534,8.03,7.57,34.00,AS,AC,,,,,,Weather changed to CLD. MSS FL7 changed to FL70. SHR FL28 changed to FL29. C FL 95 added.
8421,PCS,1/15/2019,1:15:00 PM,FKTR,FKTR,1,RAN,,,3,10.20,0.23,380,530,7.06,7.39,39.60,AS,AC,,,,,,
8410,STTD,1/15/2019,11:59:00 AM,RSTR,RSTR8,1,RAN,,,3,10.40,0.22,368,510,7.60,7.41,28.60,CS,AS,,,,,,
8422,PCS,1/14/2019,1:10:00 PM,FKTR,FKTR,1,CLD,1,,3,10.60,0.16,345,476,7.48,7.40,65.50,AS,AC,,,,,,
8423,STTD,1/14/2019,10:39:00 AM,RSTR,RSTR8,1,CLD,1,,3,10.50,0.16,323,449,7.72,7.38,67.10,AS,AC,,,,,,
8424,PCS,1/10/2019,2:46:00 PM,FKTR,FKTR,1,CLD,3,,3,10.10,0.12,390,545,8.43,7.57,82.20,AS,AC,,,,,,Vegetation rank of 3 due to comments.
8408,STTD,1/10/2019,4:04:00 PM,RSTR,RSTR8,4,CLD,,,3,10.00,0.15,394,552,8.66,7.63,80.50,CS,AS,,,,,,
8425,PCS,1/9/2019,3:00:00 PM,FKTR,FKTR,1,RAN,1,,3,10.00,0.12,355,498,8.93,7.61,95.90,AS,AC,,,,,,Condition and vegetation ranks of 1 added. WHC FL 278 changed to FL 378
8409,STTD,1/9/2019,1:39:00 PM,RSTR,RSTR8,2,CLD,,,3,10.00,0.14,314,439,8.53,7.56,94.40,CS,AS,,,,,,
8427,PCS,1/8/2019,12:20:00 PM,FKTR,FKTR,1,CLD,2,,3,8.90,0.15,322,464,9.27,7.60,94.20,AS,AC,,,,,,Vegetation rank of 2 added due to comments. WHC FL354 changed to FL345
8426,STTD,1/8/2019,11:10:00 AM,RSTR,RSTR8,1,CLD,1,,3,8.50,0.21,373,545,9.75,7.66,40.70,AS,AC,,,,,,One SHR FL40 added.
8389,PCS,1/7/2019,10:56:00 AM,FKTR,FKTR,1,CLD,,,3,8.00,0.26,427,633,10.23,7.87,30.90,CS,AS,,,,,,
8390,STTD,1/7/2019,10:07:00 AM,RSTR,RSTR8,1,CLD,,,3,7.60,0.38,446,668,10.67,7.91,20.10,CS,AS,,,,,,
8388,PCS,1/4/2019,10:44:00 AM,FKTR,FKTR,1,CLD,,,3,6.50,0.51,426,657,9.79,7.67,13.90,CS,AS,,,,,,
8771,BL1,1/3/2019,9:21:00 AM,BSEIN,SEIN50,1,CLR,1,,3,6.20,0.54,419,655,10.08,7.57,14.30,AC,CS,,,,,,
8398,BL2,1/3/2019,9:54:00 AM,BSEIN,SEIN50,1,CLR,,,3,6.40,0.47,444,689,10.08,7.67,15.50,CS,AS,,,,,,
8431,BL3,1/3/2019,10:40:00 AM,BSEIN,SEIN50,1,CLR,1,,3,16.80,0.43,452,694,9.96,7.79,15.00,AS,AC,,,,,,Condition and vegetation rank of 1 added due to no negative comments.
8397,PCS,1/3/2019,12:59:00 PM,FKTR,FKTR,1,CLD,,,3,7.30,0.52,433,654,9.80,7.76,15.70,CS,AS,,,,,,
8396,PCS,1/3/2019,9:21:00 AM,BSEIN,SEIN50,1,CLR,,,3,6.20,0.54,419,655,10.08,7.57,14.30,CS,,,,,,,
8373,AL1,1/2/2019,1:32:00 PM,BSEIN,SEIN50,1,CLR,,,3,7.70,0.65,482,720,10.10,7.80,11.70,AS,JJ,,,,,,
8374,AL3,1/2/2019,1:09:00 PM,BSEIN,SEIN50,1,CLR,,,3,7.50,0.51,462,693,9.70,7.81,15.20,AS,JJ,,,,,,
8375,AL4,1/2/2019,12:40:00 PM,BSEIN,SEIN50,1,CLR,1,,3,7.30,0.6,433,654,10.07,7.81,38.60,AS,AC,,,,,,
8376,BL4,1/2/2019,10:43:00 AM,BSEIN,SEIN50,2,CLR,1,,3,7.20,0.42,452,684,9.77,7.89,14.50,AS,AC,,,,,,
8377,BL5,1/2/2019,10:14:00 AM,BSEIN,SEIN50,2,CLR,3,,3,6.70,0.48,180,277,11.61,7.65,12.00,AS,"AC, JR",,,,,,Habitat changed to riparian. Substrate of veg added. No catch added to comments and fish catch data.
8378,PCS,1/2/2019,8:09:00 AM,FKTR,FKTR,1,CLR,1,,3,6.00,0.49,432,679,10.15,7.67,13.00,AS,AC,,,,,,
8428,PCS,12/28/2018,9:32:00 AM,FKTR,FKTR,1,CLR,1,,3,8.40,0.3,437,640,9.07,7.58,26.80,AS,AC,,,,,,
8379,PCS,12/27/2018,9:08:00 AM,FKTR,FKTR,1,CLR,1,,3,9.60,0.28,429,609,7.96,7.50,26.10,CS,AC,,,,,,Status changed from set to check.
8380,PCS,12/26/2018,9:09:00 AM,FKTR,FKTR,1,CLD,1,,1,10.00,0.27,454,635,7.29,6.63,28.60,CS,AC,,,,,,
8365,PCS,12/21/2018,10:50:00 AM,FKTR,FKTR,1,RAN,1,,1,11.60,0.32,459,617,6.38,7.17,24.20,CS,AC,,,,,,
8358,PCS,12/20/2018,9:45:00 AM,FKTR,FKTR,1,CLD,1,,3,11.90,0.29,414,552,5.92,7.49,28.70,CS,AC,,,,,,
8360,BL5,12/19/2018,9:08:00 AM,BSEIN,SEIN50,3,CLD,3,,1,11.00,,196,268,8.83,9.21,5.40,CS,AC,,,,,,Vegetation rank of 3 added due to comments and no catch.
8359,PCS,12/19/2018,10:05:00 AM,FKTR,FKTR,1,CLR,1,,1,11.30,0.27,436,590,6.72,8.95,34.70,CS,AC,,,,,,BKS +1 added.
8349,BL2,12/18/2018,10:07:00 AM,BSEIN,SEIN50,1,CLD,,,1,10.40,0.38,489,678,6.74,9.43,26.90,AS,CS,,,,,,Corrected SpCnd.
8350,BL3,12/18/2018,9:36:00 AM,BSEIN,SEIN50,1,CLR,,,1,10.20,0.33,448,622,7.05,9.44,21.70,AS,CS,,,,,,
8351,BL4,12/18/2018,8:55:00 AM,BSEIN,SEIN50,1,CLR,,,1,10.40,0.48,465,645,7.00,9.50,16.90,AS,,,,,,,
8348,PCS,12/18/2018,10:43:00 AM,FKTR,FKTR,1,CLR,,,1,10.90,0.24,470,644,6.94,9.52,36.60,AS,CS,,,,,,
8363,AL1,12/17/2018,1:10:00 PM,BSEIN,SEIN50,1,CLD,1,,1,12.00,0.2,372,494,7.31,9.68,40.10,CS,AC,,,,,,
8364,AL3,12/17/2018,12:30:00 PM,BSEIN,SEIN50,1,CLD,1,,1,11.70,0.24,493,660,7.20,9.37,32.70,CS,AC,,,,,,
8366,AL4,12/17/2018,11:54:00 AM,BSEIN,SEIN50,1,CLR,1,,1,11.20,0.26,510,693,6.89,9.10,32.80,CS,AC,,,,,,
8368,BL1,12/17/2018,11:11:00 AM,BSEIN,SEIN50,1,CLD,1,,1,10.70,0.26,464,638,7.01,9.11,27.70,CS,AC,,,,,,
8367,PCS,12/17/2018,11:30:00 AM,FKTR,FKTR,1,CLD,1,,1,10.70,0.26,464,638,7.01,9.11,27.70,CS,AC,,,,,,
8369,PCS,12/14/2018,10:00:00 AM,FKTR,FKTR,1,CLD,1,,3,9.40,0.34,420,599,7.44,7.60,20.90,CS,AC,,,,,,pH changed from 4.60 to 7.60. One WHC FL327 changed to FL 227
8370,PCS,12/13/2018,9:20:00 AM,FKTR,FKTR,1,CLR,1,,3,9.70,0.32,423,598,7.58,7.62,25.80,CS,AC,,,,,,
8339,PCS,12/12/2018,10:23:00 AM,FKTR,FKTR,1,CLR,,,3,9.80,0.34,424,598,7.35,7.50,20.60,AS,CS,,,,,,
8340,PCS,12/11/2018,1:00:00 PM,FKTR,FKTR,,CLR,,,1,10.80,0.32,437,600,6.87,8.79,22.40,AS,CS,,,,,,
8341,PCS,12/10/2018,10:00:00 AM,FKTR,FKTR,1,CLD,,,1,10.00,0.28,431,604,6.55,8.51,30.70,AS,CS,,,,,,
8342,PCS,12/7/2018,2:17:00 PM,FKTR,FKTR,,CLR,,,1,11.30,0.29,432,584,6.48,8.25,26.40,AS,CS,,,,,,
8352,AL1,12/6/2018,3:10:00 PM,BSEIN,SEIN50,1,CLR,,,1,11.20,0.3,471,640,7.13,9.42,32.80,AS,CS,,,,,,
8353,AL3,12/6/2018,2:35:00 PM,BSEIN,SEIN50,1,CLR,,,1,11.30,0.27,455,616,7.06,9.04,31.00,AS,CS,,,,,,
8354,AL4,12/6/2018,2:02:00 PM,BSEIN,SEIN50,1,CLR,,,1,11.10,0.32,436,594,7.26,9.01,31.00,AS,CS,,,,,,
8772,BL1,12/6/2018,12:16:00 PM,BSEIN,SEIN50,1,CLR,1,,1,10.90,0.37,423,586,6.93,9.14,28.10,AC,,,,,,,
8383,BL2,12/6/2018,11:43:00 AM,BSEIN,SEIN50,1,CLR,1,,1,10.70,0.42,438,602,7.23,8.65,20.70,CS,AC,,,,,,
8384,BL3,12/6/2018,11:15:00 AM,BSEIN,SEIN50,1,CLR,,,1,10.70,0.45,452,622,7.38,8.78,20.10,CS,AS,,,,,,
8385,BL4,12/6/2018,10:46:00 AM,BSEIN,SEIN50,1,CLR,,,1,10.80,0.44,419,575,6.88,8.69,19.20,CS,AS,,,,,,
8387,BL5,12/6/2018,9:44:00 AM,BSEIN,SEIN50,2,CLR,,,1,11.00,,169,231,9.92,8.69,13.20,CS,AS,,,,,,
8355,PCS,12/6/2018,12:46:00 PM,FKTR,FKTR,1,CLR,1,,1,10.90,0.37,423,586,6.93,9.14,28.10,AS,AC,,,,,,Changed station code from LIHFS to PCS.Vegetation and condition rank of 1 added due to no comments.
8343,PCS,12/5/2018,9:17:00 AM,FKTR,FKTR,,CLD,,,1,10.20,0.37,430,600,6.53,8.63,23.50,AS,CS,,,,,,
8344,PCS,12/4/2018,10:30:00 AM,FKTR,FKTR,1,CLD,,,1,10.40,0.37,449,623,6.59,8.61,27.60,AS,CS,,,,,,
8346,PCS,12/3/2018,9:45:00 AM,FKTR,FKTR,1,CLR,,,1,11.00,0.26,349,477,5.62,8.18,35.50,AS,CS,,,,,,Added comments.
8432,BL1,11/30/2018,9:40:00 AM,BSEIN,SEIN50,1,CLD,1,,1,12.10,0.27,497,660,6.96,8.46,40.50,AS,AC,,,,,,
8347,PCS,11/30/2018,10:00:00 AM,FKTR,FKTR,1,CLD,,,1,12.10,0.27,497,660,6.96,8.46,40.50,AS,CS,,,,,,
8372,AL1,11/29/2018,10:44:00 AM,BSEIN,SEIN50,1,CLD,1,,1,13.20,0.22,386,499,5.81,8.14,43.20,CS,AC,,,,,,
8356,AL3,11/29/2018,10:30:00 AM,BSEIN,SEIN50,1,CLD,,,1,12.60,0.27,542,710,6.03,8.20,35.20,AS,CS,,,,,,
8357,AL4,11/29/2018,9:56:00 AM,BSEIN,SEIN50,,CLD,,,1,12.40,0.4,523,689,6.87,8.45,25.40,AS,CS,,,,,,
8371,BL4,11/29/2018,8:11:00 AM,BSEIN,SEIN50,4,CLD,,,1,12.60,0.45,232,304,8.86,9.04,19.30,CS,AC,,,,,,Tide and region added.
8345,PCS,11/29/2018,9:02:00 AM,FKTR,FKTR,1,RAN,,,1,12.50,0.34,438,576,7.29,8.79,28.10,AS,CS,,,,,,
8395,PCS,11/28/2018,2:01:00 PM,FKTR,FKTR,1,CLD,,,1,13.00,0.34,370,481,7.64,8.84,25.30,CS,AS,,,,,,
8394,PCS,11/27/2018,9:22:00 AM,FKTR,FKTR,1,CLD,,,1,11.90,0.36,356,475,7.69,8.33,22.70,CS,AS,,,,,,
8393,PCS,11/26/2018,9:45:00 AM,FKTR,FKTR,1,CLD,,,1,12.00,0.39,327,436,8.24,8.26,20.80,CS,AS,,,,,,
8361,PCS,11/13/2018,10:00:00 AM,FKTR,FKTR,4,CLD,1,,1,11.40,0.29,217,293,7.55,7.97,30.90,CS,AC,,,,,,
8337,PCS,11/9/2018,12:44:00 PM,FKTR,FKTR,,CLD,,,2,13.50,0.29,279,359,8.36,9.93,31.70,AS,JJ,,,,,,
8335,PCS,11/8/2018,11:25:00 AM,FKTR,FKTR,1,CLR,,,1,13.80,0.22,267,339,8.39,7.99,45.30,AS,JJ,,,,,,
8336,PCS,11/7/2018,10:49:00 AM,FKTR,FKTR,1,CLR,,,1,15.30,0.3,273,336,6.78,8.23,46.80,AS,JJ,,,,,,
8334,PCS,11/6/2018,11:45:00 AM,FKTR,FKTR,,CLR,,,1,15.90,0.28,270,327,6.84,7.88,40.00,AS,JJ,,,,,,
8332,AL1,11/5/2018,12:55:00 PM,BSEIN,SEIN50,2,CLR,,,1,16.00,0.52,389,471,5.60,8.14,16.10,AS,JJ,,,,,,
8331,AL3,11/5/2018,12:33:00 PM,BSEIN,SEIN50,1,CLR,,,1,15.20,0.47,306,376,7.58,8.39,17.50,AS,JJ,,,,,,
8382,AL4,11/5/2018,12:08:00 PM,BSEIN,SEIN50,1,CLR,1,,1,16.20,0.28,274,329,5.66,7.96,31.60,CS,AC,,,,,,
8429,BL1,11/5/2018,11:42:00 AM,BSEIN,SEIN50,1,CLR,1,,1,16.60,0.23,273,326,6.89,8.07,42.00,AS,AC,,,,,,
8430,BL2,11/5/2018,11:06:00 AM,BSEIN,SEIN50,1,CLR,1,,1,16.60,0.34,294,350,6.21,8.02,30.70,AS,AC,,,,,,MSS FL34 changed to FL64
8381,BL3,11/5/2018,10:31:00 AM,BSEIN,SEIN50,1,CLR,1,,1,16.50,0.33,223,266,7.66,8.23,29.00,CS,AC,,,,,,
8391,BL4,11/5/2018,9:45:00 AM,BSEIN,SEIN50,3,CLR,,,1,16.00,0.5,183,221,8.28,8.38,16.70,CS,AS,,,,,,
8333,PCS,11/5/2018,9:09:00 AM,FKTR,FKTR,1,CLR,,,1,15.80,0.24,269,326,6.10,7.97,31.70,AS,,,,,,,
8362,PCS,11/2/2018,9:17:00 AM,FKTR,FKTR,1,CLR,1,,1,15.70,0.3,260,314,6.48,7.79,32.20,CS,AC,,,,,,Vegetation rank of 1 added.
8392,PCS,11/1/2018,8:25:00 AM,FKTR,FKTR,1,CLD,,,2,15.50,0.24,256,313,6.82,8.57,29.40,CS,AS,,,,,,
8338,PCS,10/31/2018,11:20:00 AM,FKTR,FKTR,1,CLR,,,1,16.00,0.29,258,312,7.61,7.87,35.90,AS,JJ,,,,,,
8330,PCS,10/30/2018,9:26:00 AM,FKTR,FKTR,1,CLR,,,1,15.90,0.22,252,305,7.30,7.80,41.30,CS,AS,,,,,,
8329,PCS,10/29/2018,10:00:00 AM,FKTR,FKTR,1,CLD,,,1,17.20,0.23,241,283,6.35,7.72,41.60,CS,AS,,,,,,
8328,PCS,10/26/2018,12:49:00 PM,FKTR,FKTR,1,CLR,,,1,19.60,0.3,246,274,7.39,7.93,26.10,CS,AS,,,,,,
8327,PCS,10/25/2018,12:47:00 PM,FKTR,FKTR,1,CLR,,,1,18.40,0.22,238,272,8.05,8.05,35.10,CS,AS,,,,,,
8326,PCS,10/23/2018,9:22:00 AM,FKTR,FKTR,1,CLR,,,3,16.60,0.31,223,266,7.51,7.79,28.30,CS,AS,,,,,,
8317,AL1,10/22/2018,1:51:00 PM,BSEIN,SEIN50,,CLR,,,3,19.70,0.44,298,331,5.25,7.54,14.40,CS,AS,,,,,,
8318,AL3,10/22/2018,1:26:00 PM,BSEIN,SEIN50,1,CLR,,,3,19.60,0.39,258,288,6.18,7.68,17.50,CS,AS,,,,,,
8320,AL4,10/22/2018,12:53:00 PM,BSEIN,SEIN50,1,CLR,,,3,19.70,0.36,276,307,5.72,7.65,16.40,CS,AS,,,,,,
8319,BL1,10/22/2018,11:53:00 AM,BSEIN,SEIN50,1,CLR,,,3,19.10,0.35,235,265,8.38,8.12,18.80,CS,AS,,,,,,
8321,BL2,10/22/2018,11:30:00 AM,BSEIN,SEIN50,1,CLR,,,3,17.60,0.39,231,269,7.60,8.02,20.40,CS,AS,,,,,,
8322,BL3,10/22/2018,11:08:00 AM,BSEIN,SEIN50,1,CLR,,,3,17.20,0.43,201,236,8.60,8.22,15.40,CS,AS,,,,,,
8323,BL4,10/22/2018,10:45:00 AM,BSEIN,SEIN50,1,CLR,,,3,17.20,0.7,184,216,9.07,8.44,8.80,CS,AS,,,,,,
8325,BL5,10/22/2018,9:50:00 AM,BSEIN,SEIN50,4,CLR,,,3,16.30,,142,170,6.74,7.17,3.20,CS,AS,,,,,,
8324,PCS,10/22/2018,8:55:00 AM,FKTR,FKTR,,CLR,,,3,17.00,0.29,224,264,7.03,7.67,24.70,CS,AS,,,,,,
8311,PCS,10/19/2018,9:34:00 AM,FKTR,FKTR,1,CLR,,,3,16.60,0.28,216,257,7.03,7.30,28.70,CS,,,,,,,
8304,PCS,10/18/2018,1:28:00 PM,FKTR,FKTR,1,CLR,,,1,19.50,0.45,247,276,7.30,7.77,18.20,AS,CS,,,,,,
8312,PCS,10/17/2018,8:33:00 AM,FKTR,FKTR,1,CLR,,,1,15.80,0.31,218,264,7.04,7.89,28.70,CS,AS,,,,,,
8313,PCS,10/16/2018,10:10:00 AM,FKTR,FKTR,1,CLR,,,1,16.50,0.19,208,248,7.95,8.13,43.90,CS,AS,,,,,,
8314,PCS,10/15/2018,10:54:00 AM,FKTR,FKTR,1,CLR,,,1,16.30,0.25,206,247,8.22,8.11,29.60,CS,AS,,,,,,
8315,PCS,10/12/2018,9:30:00 AM,FKTR,FKTR,1,CLR,,,1,17.90,0.24,235,272,7.59,8.08,25.90,CS,AS,,,,,,
8316,PCS,10/11/2018,11:43:00 AM,FKTR,FKTR,,CLR,,,1,19.10,0.26,249,281,7.85,8.28,23.50,CS,AS,,,,,,
8310,PCS,10/10/2018,1:32:00 PM,FKTR,FKTR,1,CLR,,,1,21.30,0.35,274,295,8.18,8.34,20.90,CS,AS,,,,,,
8282,PCS,10/9/2018,9:27:00 AM,FKTR,FKTR,1,CLR,,,1,18.70,0.28,273,311,7.34,8.14,38.00,AS,CS,,,,,,
8291,AL1,10/8/2018,9:05:00 AM,BSEIN,SEIN50,1,CLR,,,1,18.00,0.22,352,406,6.62,7.86,36.80,AS,JJ,,,,,,
8290,AL3,10/8/2018,9:37:00 AM,BSEIN,SEIN50,1,CLR,,,1,18.30,0.26,304,349,7.06,7.95,35.70,AS,JJ,,,,,,
8289,AL4,10/8/2018,10:24:00 AM,BSEIN,SEIN50,1,CLR,,,1,18.70,0.23,282,322,8.37,7.91,34.50,AS,JJ,,,,,,
8287,BL1,10/8/2018,10:52:00 AM,BSEIN,SEIN50,1,CLR,,,1,18.80,0.22,282,320,7.74,8.19,34.90,AS,JJ,,,,,,
8284,BL2,10/8/2018,3:02:00 PM,BSEIN,SEIN50,1,CLR,,,1,20.10,0.3,277,305,8.05,8.32,30.20,AS,jj,,,,,,
8285,BL3,10/8/2018,2:08:00 PM,BSEIN,SEIN50,1,CLR,,,1,20.30,0.3,253,279,8.96,8.60,27.50,AS,jj,,,,,,
8283,BL4,10/8/2018,3:50:00 PM,BSEIN,SEIN50,2,CLR,,,1,18.80,0.67,238,270,8.70,8.59,12.70,AS,JJ,,,,,,
8286,BL5,10/8/2018,12:57:00 PM,BSEIN,SEIN50,4,CLR,,,1,22.00,,168,178,,9.76,5.30,AS,JJ,,,,,,
8288,PCS,10/8/2018,10:52:00 AM,FKTR,FKTR,1,CLR,,,1,18.80,0.22,282,320,7.74,8.19,34.90,AS,JJ,,,,,,
8309,PCS,10/4/2018,1:30:00 PM,FKTR,FKTR,1,CLD,,,1,21.80,0.24,355,378,7.75,8.33,35.40,CS,AS,,,,,,
8308,PCS,10/3/2018,9:19:00 AM,FKTR,FKTR,1,CLD,,,1,21.00,0.32,416,450,6.37,8.14,29.70,CS,JJ,,,,,,
8307,PCS,10/2/2018,9:27:00 AM,FKTR,FKTR,1,CLD,,,1,20.60,0.33,538,587,6.57,8.12,26.80,CS,JJ,,,,,,
8306,PCS,10/1/2018,9:18:00 AM,FKTR,FKTR,1,CLD,,,1,20.40,0.33,579,636,6.88,8.09,23.60,CS,jj,,,,,,
8305,PCS,9/28/2018,11:15:00 AM,FKTR,FKTR,1,CLD,,,1,21.00,0.21,594,643,6.52,8.00,34.20,CS,JJ,,,,,,
8300,PCS,9/27/2018,1:48:00 PM,FKTR,FKTR,1,CLR,,,1,25.60,0.41,661,654,7.52,8.01,17.60,AS,CS,,,,,,
8301,PCS,9/26/2018,9:20:00 AM,FKTR,FKTR,1,CLR,,,1,20.30,0.41,586,643,4.98,7.74,20.10,AS,CS,,,,,,DO correction to 4.98
8302,PCS,9/25/2018,9:15:00 AM,FKTR,FKTR,,CLR,,,1,20.20,0.37,574,631,5.14,7.72,22.20,AS,CS,,,,,,
8299,AL1,9/24/2018,3:49:00 PM,BSEIN,SEIN50,1,CLR,,,1,22.60,0.37,626,656,6.82,7.95,22.40,AS,CS,,,,,,
8298,AL3,9/24/2018,3:19:00 PM,BSEIN,SEIN50,1,CLR,,,1,22.60,0.33,618,647,6.91,7.88,21.10,AS,CS,,,,,,
8297,AL4,9/24/2018,2:39:00 PM,BSEIN,SEIN50,1,CLR,,,1,23.10,0.29,612,639,6.72,7.95,23.10,AS,CS,,,,,,
8296,BL1,9/24/2018,1:59:00 PM,BSEIN,SEIN50,1,CLR,,,1,22.80,0.32,602,630,6.30,7.88,24.50,AS,CS,,,,,,
8295,BL2,9/24/2018,1:23:00 PM,BSEIN,SEIN50,1,CLR,,,1,21.80,0.3,595,633,6.80,7.96,30.20,AS,CS,,,,,,
8294,BL3,9/24/2018,12:31:00 PM,BSEIN,SEIN50,1,CLR,,,1,21.50,0.4,582,623,7.37,8.02,20.70,AS,CS,,,,,,
8293,BL4,9/24/2018,11:40:00 AM,BSEIN,SEIN50,2,CLR,,,1,21.00,0.38,570,618,7.11,8.02,19.70,AS,CS,,,,,,
8292,BL5,9/24/2018,11:05:00 AM,BSEIN,SEIN50,1,CLR,,,1,20.50,,242,264,8.10,8.29,4.70,AS,CS,,,,,,
8303,PCS,9/24/2018,9:50:00 AM,FKTR,FKTR,1,CLR,,,1,20.10,0.35,565,623,5.58,7.72,22.10,AS,CS,,,,,,
8274,BL1,9/17/2018,9:52:00 AM,BSEIN,SEIN50,1,CLR,,,3,20.20,0.32,583,642,5.98,7.66,21.50,CS,AS,,,,,,
8275,BL2,9/17/2018,9:16:00 AM,BSEIN,SEIN50,1,CLR,,,3,19.60,0.32,563,628,5.78,7.58,22.80,CS,AS,,,,,,
8276,BL5,9/17/2018,8:25:00 AM,BSEIN,SEIN50,3,CLR,,,3,17.20,,245,288,6.08,7.54,2.20,CS,AS,,,,,,
8278,AL1,9/14/2018,10:44:00 AM,BSEIN,SEIN50,1,CLR,,,3,20.60,0.26,535,584,5.23,7.65,20.10,CS,,,,,,,
8279,AL3,9/14/2018,10:22:00 AM,BSEIN,SEIN50,1,CLR,,,3,20.80,0.36,539,586,5.31,7.61,16.10,CS,,,,,,,
8280,AL4,9/14/2018,9:53:00 AM,BSEIN,SEIN50,1,CLR,,,3,20.70,0.32,538,586,4.74,7.51,19.40,CS,AS,,,,,,
8281,BL3,9/14/2018,9:06:00 AM,BSEIN,SEIN50,2,CLR,,,3,20.50,0.36,537,587,5.84,7.61,20.40,CS,AS,,,,,,changed condition code from 1 to 2
8277,BL4,9/14/2018,8:15:00 AM,BSEIN,SEIN50,1,CLD,,,3,20.60,0.39,535,584,5.91,7.56,19.00,CS,AS,,,,,,
8273,AL1,8/28/2018,8:01:00 AM,BSEIN,SEIN50,1,CLR,,,3,20.90,0.29,827,897,6.37,7.92,25.40,CS,AS,,,,,,
8272,AL3,8/28/2018,8:47:00 AM,BSEIN,SEIN50,1,CLR,,,3,20.40,0.33,545,597,4.61,7.53,19.30,CS,AS,,,,,,
8271,AL4,8/28/2018,9:10:00 AM,BSEIN,SEIN50,1,CLR,,,3,20.10,0.32,299,330,5.92,7.48,25.90,CS,AS,,,,,,
8265,BL1,8/28/2018,1:18:00 PM,BSEIN,SEIN50,1,CLR,,,3,21.30,0.26,299,318,7.41,7.92,28.20,CS,AS,,,,,,
8266,BL2,8/28/2018,12:50:00 PM,BSEIN,SEIN50,1,CLR,,,3,21.40,0.26,208,224,7.93,7.98,36.20,CS,AS,,,,,,
8267,BL3,8/28/2018,12:25:00 PM,BSEIN,SEIN50,2,CLR,,,3,21.30,0.38,178,191,8.63,8.19,17.80,CS,AS,,,,,,
8268,BL4,8/28/2018,11:35:00 AM,BSEIN,SEIN50,1,CLR,,,3,20.90,0.45,174,189,8.69,8.34,13.30,CS,AS,,,,,,
8270,BL5,8/28/2018,11:08:00 AM,BSEIN,SEIN50,1,CLR,,,3,20.00,,152,169,10.13,8.44,16.80,CS,AS,,,,,,
8263,AL1,8/16/2018,9:53:00 AM,BSEIN,SEIN50,2,CLR,,,2,22.70,0.41,547,572,4.29,7.67,20.50,CS,AS,,,,,,
8262,AL3,8/16/2018,10:22:00 AM,BSEIN,SEIN50,1,CLR,,,2,22.80,0.3,298,311,5.51,7.69,28.90,CS,AS,,,,,,
8261,AL4,8/16/2018,10:48:00 AM,BSEIN,SEIN50,1,CLR,,,2,23.20,0.28,270,279,6.55,7.90,28.00,CS,AS,,,,,,"27m was entered for seine length, but data sheet reports 29m- changed AS"
8256,BL1,8/16/2018,2:44:00 PM,BSEIN,SEIN50,1,CLR,,,2,26.20,0.18,261,255,8.40,8.31,57.60,CS,AS,,,,,,
8258,BL2,8/16/2018,2:06:00 PM,BSEIN,SEIN50,1,CLR,,,2,24.10,0.29,181,184,8.07,8.22,26.70,CS,AS,,,,,,
8257,BL3,8/16/2018,1:40:00 PM,BSEIN,SEIN50,1,CLR,,,2,24.30,0.38,182,184,8.18,8.30,17.30,CS,AS,,,,,,
8259,BL4,8/16/2018,12:52:00 PM,BSEIN,SEIN50,1,CLR,,,2,22.30,0.47,174,183,8.05,8.38,15.40,CS,AS,,,,,,
8260,BL5,8/16/2018,12:12:00 PM,BSEIN,SEIN50,1,CLR,,,2,22.20,0.6,156,165,9.68,8.51,9.50,CS,AS,,,,,,
