"SurveyID","SampleDate","Survey","Comments"
998,2017-06-06,7,NA
999,2017-06-07,7,NA
1000,2017-05-25,6,NA
1001,2017-06-19,8,NA
1002,2017-06-20,8,NA
1003,2017-06-21,8,NA
1004,2017-07-05,9,NA
1005,2017-07-06,9,NA
1006,2017-07-07,9,NA
1007,2017-06-08,7,NA
1008,2017-06-22,8,NA
1009,2018-03-12,1,NA
1010,2018-03-13,1,NA
1011,2018-03-14,1,NA
1012,2018-03-15,1,NA
1013,2018-03-26,2,NA
1014,2018-03-27,2,NA
1015,2018-03-28,2,NA
1016,2018-03-29,2,NA
1017,2018-04-09,3,NA
1018,2018-04-10,3,NA
1019,2018-04-11,3,NA
1020,2018-04-12,3,NA
1021,2018-04-23,4,NA
1022,2018-04-24,4,NA
1023,2018-04-25,4,NA
1024,2018-04-27,4,NA
1025,2018-05-07,5,NA
1026,2018-05-08,5,NA
1027,2018-05-09,5,NA
1028,2018-05-10,5,NA
1029,2018-05-21,6,NA
1030,2018-05-22,6,NA
1031,2018-05-23,6,NA
1032,2018-05-24,6,NA
1033,2018-06-04,7,NA
1034,2018-06-05,7,NA
1035,2018-06-06,7,NA
1036,2018-06-07,7,NA
1037,2018-06-18,8,NA
1038,2018-06-19,8,NA
1039,2018-06-20,8,NA
1040,2018-06-21,8,NA
1041,2018-07-02,9,NA
1042,2018-07-03,9,NA
1043,2018-07-05,9,NA
1044,2018-07-06,9,NA
1045,2019-03-11,1,NA
1046,2019-03-12,1,NA
1047,2019-03-13,1,NA
1048,2019-03-27,2,NA
1049,2019-03-25,2,NA
1050,2019-03-26,2,NA
1051,2019-03-28,2,NA
1052,2019-04-08,3,NA
1053,2019-04-09,3,NA
1054,2019-04-10,3,NA
1055,2019-04-22,4,NA
1056,2019-04-23,4,NA
1057,2019-04-29,4,NA
1058,2019-04-24,4,NA
1059,2019-04-26,4,NA
1060,2019-04-25,4,NA
1061,2019-05-06,5,NA
1062,2019-05-07,5,NA
1063,2019-05-08,5,NA
1064,2019-05-13,5,NA
1065,2019-05-20,6,NA
1066,2019-05-21,6,NA
1067,2019-05-22,6,NA
1068,2019-06-03,7,NA
1070,2019-06-04,7,NA
1071,2019-06-05,7,NA
1072,2019-05-14,5,NA
1073,2019-06-17,8,NA
1074,2019-06-18,8,NA
1075,2019-07-01,9,NA
1076,2019-07-02,9,NA
1077,2019-05-23,6,NA
1078,2019-05-09,5,NA
1079,2019-05-10,5,NA
1080,2019-06-06,7,NA
1081,2019-07-03,9,NA
1082,2019-03-14,1,NA
1083,2019-04-11,3,NA
1085,2019-06-19,8,NA
1086,2019-06-20,8,NA
1087,2020-03-16,1,NA
1089,2020-03-17,1,NA
1096,2020-03-18,1,NA
1099,2020-04-13,3,NA
1100,2020-04-14,3,NA
1101,2020-04-15,3,NA
1102,2020-04-27,4,NA
1106,2020-04-29,4,NA
1107,2020-04-28,4,NA
1108,2020-05-13,5,NA
1109,2020-05-12,5,NA
1110,2020-05-11,5,NA
1111,2020-05-14,5,NA
1112,2020-05-15,5,NA
1113,2020-05-18,5,NA
1116,2020-05-26,6,NA
1117,2020-05-27,6,NA
1118,2020-05-28,6,NA
1121,2020-05-29,6,NA
1122,2020-06-02,6,NA
1123,2020-06-09,7,NA
1124,2020-06-08,7,NA
1125,2020-06-10,7,NA
1126,2020-06-11,7,NA
1127,2020-06-12,7,NA
1128,2020-06-22,8,NA
1129,2020-06-23,8,NA
1130,2020-06-24,8,NA
1131,2020-06-25,8,NA
1132,2020-07-07,9,NA
1133,2020-07-06,9,NA
1134,2020-07-09,9,NA
1135,2020-07-10,9,NA
1136,2020-07-08,9,NA
1137,2021-03-22,1,NA
1139,2021-03-23,1,NA
1140,2021-03-24,1,NA
1141,2021-03-25,1,NA
1142,2021-04-05,2,NA
1143,2021-04-06,2,NA
1144,2021-04-07,2,NA
1145,2021-04-08,2,NA
1146,2021-04-19,3,NA
1147,2021-04-20,3,NA
1148,2021-04-21,3,NA
1149,2021-04-22,3,NA
1150,2021-05-03,4,NA
1151,2021-05-04,4,NA
1152,2021-05-05,4,NA
1153,2021-05-06,4,NA
1154,2021-05-17,5,NA
1155,2021-05-18,5,NA
1156,2021-05-19,5,NA
1157,2021-05-20,5,NA
1158,2021-06-01,6,NA
1159,2021-06-02,6,NA
1160,2021-06-04,6,NA
1161,2021-06-03,6,NA
1162,2021-06-16,7,NA
1163,2021-06-18,7,NA
1164,2021-06-19,7,NA
1167,2021-06-28,8,NA
1168,2021-06-29,8,NA
1169,2021-06-30,8,NA
1170,2021-07-01,8,NA
1171,2021-07-13,9,NA
1172,2021-07-12,9,NA
1173,2021-07-14,9,NA
1174,2021-07-16,9,NA
1175,2021-07-15,9,NA
