"GearID","TowID","GearCode","MeterSerial","MeterStart","MeterEnd","MeterCheck","Comments"
5799,18021,2,24648,621711,646819,25108,NA
5800,18122,2,24648,716260,740790,24530,NA
5801,18312,2,24653,217169,240041,22872,NA
5802,18454,2,24653,199410,223044,23634,NA
5803,18594,2,24653,763059,786481,23422,NA
5804,18723,2,24653,362898,386500,23602,NA
5805,18825,2,24648,530461,554326,23865,NA
5806,19017,2,24653,789055,812647,23592,NA
5807,19159,2,24653,418116,442038,23922,NA
5808,19190,2,24579,969041,992921,23880,NA
5809,19434,2,23811,82881,105377,22496,NA
5810,19575,2,23811,654943,677099,22156,NA
5811,19717,2,23811,514412,535797,21385,NA
5812,19859,2,23811,606227,617368,11141,NA
5813,19998,2,23811,166564,187858,21294,NA
5814,20136,2,23811,405410,428351,22941,NA
5815,20277,2,23811,278801,300613,21812,NA
5816,20427,2,23811,81502,104036,22534,NA
5817,20514,2,24565,945724,967808,22084,NA
5818,20679,2,24565,410956,433583,22627,NA
5819,20818,2,24565,876804,899413,22609,NA
5820,20961,2,24565,712197,733880,21683,NA
5821,21102,2,24565,240510,263250,22740,NA
5822,21210,2,24663,601620,626333,24713,NA
5823,21381,2,24565,487412,508451,21039,NA
5824,21523,2,24565,461675,483150,21475,NA
5825,21611,2,23811,992832,15633,22801,NA
5826,21789,2,23813,290321,317948,27627,NA
5827,21865,2,23813,0,23197,23197,NA
5828,21935,2,23813,331912,356930,25018,NA
5829,22045,2,23813,455867,479779,23912,NA
5830,22186,2,23813,598820,621494,22674,NA
5831,22327,2,23813,380495,406522,26027,NA
5832,22470,2,23813,243771,268513,24742,NA
5833,22608,2,23813,81877,106873,24996,NA
5834,22752,2,24567,709378,734457,25079,NA
5835,22929,2,23814,128332,153892,25560,NA
5836,23060,2,23814,629206,654407,25201,NA
5837,23206,2,23814,130327,155805,25478,NA
5838,23341,2,23814,490138,514664,24526,NA
5839,23479,2,23814,701570,723738,22168,NA
5840,23620,2,23814,183805,208293,24488,NA
5841,23718,2,23813,123076,147641,24565,NA
5842,23856,2,23814,334244,358633,24389,NA
5843,24114,2,23813,152132,175895,23763,NA
5844,3,2,10369,939271,964114,24843,NA
5845,110,2,10369,312497,332080,19583,NA
5846,214,2,10369,494946,521430,26484,NA
5847,314,2,10369,82078,105181,23103,NA
5848,410,2,10369,184234,205559,21325,NA
5849,520,2,10369,646268,667939,21671,NA
5850,631,2,10369,117327,141024,23697,NA
5851,742,2,11732,985535,10231,24696,NA
5852,859,2,13287,100190,122810,22620,NA
5853,985,2,13287,892397,914033,21636,NA
5854,1112,2,13287,625626,647707,22081,NA
5855,1241,2,13287,346148,368510,22362,NA
5856,1365,2,13287,18547,41109,22562,NA
5857,1475,2,13287,119055,140343,21288,NA
5858,1586,2,13287,650812,676048,25236,NA
5859,1696,2,13287,257548,282134,24586,NA
5860,1813,2,13327,772564,795126,22562,NA
5861,1879,2,13327,953684,969509,15825,NA
5862,1996,2,13327,293116,316882,23766,NA
5863,2103,2,13327,461835,478182,16347,NA
5864,2215,2,13327,912955,933373,20418,NA
5865,2298,2,13327,832837,854810,21973,NA
5866,2414,2,13327,558106,581102,22996,NA
5867,2534,2,13327,111405,134063,22658,NA
5868,2658,2,13327,746787,767840,21053,NA
5869,2777,2,14958,886692,909938,23246,NA
5870,2864,2,14958,795660,820966,25306,NA
5871,2933,2,14958,285986,308491,22505,NA
5872,3041,2,14958,470373,489504,19131,NA
5873,3156,2,14958,777655,799603,21948,NA
5874,3273,2,14958,91053,112549,21496,NA
5875,3379,2,14958,187727,210742,23015,NA
5876,3499,2,14958,595501,611231,15730,NA
5877,3610,2,13327,650880,671802,20922,NA
5878,3723,2,6150,23119,44319,21200,NA
5879,3849,2,14977,567449,590111,22662,NA
5880,3948,2,6150,750715,771672,20957,NA
5881,4088,2,6150,935092,957130,22038,NA
5882,4149,2,6150,909265,931960,22695,NA
5883,4161,2,6150,152298,175193,22895,NA
5884,4289,2,6150,928442,950602,22160,NA
5885,4300,2,6150,72989,94582,21593,NA
5886,4438,2,6150,38433,59077,20644,NA
5887,4552,2,6150,462800,484769,21969,NA
5888,4676,2,14982,879389,903365,23976,NA
5889,4795,2,14982,644283,665121,20838,NA
5890,4909,2,14982,317301,340934,23633,NA
5891,5034,2,14982,981701,1004592,22891,NA
5892,5155,2,14982,610850,635334,24484,NA
5893,5186,2,14982,415307,439978,24671,NA
5894,5313,2,14982,911534,935240,23706,NA
5895,5376,2,14982,571810,595254,23444,NA
5896,5493,2,14982,96114,120059,23945,NA
5897,5557,2,14979,319198,343774,24576,NA
5898,5680,2,14979,82552,104674,22122,NA
5899,5799,2,14979,523790,546880,23090,NA
5900,5922,2,12945,638510,658115,19605,NA
5901,6053,2,12945,446878,471399,24521,NA
5902,6183,2,12945,233249,253873,20624,NA
5903,6308,2,12945,894416,916339,21923,NA
5904,6426,2,12945,503788,527161,23373,NA
5905,6547,2,12945,74215,96758,22543,NA
5906,6680,2,12945,912577,934885,22308,NA
5907,6796,2,12945,497545,519855,22310,NA
5908,6920,2,13291,941048,961819,20771,NA
5909,6934,2,9794,675870,700693,24823,NA
5910,7057,2,9794,383701,404929,21228,NA
5911,7180,2,9794,64768,89389,24621,NA
5912,7305,2,9794,837835,861896,24061,NA
5913,7428,2,9794,391141,414402,23261,NA
5914,7548,2,9794,36864,63896,27032,NA
5915,7671,2,9794,652990,671961,18971,NA
5916,7764,2,12204,520506,543226,22720,NA
5917,7886,2,12441,24402,43913,19511,NA
5918,8005,2,12441,861007,884150,23143,NA
5919,8124,2,12441,603018,622645,19627,NA
5920,8246,2,12441,344349,367308,22959,NA
5921,8369,2,12441,170990,191488,20498,NA
5922,8492,2,14982,514828,538249,23421,NA
5923,8612,2,14982,287792,310670,22878,NA
5924,8732,2,14982,34152,60107,25955,NA
5925,8834,2,12994,90350,115798,25448,NA
5926,8933,2,12994,315284,338246,22962,NA
5927,9054,2,12994,212993,236965,23972,NA
5928,9174,2,12994,994760,18962,24202,NA
5929,9299,2,12994,846309,870759,24450,NA
5930,9421,2,12994,770388,795984,25596,NA
5931,9516,2,16976,196851,219896,23045,NA
5932,9677,2,16976,894484,918566,24082,NA
5933,9755,2,14979,762657,783110,20453,NA
5934,9877,2,14979,642631,665459,22828,NA
5935,10000,2,14979,587727,612285,24558,NA
5936,10122,2,14979,635664,663947,28283,NA
5937,10245,2,14979,0,25776,25776,NA
5938,10373,2,12994,879494,902715,23221,NA
5939,10490,2,14958,619983,644302,24319,NA
5940,10613,2,14958,457495,481269,23774,NA
5941,10733,2,14958,188179,213132,24953,NA
5942,10834,2,14977,305099,325899,20800,NA
5943,10961,2,14977,820358,841093,20735,NA
5944,11073,2,19299,298779,322322,23543,NA
5945,11213,2,14977,366072,388812,22740,NA
5946,11351,2,14977,322394,343546,21152,NA
5947,11488,2,14977,358420,380912,22492,NA
5948,11610,2,14977,508417,532521,24104,NA
5949,11748,2,19296,455949,475970,20021,NA
5950,11886,2,19296,384721,408062,23341,NA
5951,12025,2,12441,737420,761682,24262,NA
5952,12114,2,12441,852031,874825,22794,NA
5953,12235,2,12441,857013,881272,24259,NA
5954,12358,2,12441,891096,916196,25100,NA
5955,12481,2,12441,762197,787649,25452,NA
5956,12610,2,21920,199895,222885,22990,NA
5957,12714,2,21920,183941,208340,24399,NA
5958,12835,2,21920,880030,911060,31030,NA
5959,12959,2,21920,514220,534666,20446,NA
5960,13065,2,21920,422449,445765,23316,NA
5961,13120,2,21920,177585,201607,24022,NA
5962,13262,2,21920,398894,421682,22788,NA
5963,13396,2,21920,506298,530825,24527,NA
5964,13520,2,21920,742606,762491,19885,NA
5965,13674,2,14979,264261,289110,24849,NA
5966,13758,2,14979,730178,754690,24512,NA
5967,13880,2,14977,127280,148453,21173,NA
5968,14012,2,14977,206218,228554,22336,NA
5969,14156,2,14977,512012,536406,24394,NA
5970,14293,2,13291,328252,353448,25196,NA
5971,14406,2,23286,497935,516908,18973,NA
5972,14560,2,23286,887194,913507,26313,NA
5973,14702,2,21920,334410,359728,25318,NA
5974,14800,2,23286,433390,458545,25155,NA
5975,14989,2,23286,396866,421281,24415,NA
5976,15054,2,21920,587198,607885,20687,NA
5977,15254,2,23286,48820,70549,21729,NA
5978,15345,2,21920,736822,760410,23588,NA
5979,15490,2,23811,610522,634050,23528,NA
5980,15649,2,22084,661209,683223,22014,NA
5981,15768,2,23749,232237,257152,24915,NA
5982,15896,2,23813,862463,885848,23385,NA
5983,16049,2,23749,577027,602405,25378,NA
5984,16190,2,23749,231067,254469,23402,NA
5985,16331,2,23749,656785,682038,25253,NA
5986,16440,2,23813,139295,164289,24994,NA
5987,16545,2,23813,733096,757804,24708,NA
5988,16644,2,24584,35200,58801,23601,NA
5989,16785,2,24596,848375,870186,21811,NA
5990,16914,2,24596,398489,420715,22226,NA
5991,17051,2,24596,946450,970394,23944,NA
5992,17203,2,24596,951353,973733,22380,NA
5993,17364,2,24584,891859,917476,25617,NA
5994,17504,2,24584,465591,490325,24734,NA
5995,17643,2,24584,996995,21005,24010,NA
5996,17786,2,24584,671571,696063,24492,NA
5997,17923,2,24648,22440,46450,24010,NA
5998,18068,2,24653,558530,581916,23386,NA
5999,18207,2,24653,153608,177313,23705,NA
6000,18348,2,24653,711326,734649,23323,NA
6001,18490,2,24653,271348,293876,22528,NA
6002,18619,2,24653,862789,889035,26246,NA
6003,18771,2,24653,737356,760789,23433,NA
6004,18912,2,24653,358745,381665,22920,NA
6005,19053,2,24653,928337,952075,23738,NA
6006,19191,2,23811,144828,167227,22399,NA
6007,19332,2,23811,758973,780541,21568,NA
6008,19470,2,23811,225023,247507,22484,NA
6009,19612,2,23811,111610,132674,21064,NA
6010,19753,2,23811,578822,600141,21319,NA
6011,19890,2,23811,642950,665193,22243,NA
6012,20032,2,23811,231947,254694,22747,NA
6013,20172,2,23811,159833,181452,21619,NA
6014,20318,2,24579,561702,586592,24890,NA
6015,20450,2,24565,951751,974496,22745,NA
6016,20574,2,24565,8461,31819,23358,NA
6017,20714,2,24565,480138,503728,23590,NA
6018,20856,2,24565,353320,374826,21506,NA
6019,20997,2,24565,777448,799633,22185,NA
6020,21136,2,24565,710648,732044,21396,NA
6021,21276,2,24565,82003,104107,22104,NA
6022,21416,2,24565,945969,968570,22601,NA
6023,21558,2,24565,551512,573157,21645,NA
6024,21683,2,24579,753741,777797,24056,NA
6025,21794,2,23813,819367,845314,25947,NA
6026,21938,2,24579,868367,891829,23462,NA
6027,22050,2,24579,875757,898587,22830,NA
6028,22191,2,24579,352457,375822,23365,NA
6029,22330,2,24579,925419,951907,26488,NA
6030,22473,2,24579,624942,649069,24127,NA
6031,22612,2,24567,499959,525747,25788,NA
6032,22755,2,24579,800390,824719,24329,NA
6033,22932,2,23814,867355,892995,25640,NA
6034,23065,2,23814,483076,507734,24658,NA
6035,23207,2,23814,954639,979486,24847,NA
6036,23342,2,23814,343255,368575,25320,NA
6037,23481,2,23814,567802,590272,22470,NA
6038,23622,2,23814,39625,64402,24777,NA
6039,23721,2,23814,774093,798639,24546,NA
6040,23859,2,23813,994270,20925,26655,NA
6041,24001,2,23813,444269,471760,27491,NA
6042,35,2,10369,705258,726001,20743,NA
6043,141,2,10369,954885,965534,10649,NA
6044,243,2,10369,338465,363804,25339,NA
6045,346,2,10369,830548,843240,12692,NA
6046,435,2,10369,909360,924111,14751,NA
6047,619,2,10369,815884,828920,13036,NA
6048,660,2,10369,825493,838299,12806,NA
6049,779,2,11732,596814,610078,13264,NA
6050,897,2,13287,892392,914028,21636,NA
6051,1017,2,13287,560070,580946,20876,NA
6052,1148,2,13287,346620,367903,21283,NA
6053,1277,2,13287,90250,101521,11271,NA
6054,1503,2,13287,788744,799842,11098,NA
6055,1615,2,13287,368116,380710,12594,NA
6056,1726,2,13287,961858,974635,12777,NA
6057,1835,2,13327,407943,419926,11983,NA
6058,1913,2,13327,594852,602799,7947,NA
6059,2028,2,13327,32376,44136,11760,NA
6060,2133,2,13327,59050,68909,9859,NA
6061,2256,2,13327,502800,514399,11599,NA
6062,2336,2,13327,575879,587373,11494,NA
6063,2451,2,13327,207696,217968,10272,NA
6064,2579,2,13327,832713,844645,11932,NA
6065,2694,2,13327,418866,431139,12273,NA
6066,2967,2,14958,16003,28113,12110,NA
6067,3074,2,14958,182170,193213,11043,NA
6068,3192,2,14958,475389,481582,6193,NA
6069,3307,2,14958,756719,773321,16602,NA
6070,3413,2,14958,823414,834793,11379,NA
6071,3518,2,13327,732866,742798,9932,NA
6072,3646,2,13327,365899,377753,11854,NA
6073,3757,2,14977,728921,740402,11481,NA
6074,3883,2,14977,283003,294291,11288,NA
6075,3980,2,6150,446838,467912,21074,NA
6076,4141,2,6150,581609,601423,19814,NA
6077,4152,2,6150,106039,126548,20509,NA
6078,4203,2,6150,848789,870535,21746,NA
6079,4290,2,6150,890032,908625,18593,NA
6080,4335,2,6150,757713,769614,11901,NA
6081,4474,2,6150,716608,727508,10900,NA
6082,4582,2,6150,109547,120970,11423,NA
6083,4708,2,14982,602087,615464,13377,NA
6084,4945,2,14982,119530,131655,12125,NA
6085,5081,2,14982,733211,745815,12604,NA
6086,5156,2,14982,876114,888903,12789,NA
6087,5223,2,14982,198862,210791,11929,NA
6088,5314,2,14982,462517,487217,24700,NA
6089,5408,2,14982,291738,303598,11860,NA
6090,5495,2,14982,663856,678975,15119,NA
6091,5598,2,14979,121073,134705,13632,NA
6092,5714,2,14979,866067,877905,11838,NA
6093,5840,2,14979,288242,301084,12842,NA
6094,5957,2,12945,373147,384620,11473,NA
6095,6098,2,12945,178999,190906,11907,NA
6096,6222,2,12945,973400,985142,11742,NA
6097,6358,2,12945,636431,648629,12198,NA
6098,6465,2,12945,259795,271842,12047,NA
6099,6591,2,12945,809829,821807,11978,NA
6100,6716,2,12945,637642,650742,13100,NA
6101,6820,2,12945,955286,978383,23097,NA
6102,6969,2,9794,452228,463842,11614,NA
6103,7091,2,9794,121130,133324,12194,NA
6104,7215,2,9794,814017,827523,13506,NA
6105,7348,2,9794,563390,575849,12459,NA
6106,7462,2,9794,169460,182420,12960,NA
6107,7587,2,9794,745515,757844,12329,NA
6108,7706,2,9794,400737,423734,22997,NA
6109,7802,2,12204,271787,283617,11830,NA
6110,7919,2,12441,812491,826270,13779,NA
6111,8040,2,12441,614071,636587,22516,NA
6112,8156,2,12441,340566,352002,11436,NA
6113,8282,2,12441,93315,115096,21781,NA
6114,8405,2,12441,903283,915308,12025,NA
6115,8529,2,14982,286350,309480,23130,NA
6116,8648,2,14982,45656,57884,12228,NA
6117,8778,2,14982,793191,805186,11995,NA
6118,8876,2,12994,834555,846338,11783,NA
6119,8971,2,12994,115281,128846,13565,NA
6120,9102,2,12994,908373,920811,12438,NA
6121,9223,2,12994,766014,778385,12371,NA
6122,9335,2,12994,633172,645325,12153,NA
6123,9487,2,16976,302339,315197,12858,NA
6124,9556,2,16976,938137,950519,12382,NA
6125,9681,2,16976,575766,588321,12555,NA
6126,9790,2,14979,547920,559944,12024,NA
6127,9913,2,14979,459750,472130,12380,NA
6128,10036,2,14979,422226,434345,12119,NA
6129,10159,2,14979,542076,557346,15270,NA
6130,10274,2,12994,711868,724915,13047,NA
6131,10410,2,12994,631588,644497,12909,NA
6132,10529,2,14958,438057,451251,13194,NA
6133,10649,2,14958,244751,257866,13115,NA
6134,10783,2,14982,76290,88902,12612,NA
6135,10852,2,14977,940615,952727,12112,NA
6136,10989,2,14977,660217,673338,13121,NA
6137,11109,2,14977,60976,72293,11317,NA
6138,11241,2,14977,90714,103366,12652,NA
6139,11394,2,14977,9200,32503,23303,NA
6140,11524,2,14977,989319,2706,13387,NA
6141,11645,2,19296,944540,958098,13558,NA
6142,11784,2,19296,203450,215723,12273,NA
6143,11922,2,19296,66312,79681,13369,NA
6144,12044,2,12441,446405,458723,12318,NA
6145,12152,2,12441,690516,713938,23422,NA
6146,12280,2,12441,666773,691040,24267,NA
6147,12398,2,12441,655685,666748,11063,NA
6148,12532,2,12441,138945,150947,12002,NA
6149,12613,2,21920,137378,158334,20956,NA
6150,12748,2,21920,889076,911465,22389,NA
6151,12871,2,21920,628929,649555,20626,NA
6152,12989,2,21920,233744,254677,20933,NA
6153,13082,2,21920,677685,690923,13238,NA
6154,13174,2,21920,960262,983064,22802,NA
6155,13323,2,21920,143668,166475,22807,NA
6156,13456,2,21920,296748,317628,20880,NA
6157,13576,2,14979,763625,785954,22329,NA
6158,13694,2,14979,13345,35716,22371,NA
6159,13805,2,14979,457244,477879,20635,NA
6160,13913,2,14977,0,20719,20719,NA
6161,14060,2,14977,990738,14124,23386,NA
6162,14210,2,14977,267991,290576,22585,NA
6163,14306,2,23286,389471,402058,12587,NA
6164,14454,2,23286,244989,257505,12516,NA
6165,14588,2,21920,748658,755001,6343,NA
6166,14705,2,21920,260168,284966,24798,NA
6167,14845,2,21920,484325,497704,13379,NA
6168,14994,2,23286,471215,499563,28348,NA
6169,15113,2,21920,465658,488263,22605,NA
6170,15312,2,23286,797311,819536,22225,NA
6171,15402,2,21920,534646,556557,21911,NA
6172,15534,2,23811,424229,436785,12556,NA
6173,15702,2,22084,410784,432043,21259,NA
6174,15821,2,23749,52170,64875,12705,NA
6175,15947,2,23813,622165,634232,12067,NA
6176,16103,2,23749,412784,436302,23518,NA
6177,16244,2,23749,869110,881643,12533,NA
6178,16382,2,23749,440856,463879,23023,NA
6179,16474,2,23813,941303,965419,24116,NA
6180,16592,2,23813,594835,617659,22824,NA
6181,16695,2,24584,860654,884017,23363,NA
6182,16845,2,24596,648500,671205,22705,NA
6183,16974,2,24596,208861,232013,23152,NA
6184,17103,2,24596,629950,652349,22399,NA
6185,17261,2,24596,681035,692313,11278,NA
6186,17420,2,24584,669999,692654,22655,NA
6187,17553,2,24584,239470,251691,12221,NA
6188,17697,2,24584,803345,827646,24301,NA
6189,17837,2,24584,449999,470146,20147,NA
6190,17979,2,24648,877058,900179,23121,NA
6191,18125,2,24653,398329,421021,22692,NA
6192,18261,2,24653,965717,988583,22866,NA
6193,18402,2,24653,513547,535682,22135,NA
6194,18544,2,24653,102644,125067,22423,NA
6195,18663,2,24653,691195,714911,23716,NA
6196,18828,2,24653,500988,523441,22453,NA
6197,18968,2,24653,118829,142003,23174,NA
6198,19108,2,24653,668666,692144,23478,NA
6199,19251,2,23811,908694,931201,22507,NA
6200,19392,2,23811,431063,442983,11920,NA
6201,19524,2,23811,641,22466,21825,NA
6202,19665,2,23811,862727,883623,20896,NA
6203,19807,2,23811,1129,7979,6850,NA
6204,19941,2,23811,383822,404401,20579,NA
6205,20089,2,23811,972422,995446,23024,NA
6206,20229,2,23811,946151,957863,11712,NA
6207,20385,2,24579,363521,387681,24160,NA
6208,20478,2,24565,673054,694367,21313,NA
6209,20628,2,24565,755232,777043,21811,NA
6210,20767,2,24565,258177,269439,11262,NA
6211,20909,2,24565,80591,103190,22599,NA
6212,21051,2,24565,553524,575647,22123,NA
6213,21213,2,24565,423471,442828,19357,NA
6214,21331,2,24565,829268,851674,22406,NA
6215,21471,2,24565,722753,746484,23731,NA
6216,21614,2,24565,201517,221313,19796,NA
6217,21703,2,23813,851371,876214,24843,NA
6218,21825,2,23813,664965,690650,25685,NA
6219,22023,2,24579,472424,479604,7180,NA
6220,22102,2,24579,579801,601730,21929,NA
6221,22243,2,24579,187030,198891,11861,NA
6222,22385,2,24579,735599,760779,25180,NA
6223,22525,2,24579,418399,442590,24191,NA
6224,22663,2,24567,314066,338903,24837,NA
6225,22816,2,24579,639769,663476,23707,NA
6226,22935,2,23814,791440,816480,25040,NA
6227,23067,2,23814,409365,433403,24038,NA
6228,23211,2,23814,882260,906096,23836,NA
6229,23345,2,23814,270345,294507,24162,NA
6230,23485,2,23814,512476,523152,10676,NA
6231,23624,2,23814,967725,991692,23967,NA
6232,23753,2,23814,570324,594599,24275,NA
6233,23913,2,23813,782685,806918,24233,NA
6234,24060,2,23813,254507,278220,23713,NA
6235,38,2,10369,641183,662330,21147,NA
6236,142,2,10369,871615,901460,29845,NA
6237,248,2,10369,259090,284880,25790,NA
6238,349,2,10369,766751,787685,20934,NA
6239,439,2,10369,845286,867976,22690,NA
6240,622,2,10369,748154,770176,22022,NA
6241,664,2,10369,759520,781042,21522,NA
6242,780,2,11732,527000,549489,22489,NA
6243,898,2,13287,822170,844340,22170,NA
6244,1020,2,13287,498165,518743,20578,NA
6245,1151,2,13287,278333,301790,23457,NA
6246,1282,2,13287,25339,46787,21448,NA
6247,1392,2,13287,447238,468800,21562,NA
6248,1506,2,13287,725818,746703,20885,NA
6249,1618,2,13287,290836,314813,23977,NA
6250,1730,2,13287,891784,915297,23513,NA
6251,1837,2,13327,345005,366972,21967,NA
6252,1914,2,13327,532686,550724,18038,NA
6253,2031,2,13327,967115,987480,20365,NA
6254,2136,2,13327,2556,20128,17572,NA
6255,2235,2,13327,400842,420196,19354,NA
6256,2337,2,13327,512937,532603,19666,NA
6257,2454,2,13327,148303,166324,18021,NA
6258,2583,2,13327,768315,789562,21247,NA
6259,2695,2,13327,355679,375423,19744,NA
6260,2970,2,14958,948344,969577,21233,NA
6261,3076,2,14958,116733,138042,21309,NA
6262,3194,2,14958,408302,430644,22342,NA
6263,3309,2,14958,699609,720471,20862,NA
6264,3415,2,14958,760532,780973,20441,NA
6265,3519,2,13327,659941,683875,23934,NA
6266,3647,2,13327,292354,316368,24014,NA
6267,3761,2,14977,669480,687552,18072,NA
6268,3886,2,14977,216481,238801,22320,NA
6269,3982,2,6150,382056,403368,21312,NA
6270,4143,2,6150,524543,543303,18760,NA
6271,4157,2,6150,41906,62104,20198,NA
6272,4206,2,6150,783172,804683,21511,NA
6273,4293,2,6150,823904,846160,22256,NA
6274,4336,2,6150,694099,715206,21107,NA
6275,4478,2,6150,648282,669759,21477,NA
6276,4585,2,6150,47361,68712,21351,NA
6277,4711,2,14982,535958,556788,20830,NA
6278,4829,2,14982,293975,315745,21770,NA
6279,4949,2,14982,55009,76374,21365,NA
6280,5082,2,14982,663039,686017,22978,NA
6281,5157,2,14982,852911,875989,23078,NA
6282,5226,2,14982,127354,150800,23446,NA
6283,5316,2,14982,416642,439618,22976,NA
6284,5411,2,14982,215674,241025,25351,NA
6285,5497,2,14982,612001,637639,25638,NA
6286,5599,2,14979,48261,70868,22607,NA
6287,5716,2,14979,796001,819527,23526,NA
6288,5844,2,14979,217301,241585,24284,NA
6289,5960,2,12945,305994,328612,22618,NA
6290,6100,2,12945,112749,135012,22263,NA
6291,6225,2,12945,904917,927075,22158,NA
6292,6361,2,12945,563745,589546,25801,NA
6293,6468,2,12945,187513,210912,23399,NA
6294,6594,2,12945,746483,766963,20480,NA
6295,6717,2,12945,567625,590398,22773,NA
6296,6823,2,13291,886885,908576,21691,NA
6297,6972,2,9794,388992,409814,20822,NA
6298,7095,2,9794,40127,66260,26133,NA
6299,7218,2,9794,743071,766475,23404,NA
6300,7352,2,9794,496621,518650,22029,NA
6301,7465,2,9794,96257,119780,23523,NA
6302,7589,2,9794,681592,702314,20722,NA
6303,7709,2,9794,330490,353049,22559,NA
6304,7805,2,12204,201801,224238,22437,NA
6305,7922,2,12441,741932,764730,22798,NA
6306,8043,2,12441,548344,569465,21121,NA
6307,8159,2,12441,275372,296938,21566,NA
6308,8285,2,12441,25546,48441,22895,NA
6309,8408,2,12441,836751,858616,21865,NA
6310,8532,2,14982,219587,241261,21674,NA
6311,8651,2,14982,977300,999803,22503,NA
6312,8781,2,14982,725306,748010,22704,NA
6313,8879,2,12994,764752,787665,22913,NA
6314,8975,2,12994,45005,68275,23270,NA
6315,9105,2,12994,838952,862026,23074,NA
6316,9226,2,12994,694506,717591,23085,NA
6317,9336,2,12994,562289,585833,23544,NA
6318,9441,2,12994,376638,404714,28076,NA
6319,9558,2,16976,871957,893904,21947,NA
6320,9682,2,16976,509152,531054,21902,NA
6321,9795,2,14979,480727,502721,21994,NA
6322,9917,2,14979,387370,410985,23615,NA
6323,10038,2,14979,335961,360120,24159,NA
6324,10161,2,14979,460981,488805,27824,NA
6325,10277,2,12994,639779,663554,23775,NA
6326,10413,2,12994,559921,583483,23562,NA
6327,10532,2,14958,365216,389557,24341,NA
6328,10652,2,14958,169629,194410,24781,NA
6329,10787,2,14982,3736,27395,23659,NA
6330,10855,2,14977,883317,901882,18565,NA
6331,10993,2,14977,591280,614430,23150,NA
6332,11112,2,14977,997916,1018424,20508,NA
6333,11244,2,14977,21774,44394,22620,NA
6334,11399,2,14977,945385,965656,20271,NA
6335,11526,2,14977,924029,945359,21330,NA
6336,11648,2,19296,877946,899850,21904,NA
6337,11787,2,19296,132414,154745,22331,NA
6338,11925,2,19296,0,22763,22763,NA
6339,12048,2,12441,376622,399958,23336,NA
6340,12157,2,12441,617947,642092,24145,NA
6341,12283,2,12441,594430,618495,24065,NA
6342,12400,2,12441,585637,608494,22857,NA
6343,12537,2,12441,923069,942158,19089,NA
6344,12617,2,21920,966078,987777,21699,NA
6345,12751,2,21920,828485,847214,18729,NA
6346,12874,2,21920,562174,584597,22423,NA
6347,12990,2,21920,169622,200774,31152,NA
6348,13083,2,21920,690923,716104,25181,NA
6349,13177,2,21920,891379,914062,22683,NA
6350,13326,2,21920,72511,95238,22727,NA
6351,13459,2,21920,229738,251932,22194,NA
6352,13579,2,14979,696406,719264,22858,NA
6353,13698,2,14979,938797,963442,24645,NA
6354,13807,2,14979,405201,425225,20024,NA
6355,13916,2,14977,794175,817211,23036,NA
6356,14063,2,14977,919222,942910,23688,NA
6357,14215,2,14977,200069,221675,21606,NA
6358,14307,2,23286,331115,351356,20241,NA
6359,14458,2,23286,183350,200726,17376,NA
6360,14592,2,21920,776668,795947,19279,NA
6361,14708,2,21920,185580,210191,24611,NA
6362,14848,2,21920,407877,433145,25268,NA
6363,14969,2,21920,495708,519387,23679,NA
6364,15115,2,21920,386034,409744,23710,NA
6365,15314,2,23286,727054,749296,22242,NA
6366,15406,2,21920,461507,484620,23113,NA
6367,15535,2,23811,354476,378105,23629,NA
6368,15705,2,22084,342393,364987,22594,NA
6369,15822,2,23749,975246,998687,23441,NA
6370,15950,2,23813,553495,575367,21872,NA
6371,16106,2,23749,345818,367068,21250,NA
6372,16247,2,23749,797306,821173,23867,NA
6373,16385,2,23749,366904,386941,20037,NA
6374,16476,2,23813,868365,892400,24035,NA
6375,16593,2,23813,523645,546058,22413,NA
6376,16699,2,24584,790534,813822,23288,NA
6377,16848,2,24596,580160,602160,22000,NA
6378,16977,2,24596,129744,151264,21520,NA
6379,17106,2,24596,562705,584347,21642,NA
6380,17262,2,24596,614104,636095,21991,NA
6381,17421,2,24584,598121,620802,22681,NA
6382,17556,2,24584,167999,191448,23449,NA
6383,17700,2,24584,729999,753887,23888,NA
6384,17838,2,24584,369041,390538,21497,NA
6385,17984,2,24648,807122,829525,22403,NA
6386,18127,2,24653,328443,351872,23429,NA
6387,18266,2,24653,897832,919163,21331,NA
6388,18405,2,24653,444818,467388,22570,NA
6389,18547,2,24653,31829,55733,23904,NA
6390,18667,2,24653,620359,643801,23442,NA
6391,18832,2,24653,431218,453955,22737,NA
6392,18969,2,24653,50365,73134,22769,NA
6393,19112,2,24653,598742,621291,22549,NA
6394,19254,2,23811,842668,863921,21253,NA
6395,19395,2,23811,363220,385146,21926,NA
6396,19527,2,23811,933337,955801,22464,NA
6397,19669,2,23811,797502,819808,22306,NA
6398,19810,2,23811,979107,986874,7767,NA
6399,19945,2,23811,317696,339257,21561,NA
6400,20092,2,23811,900960,925282,24322,NA
6401,20232,2,23811,854424,875510,21086,NA
6402,20388,2,24579,293360,316242,22882,NA
6403,20481,2,24565,608740,630151,21411,NA
6404,20631,2,24565,693291,714583,21292,NA
6405,20771,2,24565,186584,203557,16973,NA
6406,20911,2,24565,20745,40571,19826,NA
