"FishSampleID","GearID","SampleCode","FishCode","Catch"
18627,3147,1,48,1
18628,3147,1,49,1
18629,11273,1,2,13
18630,11273,1,3,1
18631,11273,1,49,1
18632,19256,1,2,22
18633,19256,1,28,1
18634,19256,1,49,1
18635,3337,1,2,3
18636,3337,1,20,2
18637,3337,1,75,1
18638,11462,1,0,1
18639,11462,1,2,2
18640,11462,1,8,1
18641,19443,1,2,6
18642,19443,1,20,1
18643,3526,1,2,16
18644,3526,1,49,1
18645,11649,1,2,32
18646,11649,1,10,1
18647,11649,1,20,1
18648,11649,1,49,1
18649,19626,1,2,3
18650,19626,1,3,1
18651,45,1,14,2
18652,45,1,52,5
18653,8220,1,2,2
18654,8220,1,14,6
18655,8220,1,52,8
18656,16268,1,2,3
18657,16268,1,14,8
18658,16268,1,52,14
18659,273,1,2,14
18660,273,1,10,5
18661,273,1,48,2
18662,273,1,51,8
18663,273,1,52,33
18664,273,1,59,16
18665,8446,1,2,93
18666,8446,1,10,5
18667,8446,1,14,1
18668,8446,1,34,1
18669,8446,1,48,1
18670,8446,1,51,15
18671,8446,1,52,292
18672,8446,1,59,12
18673,16484,1,2,61
18674,16484,1,10,6
18675,16484,1,14,9
18676,16484,1,48,3
18677,16484,1,51,7
18678,16484,1,52,567
18679,16484,1,59,6
18680,437,1,2,91
18681,437,1,52,112
18682,437,1,59,6
18683,437,1,70,1
18684,8607,1,2,184
18685,8607,1,10,11
18686,8607,1,14,1
18687,8607,1,51,1
18688,8607,1,52,45
18689,8607,1,59,8
18690,16643,1,2,229
18691,16643,1,10,14
18692,16643,1,14,1
18693,16643,1,52,46
18694,16643,1,59,15
18695,599,1,2,337
18696,599,1,10,16
18697,599,1,51,1
18698,599,1,52,153
18699,599,1,59,7
18700,8765,1,2,547
18701,8765,1,10,22
18702,8765,1,49,1
18703,8765,1,52,259
18704,8765,1,59,13
18705,16798,1,2,462
18706,16798,1,10,19
18707,16798,1,14,2
18708,16798,1,51,1
18709,16798,1,52,789
18710,16798,1,59,6
18711,758,1,0,1
18712,758,1,2,298
18713,758,1,10,7
18714,758,1,48,2
18715,758,1,52,309
18716,758,1,74,1
18717,8922,1,0,1
18718,8922,1,2,127
18719,8922,1,10,1
18720,8922,1,48,2
18721,8922,1,52,109
18722,8922,1,59,2
18723,16950,1,2,181
18724,16950,1,10,1
18725,16950,1,48,1
18726,16950,1,51,1
18727,16950,1,52,153
18728,16950,1,59,5
18729,916,1,2,201
18730,916,1,34,1
18731,916,1,49,2
18732,916,1,52,294
18733,916,1,59,1
18734,9077,1,2,194
18735,9077,1,51,1
18736,9077,1,52,307
18737,9077,1,75,1
18738,17099,1,2,185
18739,17099,1,10,3
18740,17099,1,48,1
18741,17099,1,49,1
18742,17099,1,52,115
18743,17099,1,59,1
18744,1071,1,2,112
18745,1071,1,10,4
18746,1071,1,52,43
18747,9229,1,2,56
18748,9229,1,10,4
18749,9229,1,14,1
18750,9229,1,48,1
18751,9229,1,52,32
18752,17247,1,2,75
18753,17247,1,48,2
18754,17247,1,52,2
18755,1193,1,2,2917
18756,1193,1,49,12
18757,1193,1,52,15
18758,9348,1,2,4663
18759,9348,1,3,3
18760,9348,1,10,2
18761,9348,1,49,33
18762,9348,1,52,22
18763,9348,1,75,1
18764,17366,1,2,3974
18765,17366,1,49,8
18766,17366,1,52,7
18767,17366,1,75,9
18768,1200,1,2,900
18769,1200,1,3,9
18770,1200,1,49,32
18771,1200,1,52,4
18772,9352,1,2,955
18773,9352,1,3,19
18774,9352,1,10,3
18775,9352,1,49,89
18776,17370,1,2,494
18777,17370,1,3,12
18778,17370,1,49,31
18779,1204,1,2,98
18780,1204,1,3,4
18781,1204,1,49,35
18782,9356,1,2,78
18783,9356,1,3,8
18784,9356,1,49,67
18785,17374,1,2,74
18786,17374,1,3,4
18787,17374,1,49,67
18788,1996,1,0,1
18789,1996,1,2,29
18790,1996,1,10,1
18791,1996,1,20,1
18792,1996,1,49,3
18793,1996,1,52,2
18794,1996,1,74,1
18795,10137,1,0,1
18796,10137,1,2,229
18797,10137,1,52,19
18798,10137,1,59,1
18799,18141,1,2,139
18800,18141,1,10,2
18801,18141,1,48,1
18802,18141,1,49,1
18803,18141,1,52,5
18804,2568,1,2,137
18805,2568,1,10,8
18806,2568,1,52,2
18807,10701,1,2,229
18808,10701,1,10,6
18809,10701,1,52,1
18810,18697,1,2,220
18811,18697,1,10,7
18812,18697,1,52,6
18813,5901,1,2,7
18814,5901,1,49,1
18815,13997,1,2,7
18816,13997,1,49,1
18817,21931,1,2,6
18818,6485,1,2,2
18819,6485,1,49,1
18820,14564,1,2,3
18821,14564,1,49,4
18822,22483,1,2,5
18823,22483,1,49,5
18824,6681,1,2,1
18825,6681,1,49,2
18826,14756,1,2,2
18827,14756,1,49,1
18828,22671,1,2,1
18829,22671,1,49,2
18830,6875,1,49,2
18831,14948,1,0,1
18832,14948,1,2,1
18833,14948,1,49,4
18834,22861,1,3,1
18835,22861,1,49,5
18836,7069,1,3,3
18837,7069,1,9,7
18838,7069,1,49,4
18839,15138,1,9,17
18840,23049,1,9,17
18841,7262,1,3,1
18842,7262,1,9,2
18843,7262,1,49,1
18844,15328,1,3,1
18845,15328,1,49,5
18846,23236,1,8,1
18847,23236,1,9,4
18848,23236,1,49,1
18849,7455,1,2,1
18850,7455,1,49,17
18851,15519,1,2,2
18852,15519,1,49,9
18853,23422,1,2,1
18854,23422,1,49,28
18855,7649,1,2,1
18856,7649,1,49,5
18857,15710,1,2,2
18858,15710,1,44,1
18859,15710,1,49,5
18860,23612,1,2,2
18861,23612,1,49,4
18862,7843,1,49,7
18863,15900,1,1,2
18864,15900,1,49,5
18865,23795,1,49,11
18866,3903,1,0,2
18867,12021,1,0,1
18868,12021,1,2,1
18869,19988,1,0,5
18870,19988,1,2,2
18871,20174,1,0,1
18872,20174,1,2,1
18873,4284,1,2,2
18874,12399,1,0,1
18875,12399,1,2,2
18876,20361,1,2,3
18877,20361,1,8,2
18878,4475,1,0,5
18879,4475,1,2,1
18880,4475,1,8,1
18881,4475,1,49,1
18882,12587,1,0,3
18883,12587,1,2,5
18884,12587,1,49,1
18885,20546,1,0,1
18886,20546,1,2,4
18887,4667,1,49,1
18888,12777,1,49,1
18889,4857,1,2,2
18890,4857,1,49,1
18891,12961,1,2,1
18892,12961,1,8,1
18893,20914,1,2,3
18894,20914,1,49,1
18895,22107,1,2,2
18896,22107,1,49,4
18897,6290,1,0,1
18898,6290,1,8,1
18899,6290,1,49,1
18900,14375,1,2,1
18901,14375,1,49,3
18902,22296,1,2,1
18903,8035,1,2,1
18904,16086,1,3,1
18905,16086,1,49,3
18906,23978,1,0,1
18907,23978,1,3,1
18908,23978,1,49,4
18909,2189,1,2,27
18910,2189,1,10,1
18911,2189,1,49,1
18912,10328,1,2,19
18913,10328,1,20,1
18914,18329,1,2,7
18915,18329,1,52,2
18916,2382,1,0,9
18917,2382,1,2,17
18918,2382,1,10,1
18919,10518,1,0,2
18920,10518,1,2,13
18921,10518,1,49,1
18922,10518,1,52,2
18923,18517,1,0,2
18924,18517,1,2,22
18925,18517,1,3,1
18926,18517,1,49,1
18927,18517,1,52,4
18928,2761,1,0,18
18929,2761,1,2,16
18930,2761,1,49,1
18931,10892,1,0,6
18932,10892,1,2,25
18933,10892,1,52,1
18934,18885,1,2,9
18935,18885,1,10,1
18936,18885,1,49,4
18937,3711,1,2,46
18938,3711,1,10,2
18939,3711,1,49,1
18940,11833,1,2,19
18941,11833,1,10,2
18942,11833,1,49,1
18943,19806,1,0,2
18944,19806,1,2,11
18945,5496,1,0,2
18946,5496,1,2,5
18947,13598,1,0,1
18948,13598,1,2,9
18949,21539,1,0,4
18950,21539,1,2,19
18951,21539,1,44,5
18952,5705,1,0,1
18953,5705,1,2,19
18954,5705,1,10,1
18955,5705,1,49,1
18956,13804,1,0,4
18957,13804,1,2,13
18958,13804,1,49,1
18959,21741,1,0,7
18960,21741,1,2,13
18961,21741,1,10,1
18962,1628,1,2,31
18963,1628,1,10,11
18964,1628,1,44,1
18965,1628,1,49,2
18966,1628,1,52,10
18967,1628,1,59,2
18968,1628,1,62,1
18969,9775,1,2,21
18970,9775,1,10,24
18971,9775,1,19,2
18972,9775,1,52,6
18973,17784,1,2,14
18974,17784,1,10,29
18975,17784,1,48,1
18976,17784,1,52,5
18977,1809,1,2,56
18978,1809,1,10,6
18979,1809,1,52,11
18980,1809,1,59,2
18981,9954,1,2,63
18982,9954,1,10,5
18983,9954,1,34,1
18984,9954,1,52,15
18985,17961,1,2,65
18986,17961,1,10,4
18987,17961,1,52,20
18988,2569,1,0,10
18989,2569,1,2,38
18990,2569,1,44,2
18991,2569,1,49,2
18992,2569,1,52,7
18993,10702,1,0,3
18994,10702,1,2,24
18995,10702,1,10,1
18996,10702,1,20,1
18997,18698,1,0,9
18998,18698,1,2,33
18999,18698,1,10,2
19000,18698,1,49,2
19001,2955,1,2,49
19002,2955,1,10,4
19003,2955,1,52,1
19004,2955,1,59,3
19005,11083,1,2,84
19006,11083,1,10,13
19007,11083,1,14,1
19008,11083,1,52,4
19009,19068,1,2,76
19010,19068,1,10,8
19011,19068,1,52,7
19012,19068,1,59,2
19013,3148,1,2,23
19014,3148,1,10,2
19015,3148,1,20,4
19016,3148,1,22,1
19017,11274,1,0,12
19018,11274,1,2,35
19019,11274,1,10,2
19020,11274,1,20,6
19021,11274,1,75,1
19022,19257,1,0,7
19023,19257,1,2,16
19024,19257,1,20,2
19025,19257,1,49,1
19026,3338,1,0,12
19027,3338,1,2,6
19028,3338,1,20,1
19029,3338,1,49,2
19030,11463,1,0,18
19031,11463,1,2,2
19032,11463,1,20,1
19033,19444,1,0,11
19034,19444,1,2,7
19035,19444,1,10,2
19036,19444,1,20,4
19037,19444,1,48,1
19038,3527,1,2,1
19039,3527,1,20,1
19040,11650,1,0,1
19041,11650,1,2,1
19042,11650,1,3,1
19043,11650,1,10,1
19044,11650,1,20,1
19045,11650,1,49,2
19046,46,1,2,13
19047,46,1,14,95
19048,46,1,52,9
19049,46,1,59,39
19050,8221,1,2,5
19051,8221,1,14,54
19052,8221,1,52,2
19053,8221,1,59,83
19054,16269,1,2,4
19055,16269,1,14,66
19056,16269,1,52,2
19057,16269,1,59,129
19058,274,1,2,13
19059,274,1,10,14
19060,274,1,14,1
19061,274,1,48,1
19062,274,1,49,1
19063,274,1,52,41
19064,8447,1,2,96
19065,8447,1,10,47
19066,8447,1,14,3
19067,8447,1,33,1
19068,8447,1,49,3
19069,8447,1,52,84
19070,8447,1,59,3
19071,16485,1,2,48
19072,16485,1,10,15
19073,16485,1,49,1
19074,16485,1,51,2
19075,16485,1,52,56
19076,438,1,2,790
19077,438,1,10,66
19078,438,1,48,1
19079,438,1,52,65
19080,438,1,74,1
19081,8608,1,0,2
19082,8608,1,2,652
19083,8608,1,10,47
19084,8608,1,48,1
19085,8608,1,52,90
19086,8608,1,59,6
19087,16644,1,0,1
19088,16644,1,2,1273
19089,16644,1,10,107
19090,16644,1,52,156
19091,600,1,2,1248
19092,600,1,10,81
19093,600,1,14,15
19094,600,1,48,1
19095,600,1,51,1
19096,600,1,52,72
19097,600,1,59,1
19098,8766,1,2,2199
19099,8766,1,10,296
19100,8766,1,14,2
19101,8766,1,51,1
19102,8766,1,52,213
19103,8766,1,59,10
19104,16799,1,2,1799
19105,16799,1,10,318
19106,16799,1,13,4
19107,16799,1,14,6
19108,16799,1,34,1
19109,16799,1,52,367
19110,759,1,2,544
19111,759,1,10,135
19112,759,1,14,20
19113,759,1,48,4
19114,759,1,52,219
19115,759,1,59,1
19116,759,1,66,1
19117,8923,1,2,539
19118,8923,1,10,89
19119,8923,1,14,3
19120,8923,1,33,6
19121,8923,1,52,257
19122,16951,1,2,751
19123,16951,1,10,147
19124,16951,1,14,7
19125,16951,1,52,368
19126,16951,1,59,7
19127,917,1,2,409
19128,917,1,10,82
19129,917,1,14,12
19130,917,1,33,1
19131,917,1,48,1
19132,917,1,49,1
19133,917,1,52,262
19134,917,1,59,1
19135,9078,1,2,689
19136,9078,1,10,189
19137,9078,1,14,17
19138,9078,1,34,2
19139,9078,1,48,1
19140,9078,1,49,1
19141,9078,1,52,423
19142,17100,1,2,798
19143,17100,1,10,85
19144,17100,1,14,7
19145,17100,1,48,2
19146,17100,1,49,1
19147,17100,1,52,231
19148,17100,1,59,25
19149,1072,1,2,1484
19150,1072,1,10,285
19151,1072,1,14,10
19152,1072,1,19,1
19153,1072,1,49,1
19154,1072,1,52,153
19155,9230,1,2,732
19156,9230,1,10,321
19157,9230,1,14,43
19158,9230,1,33,1
19159,9230,1,49,1
19160,9230,1,52,115
19161,17248,1,2,925
19162,17248,1,10,676
19163,17248,1,14,2
19164,17248,1,33,1
19165,17248,1,49,1
19166,17248,1,51,1
19167,17248,1,52,278
19168,17248,1,59,18
19169,1194,1,2,3383
19170,1194,1,3,253
19171,1194,1,10,59
19172,1194,1,49,3
19173,1194,1,52,221
19174,9349,1,2,3453
19175,9349,1,3,259
19176,9349,1,10,23
19177,9349,1,36,1
19178,9349,1,49,12
19179,9349,1,52,432
19180,9349,1,53,1
19181,9349,1,59,3
19182,17367,1,2,2812
19183,17367,1,3,275
19184,17367,1,10,29
19185,17367,1,49,10
19186,17367,1,52,458
19187,17367,1,59,4
19188,17367,1,75,3
19189,1201,1,1,1
19190,1201,1,2,673
19191,1201,1,3,439
19192,1201,1,10,14
19193,1201,1,36,1
19194,1201,1,49,39
19195,1201,1,52,92
19196,9353,1,2,563
19197,9353,1,3,515
19198,9353,1,10,20
19199,9353,1,49,32
19200,9353,1,52,58
19201,17371,1,2,503
19202,17371,1,3,788
19203,17371,1,10,7
19204,17371,1,49,39
19205,17371,1,52,126
19206,1205,1,2,145
19207,1205,1,3,289
19208,1205,1,10,3
19209,1205,1,49,208
19210,1205,1,52,8
19211,9357,1,2,140
19212,9357,1,3,194
19213,9357,1,10,2
19214,9357,1,36,1
19215,9357,1,49,175
19216,9357,1,52,8
19217,17375,1,2,103
19218,17375,1,3,263
19219,17375,1,10,3
19220,17375,1,49,84
19221,17375,1,52,8
19222,1257,1,2,111
19223,1257,1,3,5
19224,1257,1,10,118
19225,1257,1,14,19
19226,1257,1,49,2
19227,1257,1,52,40
19228,1257,1,59,6
19229,9408,1,2,53
19230,9408,1,3,2
19231,9408,1,10,87
19232,9408,1,14,3
19233,9408,1,52,21
19234,9408,1,59,2
19235,17424,1,2,120
19236,17424,1,10,242
19237,17424,1,14,6
19238,17424,1,20,1
19239,17424,1,51,1
19240,17424,1,52,46
19241,17424,1,59,5
19242,1439,1,2,45
19243,1439,1,10,30
19244,1439,1,34,2
19245,1439,1,49,1
19246,1439,1,52,11
19247,9588,1,2,50
19248,9588,1,10,51
19249,9588,1,14,2
19250,9588,1,20,1
19251,9588,1,34,1
19252,9588,1,52,22
19253,9588,1,59,2
19254,17602,1,2,39
19255,17602,1,10,42
19256,17602,1,14,8
19257,17602,1,52,16
19258,17602,1,59,4
19259,1997,1,2,20
19260,1997,1,10,6
19261,1997,1,52,7
19262,1997,1,59,1
19263,10138,1,2,24
19264,10138,1,10,7
19265,10138,1,20,1
19266,10138,1,52,32
19267,10138,1,59,1
19268,18142,1,2,37
19269,18142,1,10,10
19270,18142,1,14,5
19271,18142,1,20,2
19272,18142,1,48,1
19273,18142,1,52,21
19274,5902,1,2,4
19275,5902,1,10,2
19276,5902,1,28,1
19277,13998,1,0,2
19278,13998,1,2,5
19279,13998,1,10,4
19280,21932,1,0,2
19281,21932,1,2,1
19282,21932,1,10,2
19283,6486,1,0,1
19284,6486,1,2,12
19285,6486,1,10,2
19286,14565,1,2,1
19287,22484,1,49,1
19288,6682,1,0,1
19289,6682,1,2,1
19290,14757,1,0,1
19291,14757,1,2,1
19292,14757,1,10,1
19293,22672,1,0,3
19294,22672,1,2,1
19295,7070,1,3,1
19296,7070,1,8,1
19297,15139,1,2,1
19298,15139,1,8,1
19299,23050,1,2,2
19300,23050,1,8,1
19301,15329,1,2,1
19302,15329,1,49,1
19303,7456,1,3,2
19304,7456,1,10,1
19305,7456,1,49,6
19306,15520,1,3,1
19307,15520,1,49,1
19308,23423,1,49,3
19309,7650,1,0,2
19310,15711,1,2,3
19311,15711,1,3,1
19312,23613,1,0,1
19313,23613,1,3,1
19314,23613,1,49,1
19315,7844,1,0,1
19316,7844,1,3,2
19317,7844,1,49,2
19318,23796,1,0,2
19319,20175,1,2,2
19320,20175,1,3,1
19321,4285,1,0,1
19322,4285,1,2,12
19323,4285,1,10,8
19324,12400,1,0,5
19325,12400,1,2,24
19326,12400,1,10,5
19327,20362,1,0,3
19328,20362,1,2,8
19329,20362,1,10,4
19330,4476,1,0,2
19331,4476,1,2,14
19332,4476,1,10,6
19333,12588,1,2,3
19334,12588,1,52,1
19335,20547,1,0,2
19336,20547,1,2,11
19337,20547,1,10,4
19338,4858,1,2,1
19339,4858,1,8,1
19340,12962,1,2,1
19341,12962,1,66,1
19342,20915,1,2,1
19343,20915,1,8,1
19344,20915,1,10,1
19345,6096,1,2,1
19346,22108,1,2,2
19347,6291,1,2,1
19348,6291,1,3,1
19349,14376,1,0,1
19350,14376,1,49,1
19351,6876,1,0,2
19352,6876,1,2,1
19353,6876,1,49,1
19354,14949,1,0,1
19355,14949,1,3,1
19356,22862,1,2,1
19357,22862,1,49,1
19358,8036,1,3,1
19359,8036,1,49,1
19360,23979,1,3,1
19361,23979,1,49,1
19362,2190,1,0,4
19363,2190,1,2,25
19364,2190,1,10,48
19365,2190,1,20,1
19366,2190,1,52,1
19367,2190,1,74,1
19368,10329,1,0,1
19369,10329,1,2,18
19370,10329,1,10,19
19371,10329,1,52,3
19372,18330,1,0,26
19373,18330,1,2,34
19374,18330,1,10,18
19375,18330,1,20,1
19376,18330,1,52,2
19377,2383,1,0,1
19378,2383,1,2,4
19379,2383,1,10,7
19380,2383,1,20,1
19381,10519,1,0,1
19382,10519,1,2,9
19383,10519,1,10,17
19384,10519,1,52,1
19385,18518,1,0,1
19386,18518,1,2,9
19387,18518,1,10,19
19388,2762,1,0,8
19389,2762,1,2,14
19390,2762,1,10,13
19391,2762,1,52,1
19392,2762,1,59,1
19393,10893,1,0,3
19394,10893,1,2,12
19395,10893,1,10,18
19396,18886,1,0,9
19397,18886,1,2,34
19398,18886,1,10,25
19399,18886,1,52,1
19400,3712,1,0,1
19401,3712,1,2,39
19402,3712,1,10,35
19403,11834,1,0,5
19404,11834,1,2,33
19405,11834,1,10,22
19406,19807,1,0,4
19407,19807,1,2,24
19408,19807,1,10,27
19409,3904,1,0,2
19410,3904,1,2,21
19411,3904,1,8,2
19412,3904,1,10,7
19413,12022,1,2,14
19414,12022,1,10,6
19415,19989,1,2,13
19416,19989,1,10,6
19417,5497,1,0,18
19418,5497,1,2,12
19419,5497,1,10,21
19420,5497,1,52,3
19421,13599,1,0,11
19422,13599,1,2,30
19423,13599,1,10,17
19424,13599,1,15,1
19425,21540,1,0,8
19426,21540,1,2,9
19427,21540,1,10,23
19428,21540,1,52,1
19429,21540,1,75,1
19430,5706,1,0,16
19431,5706,1,2,18
19432,5706,1,10,18
19433,13805,1,0,11
19434,13805,1,2,18
19435,13805,1,10,13
19436,13805,1,49,2
19437,21742,1,0,7
19438,21742,1,2,10
19439,21742,1,10,21
19440,1629,1,2,21
19441,1629,1,10,66
19442,1629,1,14,1
19443,1629,1,52,1
19444,1629,1,59,32
19445,1629,1,75,1
19446,9776,1,2,28
19447,9776,1,10,50
19448,9776,1,14,2
19449,9776,1,52,10
19450,9776,1,59,40
19451,17785,1,2,6
19452,17785,1,10,20
19453,17785,1,52,3
19454,1810,1,2,32
19455,1810,1,10,129
19456,1810,1,52,11
19457,1810,1,59,6
19458,9955,1,2,22
19459,9955,1,10,61
19460,9955,1,52,4
19461,9955,1,59,3
19462,17962,1,2,16
19463,17962,1,10,56
19464,17962,1,48,1
19465,17962,1,52,4
19466,2570,1,2,12
19467,2570,1,10,13
19468,2570,1,20,1
19469,2570,1,52,1
19470,2570,1,59,2
19471,10703,1,0,3
19472,10703,1,2,38
19473,10703,1,10,64
19474,10703,1,20,1
19475,10703,1,52,4
19476,10703,1,75,1
19477,18699,1,0,3
19478,18699,1,2,33
19479,18699,1,10,36
19480,18699,1,52,1
19481,18699,1,59,1
19482,2956,1,2,43
19483,2956,1,3,1
19484,2956,1,10,25
19485,2956,1,20,1
19486,2956,1,52,4
19487,11084,1,0,2
19488,11084,1,2,42
19489,11084,1,10,26
19490,11084,1,52,5
19491,11084,1,59,1
19492,19069,1,0,1
19493,19069,1,2,49
19494,19069,1,10,32
19495,19069,1,20,1
19496,19069,1,52,11
19497,19069,1,59,2
19498,3149,1,0,12
19499,3149,1,2,8
19500,3149,1,10,14
19501,3149,1,20,3
19502,3149,1,75,1
19503,11275,1,0,8
19504,11275,1,2,7
19505,11275,1,8,1
19506,11275,1,10,21
19507,11275,1,20,3
19508,19258,1,0,5
19509,19258,1,2,3
19510,19258,1,20,11
19511,19258,1,75,9
19512,3339,1,0,2
19513,3339,1,2,3
19514,3339,1,8,1
19515,3339,1,10,11
19516,3339,1,20,1
19517,3339,1,48,1
19518,3339,1,52,1
19519,11464,1,0,6
19520,11464,1,2,4
19521,11464,1,8,1
19522,11464,1,10,15
19523,19445,1,0,12
19524,19445,1,2,6
19525,19445,1,10,24
19526,19445,1,20,1
19527,19445,1,52,1
19528,3528,1,0,1
19529,3528,1,2,6
19530,3528,1,10,53
19531,11651,1,0,1
19532,11651,1,10,28
19533,11651,1,49,1
19534,19627,1,0,2
19535,19627,1,2,3
19536,19627,1,10,37
19537,47,1,2,1
19538,47,1,10,4
19539,47,1,14,3
19540,47,1,52,3
19541,47,1,59,7
19542,8222,1,10,3
19543,8222,1,14,2
19544,8222,1,52,10
19545,16270,1,10,2
19546,16270,1,14,2
19547,16270,1,52,6
19548,275,1,2,11
19549,275,1,10,1
19550,275,1,14,3
19551,275,1,52,41
19552,275,1,59,10
19553,8448,1,2,6
19554,8448,1,10,2
19555,8448,1,14,1
19556,8448,1,52,22
19557,8448,1,59,7
19558,16486,1,2,7
19559,16486,1,10,1
19560,16486,1,33,7
19561,16486,1,52,6
19562,16486,1,59,2
19563,439,1,2,392
19564,439,1,10,1
19565,439,1,48,1
19566,439,1,49,1
19567,439,1,51,1
19568,439,1,52,7
19569,439,1,59,122
19570,8609,1,0,2
19571,8609,1,2,186
19572,8609,1,10,24
19573,8609,1,59,43
19574,16645,1,0,1
19575,16645,1,2,471
19576,16645,1,10,175
19577,16645,1,14,1
19578,16645,1,52,2
19579,16645,1,59,29
19580,601,1,2,124
19581,601,1,10,128
19582,601,1,14,1
19583,601,1,33,3
19584,601,1,52,109
19585,601,1,59,4
19586,8767,1,2,76
19587,8767,1,10,54
19588,8767,1,14,2
19589,8767,1,52,110
19590,8767,1,59,6
19591,16800,1,2,167
19592,16800,1,10,62
19593,16800,1,14,9
19594,16800,1,33,1
19595,16800,1,52,129
19596,16800,1,59,13
19597,16800,1,75,1
19598,760,1,2,78
19599,760,1,10,155
19600,760,1,14,6
19601,760,1,52,123
19602,760,1,59,4
19603,8924,1,2,80
19604,8924,1,10,72
19605,8924,1,14,3
19606,8924,1,52,137
19607,8924,1,59,4
19608,16952,1,2,160
19609,16952,1,10,61
19610,16952,1,14,2
19611,16952,1,52,67
19612,16952,1,59,12
19613,918,1,2,486
19614,918,1,10,183
19615,918,1,13,4
19616,918,1,14,6
19617,918,1,52,157
19618,918,1,59,18
19619,9079,1,2,227
19620,9079,1,10,97
19621,9079,1,14,1
19622,9079,1,52,57
19623,9079,1,59,55
19624,17101,1,2,261
19625,17101,1,10,64
19626,17101,1,52,113
19627,17101,1,59,10
19628,1073,1,2,1021
19629,1073,1,10,955
19630,1073,1,14,6
19631,1073,1,20,1
19632,1073,1,52,13
19633,1073,1,59,1
19634,1073,1,75,1
19635,9231,1,2,1511
19636,9231,1,10,969
19637,9231,1,14,1
19638,9231,1,52,10
19639,17249,1,2,1138
19640,17249,1,10,762
19641,17249,1,14,6
19642,17249,1,49,1
19643,17249,1,52,18
19644,17249,1,59,88
19645,1258,1,2,31
19646,1258,1,10,15
19647,1258,1,14,1
19648,1258,1,20,1
19649,1258,1,52,8
19650,1258,1,59,1
19651,9409,1,2,18
19652,9409,1,10,27
19653,9409,1,20,1
19654,9409,1,52,2
19655,17425,1,2,12
19656,17425,1,10,22
19657,17425,1,14,1
19658,17425,1,52,4
19659,1440,1,2,10
19660,1440,1,10,17
19661,1440,1,14,1
19662,1440,1,52,24
19663,1440,1,59,1
19664,9589,1,2,6
19665,9589,1,10,18
19666,9589,1,52,29
19667,9589,1,59,2
19668,17603,1,2,4
19669,17603,1,10,23
19670,17603,1,52,24
19671,17603,1,75,1
19672,1998,1,0,2
19673,1998,1,2,3
19674,1998,1,10,1
19675,1998,1,52,3
19676,10139,1,2,4
19677,10139,1,10,13
19678,10139,1,52,5
19679,10139,1,59,2
19680,18143,1,0,3
19681,18143,1,2,8
19682,18143,1,10,18
19683,18143,1,52,18
19684,18143,1,59,1
19685,5903,1,0,2
19686,5903,1,2,4
19687,5903,1,10,11
19688,13999,1,0,10
19689,13999,1,2,4
19690,13999,1,10,4
19691,13999,1,49,1
19692,21933,1,0,14
19693,21933,1,2,3
19694,21933,1,10,6
19695,21933,1,49,1
19696,6487,1,3,1
19697,6487,1,49,1
19698,14566,1,0,1
19699,14566,1,2,2
19700,14566,1,3,2
19701,14566,1,49,2
19702,22485,1,2,5
19703,22485,1,49,1
19704,6683,1,0,1
19705,6683,1,2,6
19706,6683,1,10,5
19707,6683,1,49,7
19708,14758,1,0,9
19709,14758,1,3,4
19710,14758,1,26,1
19711,14758,1,49,6
19712,22673,1,0,6
19713,22673,1,3,7
19714,22673,1,49,6
19715,6877,1,3,5
19716,6877,1,49,7
19717,14950,1,0,1
19718,14950,1,3,6
19719,14950,1,44,1
19720,14950,1,49,14
19721,22863,1,3,5
19722,22863,1,6,1
19723,22863,1,49,11
19724,22863,1,75,1
19725,7071,1,3,1
19726,7071,1,49,1
19727,15140,1,3,1
19728,15140,1,49,3
19729,23051,1,8,2
19730,23051,1,49,1
19731,7264,1,6,4
19732,15330,1,2,2
19733,23238,1,6,3
19734,7457,1,2,2
19735,7457,1,49,9
19736,15521,1,49,3
19737,23424,1,3,1
19738,23424,1,49,7
19739,7651,1,0,3
19740,7651,1,3,1
19741,7651,1,44,1
19742,7651,1,49,6
19743,15712,1,0,4
19744,15712,1,10,3
19745,23614,1,0,8
19746,23614,1,3,2
19747,23614,1,6,1
19748,23614,1,10,1
19749,23614,1,49,3
19750,7845,1,0,2
19751,7845,1,2,2
19752,7845,1,3,2
19753,7845,1,49,15
19754,15902,1,0,4
19755,15902,1,2,1
19756,15902,1,6,1
19757,15902,1,49,7
19758,23797,1,0,6
19759,23797,1,2,1
19760,23797,1,49,8
19761,2763,1,0,5
19762,2763,1,2,9
19763,2763,1,10,13
19764,10894,1,0,28
19765,10894,1,2,12
19766,10894,1,3,2
19767,10894,1,10,13
19768,10894,1,49,2
19769,18887,1,0,12
19770,18887,1,2,29
19771,18887,1,10,17
19772,18887,1,52,1
19773,3713,1,0,2
19774,3713,1,2,24
19775,3713,1,3,1
19776,3713,1,10,6
19777,11835,1,0,2
19778,11835,1,2,6
19779,11835,1,10,6
19780,19808,1,0,7
19781,19808,1,2,6
19782,19808,1,10,11
19783,3905,1,2,39
19784,3905,1,3,1
19785,3905,1,10,187
19786,3905,1,15,1
19787,12023,1,0,12
19788,12023,1,2,32
19789,12023,1,3,1
19790,12023,1,10,104
19791,19990,1,0,11
19792,19990,1,2,48
19793,19990,1,10,135
19794,4094,1,0,1
19795,4094,1,10,3
19796,12211,1,0,1
19797,12211,1,2,2
