"CatchRowID","TowRowID","OrganismCode","Catch"
14570,2170,14,4
14571,12757,98,1
14572,19087,3,20
14573,16970,156,1
14574,529,0,1
14575,11614,0,15
14576,7205,0,11
14577,14106,3,5
14578,850,0,7
14579,5127,156,27
14580,12284,9,16
14581,3600,0,1
14582,7932,2,20
14583,6747,8,30
14584,4359,7,2
14585,16905,97,5
14586,5529,3,2
14587,14072,10,5
14588,4352,3,10
14589,3454,14,5
14590,16576,8,6
14591,18608,0,31
14592,4126,0,36
14593,17393,34,1
14594,4966,53,1
14595,2343,0,40
14596,17117,6,12
14597,13770,20,1
14598,15817,6,31
14599,16191,52,1
14600,17088,53,1
14601,19312,0,88
14602,17855,66,2
14603,18522,0,62
14604,5947,0,4
14605,17167,5,3
14606,4496,0,4
14607,12347,0,2
14608,12593,3,3
14609,2174,0,106
14610,12333,0,13
14611,13458,14,2
14612,9941,3,6
14613,4393,7,1
14614,640,0,3
14615,3177,11,1
14616,10211,50,1
14617,14770,110,100
14618,2146,3,4
14619,8649,0,77
14620,11811,3,13
14621,5534,2,5
14622,8209,6,7
14623,5685,14,29
14624,8230,28,1
14625,16929,0,1
14626,5378,99,1
14627,12384,3,80
14628,15594,8,25
14629,4276,5,1
14630,17787,6,7
14631,12777,157,20
14632,11381,3,3
14633,1268,66,1
14634,15326,8,68
14635,5513,99,1
14636,11642,3,2
14637,5667,3,4
14638,19784,5,24
14639,13711,14,1
14640,7618,46,1
14641,15376,0,27
14642,2861,0,20
14643,10939,2,3
14644,15678,3,1
14645,14586,3,4
14646,12391,0,2
14647,14341,157,1
14648,17126,6,4
14649,16392,0,1
14650,6522,98,13
14651,7502,0,1
14652,8017,2,37
14653,17467,2,1
14654,15461,0,87
14655,10896,0,2
14656,165,5,1
14657,16934,6,3
14658,2424,0,21
14659,15853,6,7
14660,17356,2,6
14661,13860,0,8
14662,9652,3,12
14663,9677,0,75
14664,3608,53,1
14665,9718,8,1
14666,3709,10,62
14667,17955,0,12
14668,19434,3,9
14669,3167,14,5
14670,14977,5,1
14671,14061,20,3
14672,11082,10,2
14673,19971,6,2
14674,5770,10,1
14675,1113,50,1
14676,10963,5,2
14677,9770,0,5
14678,10999,14,29
14679,6187,0,2
14680,6095,3,16
14681,4779,0,18
14682,1558,53,22
14683,4253,1,7
14684,4145,2,13
14685,1713,2,2
14686,12212,52,2
14687,7358,5,3
14688,16566,110,20
14689,19359,0,5
14690,17962,14,2
14691,5085,0,2
14692,15261,5,1
14693,1445,156,3
14694,12298,3,8
14695,10900,3,1
14696,18886,3,7
14697,189,5,1
14698,5853,3,2
14699,15538,2,26
14700,561,0,7
14701,4814,10,1
14702,19482,109,1
14703,10149,0,8
14704,10292,2,1
14705,2332,14,3
14706,4389,0,70
14707,2379,1,15
14708,4965,110,30
14709,18368,53,1
14710,16080,14,19
14711,18983,2,1
14712,8321,98,3
14713,8321,66,5
14714,3239,0,4
14715,9897,0,6
14716,7360,0,2
14717,1163,98,15
14718,16520,0,2
14719,2491,20,1
14720,6055,3,1
14721,10528,5,5
14722,14777,110,16
14723,2519,9,2
14724,3965,110,80
14725,14335,99,1
14726,16758,3,14
14727,11733,0,1
14728,7174,6,3
14729,5961,0,15
14730,14494,0,16
14731,17201,2,5
14732,9426,0,25
14733,18740,4,5
14734,9484,0,2
14735,11485,6,2
14736,16068,5,1
14737,8618,0,2
14738,8925,0,3
14739,17848,6,1
14740,15390,0,15
14741,8132,98,9
14742,17957,5,13
14743,186,3,1
14744,6593,0,1
14745,8920,0,5
14746,19563,8,4
14747,15461,3,3
14748,11510,0,106
14749,3964,110,30
14750,3071,0,6
14751,5868,28,1
14752,18375,2,4
14753,15065,0,95
14754,17261,20,1
14755,10307,3,1
14756,4193,0,71
14757,19659,50,1
14758,26,0,3
14759,7166,3,6
14760,14081,0,3
14761,4190,7,3
14762,5286,0,1
14763,3248,0,4
14764,9775,0,4
14765,806,3,3
14766,15150,109,38
14767,4334,0,95
14768,6668,2,1
14769,9222,8,16
14770,13869,0,3
14771,11741,0,2
14772,18993,3,1
14773,7775,0,2
14774,12272,5,1
14775,2900,10,1
14776,5980,7,1
14777,709,0,6
14778,300,6,1
14779,4344,0,281
14780,4033,50,1
14781,11152,14,1
14782,14608,0,10
14783,10666,5,1
14784,1256,0,1
14785,19585,98,3
14786,10059,6,2
14787,1972,3,4
14788,2126,3,3
14789,14055,10,1
14790,18574,14,8
14791,11573,0,28
14792,9864,0,2
14793,3503,53,2
14794,17026,2,7
14795,14668,26,1
14796,9945,0,2
14797,8610,0,74
14798,10298,20,1
14799,8539,8,1
14800,8282,98,7
14801,8312,19,1
14802,19141,0,4
14803,16372,20,1
14804,14233,3,4
14805,4078,0,28
14806,15164,3,1
14807,11651,2,1
14808,15727,5,1
14809,5234,28,1
14810,16366,14,1
14811,4109,3,16
14812,2253,0,46
14813,13875,0,5
14814,12331,1,15
14815,9537,53,3
14816,19211,4,10
14817,8779,0,16
14818,10417,0,20
14819,13309,6,1
14820,4914,0,1
14821,1106,0,2
14822,3536,0,8
14823,19624,24,4
14824,17695,5,1
14825,5682,14,1
14826,9632,3,1
14827,15135,0,210
14828,4927,3,2
14829,1322,98,2
14830,18260,28,2
14831,13800,3,10
14832,12292,0,1
14833,4967,2,1
14834,7541,157,2
14835,3441,5,22
14836,13237,5,1
14837,9630,0,4
14838,8222,3,1
14839,4720,0,48
14840,16626,19,1
14841,9344,3,10
14842,15807,2,1
14843,10850,0,1
14844,10196,5,3
14845,1090,3,26
14846,4132,3,1
14847,5527,10,6
14848,5688,14,1
14849,5839,0,2
14850,16275,14,12
14851,4374,0,12
14852,12100,0,3
14853,8254,98,1
14854,3478,14,35
14855,16287,0,1
14856,18752,2,1
14857,856,0,1
14858,11649,20,2
14859,16051,5,3
14860,899,0,4
14861,7863,0,1
14862,13541,0,37
14863,3043,5,1
14864,14349,0,1
14865,1203,97,1
14866,9005,3,1
14867,4242,0,201
14868,18526,0,175
14869,14399,4,2
14870,6036,5,1
14871,19864,98,21
14872,14716,8,17
14873,10874,0,7
14874,11643,3,1
14875,13725,0,6
14876,7310,3,1
14877,12889,52,66
14878,9765,0,47
14879,14989,8,4
14880,1107,0,37
14881,3000,0,2
14882,683,6,1
14883,18434,3,3
14884,19546,98,1
14885,18716,15,1
14886,15538,0,13
14887,1313,6,1
14888,18726,0,13
14889,17232,2,1
14890,15418,0,3
14891,5473,110,1
14892,11493,0,19
14893,7313,0,1
14894,13754,0,1
14895,14798,0,219
14896,11364,3,10
14897,12493,5,1
14898,7712,98,3
14899,19660,110,20
14900,2959,10,3
14901,999,98,4
14902,6095,52,2
14903,6387,8,6
14904,4272,0,17
14905,7346,8,7
14906,18154,110,18
14907,6213,3,9
14908,1052,0,1
14909,16518,7,1
14910,6521,110,2
14911,13270,0,4
14912,11705,6,5
14913,1287,53,4
14914,15173,0,118
14915,6472,5,1
14916,2593,53,1
14917,7108,5,1
14918,18392,6,3
14919,16395,6,24
14920,15641,5,1
14921,18433,0,90
14922,8338,157,40
14923,13554,0,28
14924,12233,157,1
14925,6962,53,1
14926,9245,0,5
14927,2281,3,1
14928,11794,0,6
14929,7862,157,1
14930,10359,0,7
14931,11337,0,890
14932,12974,0,4
14933,11858,5,2
14934,1229,156,2
14935,1481,9,1
14936,4295,0,13
14937,1249,0,2
14938,17385,0,6
14939,2495,14,5
14940,14861,0,7
14941,11606,3,2
14942,13343,9,6
14943,14052,0,2
14944,5629,28,1
14945,3130,0,4
14946,766,0,3
14947,3957,2,1
14948,8191,110,32
14949,16304,0,7
14950,7427,3,6
14951,19663,3,2
14952,9917,14,1
14953,6495,0,1
14954,2206,3,628
14955,9892,3,28
14956,386,98,3
14957,15791,14,2
14958,9591,0,32
14959,12143,50,1
14960,3611,0,1
14961,2064,0,31
14962,12865,0,1
14963,754,19,1
14964,19529,157,12
14965,6347,2,1
14966,19825,0,2
14967,17145,6,2
14968,2168,2,1
14969,11751,0,1
14970,7234,2,8
14971,2856,0,7
14972,6412,62,1
14973,11459,0,643
14974,6013,20,3
14975,7367,5,5
14976,9029,0,17
14977,15266,0,73
14978,14429,3,1
14979,16901,3,9
14980,17188,0,2
14981,916,98,40
14982,8201,0,2
14983,13734,53,2
14984,19396,0,2
14985,15614,0,218
14986,15454,3,5
14987,3346,3,42
14988,6254,8,1
14989,16809,8,4
14990,12974,2,2
14991,9130,5,2
14992,4223,0,31
14993,9839,3,7
14994,1100,3,2
14995,5694,14,51
14996,5283,110,1
14997,15502,3,5
14998,7656,110,35
14999,6921,98,1
15000,3339,4,1
15001,16278,0,1
15002,10928,0,1
15003,720,0,9
15004,1040,53,1
15005,8881,0,5
15006,10761,10,1
15007,7502,157,2
15008,7098,3,39
15009,13863,5,1
15010,17052,5,2
15011,19228,3,19
15012,2253,2,20
15013,2480,7,1
15014,10914,14,9
15015,5928,28,2
15016,19548,2,5
15017,1445,110,21
15018,10306,20,1
15019,12330,0,9
15020,17670,2,5
15021,903,0,9
15022,16198,14,4
15023,3883,0,93
15024,5462,2,8
15025,16329,3,1
15026,6769,0,1
15027,10718,6,315
15028,4024,0,11
15029,2403,19,1
15030,9045,0,37
15031,7241,0,237
15032,8326,157,1
15033,12874,5,9
15034,2394,4,4
15035,1925,6,1
15036,18137,2,1
15037,17792,0,1
15038,18747,0,11
15039,3636,3,1
15040,4164,7,1
15041,16596,4,4
15042,4375,5,1
15043,9102,7,4
15044,18962,0,15
15045,769,0,1
15046,15057,14,2
15047,5896,0,60
15048,13989,0,399
15049,9597,20,1
15050,14349,2,1
15051,15472,0,1
15052,16505,14,5
15053,4827,14,4
15054,9061,3,1
15055,16040,0,7
15056,1155,2,2
15057,17923,3,3
15058,6952,0,196
15059,11273,66,1
15060,11597,3,1
15061,14905,0,9
15062,4972,156,1
15063,949,3,2
15064,9630,3,1
15065,2608,6,10
15066,1086,3,3
15067,14897,8,2
15068,14772,110,40
15069,19474,109,45
15070,5126,98,1
15071,13351,66,2
15072,5464,3,5
15073,19324,14,17
15074,16261,0,7
15075,3866,109,20
15076,17194,10,14
15077,14969,10,1
15078,18017,3,2
15079,2346,3,7
15080,9921,3,2
15081,13340,110,3
15082,11089,0,5
15083,14711,0,25
15084,12062,8,1
15085,16972,0,1
15086,717,3,3
15087,11250,110,1
15088,16847,19,1
15089,2183,0,16
15090,3491,0,5
15091,12485,0,50
15092,10409,3,5
15093,14831,8,7
15094,17772,3,4
15095,5874,0,41
15096,2100,8,8
15097,636,2,2
15098,815,3,1
15099,7412,14,28
15100,9091,20,1
15101,16296,14,1
15102,5632,2,2
15103,17761,10,2
15104,14175,6,1
15105,19710,157,151
15106,127,5,14
15107,8152,14,3
15108,13367,2,1
15109,1584,6,1
15110,2720,28,1
15111,15926,2,6
15112,16140,8,52
15113,10929,10,1
15114,12467,157,11
15115,1555,5,1
15116,9852,52,1
15117,15292,2,1
15118,8215,0,1
15119,6184,5,5
15120,5180,109,1
15121,3250,0,5
15122,12771,2,1
15123,9114,0,2
15124,19772,33,1
15125,13237,10,2
15126,11674,3,2
15127,11711,3,2
15128,15414,0,2
15129,8263,38,2
15130,7549,0,3
15131,7032,3,22
15132,14105,110,1
15133,14244,0,2
15134,19453,2,17
15135,1900,53,2
15136,4293,0,15
15137,16420,14,4
15138,17470,33,2
15139,10465,53,1
15140,10758,0,24
15141,949,5,3
15142,7281,3,1
15143,17876,6,7
15144,4578,0,9
15145,6782,99,3
15146,10144,9,1
15147,7597,99,1
15148,10296,5,9
15149,17380,53,12
15150,746,19,2
15151,759,19,3
15152,13984,5,1
15153,5772,14,1
15154,2855,10,1
15155,8175,3,1
15156,17944,0,3
15157,15837,0,8
15158,10111,14,1
15159,14052,14,19
15160,8189,53,1
15161,14553,8,9
15162,9779,10,1
15163,2490,3,70
15164,4906,98,1
15165,2284,8,13
15166,11674,6,12
15167,1727,0,1
15168,14287,0,6
15169,10529,4,10
15170,9239,0,5
15171,15494,0,32
15172,4213,0,103
15173,2059,2,1
15174,10860,0,19
15175,4827,3,1
15176,13678,15,1
15177,1349,110,26
15178,6357,6,1
15179,2894,0,4
15180,11435,3,10
15181,15690,0,104
15182,14305,98,2
15183,2238,14,2
15184,17954,6,14
15185,11021,14,93
15186,14911,0,4
15187,12496,65,1
15188,6363,53,1
15189,6812,8,1
15190,15231,110,3
15191,13651,0,2
15192,16509,32,1
15193,9105,7,3
15194,4716,0,395
15195,19575,110,7
15196,13686,3,4
15197,3633,14,9
15198,6681,0,6
15199,15773,0,41
15200,4138,0,671
15201,5436,0,1
15202,12469,110,6
15203,2919,14,2
15204,6128,5,3
15205,15218,0,26
15206,3271,0,4
15207,9916,3,1
15208,11841,156,16
15209,5515,110,15
15210,7177,8,1
15211,14710,0,65
15212,2086,3,3
15213,9840,0,23
15214,12669,0,55
15215,2094,3,4
15216,16108,10,1
15217,15098,0,1
15218,2511,33,8
15219,12881,0,1
15220,3974,3,17
15221,3883,110,1
15222,14341,14,1
15223,14657,0,2
15224,17924,3,1
15225,13532,3,1
15226,7022,2,1
15227,12488,3,1
15228,17758,8,5
15229,2908,0,6
15230,5520,2,8
15231,12850,3,1
15232,3956,110,50
15233,10520,3,2
15234,12874,8,1
15235,13746,3,58
15236,6935,0,67
15237,6249,20,1
15238,551,0,2
15239,2266,14,2
15240,19897,110,10
15241,19344,0,15
15242,340,3,1
15243,15053,14,4
15244,14396,0,72
15245,19006,37,1
15246,3668,0,20
15247,1801,99,2
15248,13950,5,1
15249,4317,0,101
15250,19182,14,1
15251,18509,28,2
15252,7808,14,2
15253,6269,3,1
15254,894,3,12
15255,6135,157,40
15256,19482,2,1
15257,18428,0,17
15258,1093,3,1
15259,2838,20,1
15260,16592,4,2
15261,6069,2,31
15262,17002,5,1
15263,14656,0,20
15264,11594,14,7
15265,16012,14,2
15266,6519,6,1
15267,17849,5,19
15268,19245,3,9
15269,11499,0,47
15270,12041,3,2
15271,17844,2,1
15272,324,3,45
15273,16227,5,1
15274,18633,0,24
15275,10604,3,10
15276,13985,28,3
15277,1322,157,4
15278,6890,3,1
15279,12599,6,1
15280,1517,14,2
15281,19919,14,1
15282,16666,0,3
15283,3650,1,1
15284,19423,3,1
15285,12979,2,1
15286,6901,0,2
15287,8585,0,22
15288,17586,0,3
15289,3993,0,28
15290,10789,28,1
15291,15478,0,15
15292,7259,8,2
15293,329,3,7
15294,10308,28,2
15295,18911,10,1
15296,3229,14,1
15297,15655,3,4
15298,5636,2,14
15299,17662,0,55
15300,7782,2,1
15301,11047,0,6
15302,2048,110,20
15303,3994,8,53
15304,3486,14,100
15305,9957,0,1
15306,7825,3,1
15307,16786,66,2
15308,13712,33,1
15309,7161,52,1
15310,686,5,6
15311,3785,182,1
15312,6986,6,5
15313,15154,109,1
15314,9063,0,108
15315,19156,0,24
15316,10437,5,1
15317,7884,3,1
15318,1969,2,1
15319,13846,0,7
15320,4354,0,167
15321,245,10,1
15322,7240,50,1
15323,6657,6,7
15324,917,14,16
15325,6493,157,200
15326,12111,8,1
15327,307,0,3
15328,7314,0,187
15329,8930,0,1
15330,11514,0,130
15331,8106,3,6
15332,11574,5,3
15333,13301,157,7
15334,17051,3,1
15335,16053,0,11
15336,15676,0,46
15337,7899,66,6
15338,2349,14,5
15339,18260,8,1
15340,16453,5,2
15341,852,0,8
15342,17043,0,2
15343,310,8,1
15344,10530,4,3
15345,5675,0,26
15346,4918,0,12
15347,612,5,1
15348,9270,2,11
15349,4119,0,3
15350,15331,8,19
15351,10257,0,1
15352,16501,14,24
15353,13033,10,1
15354,734,14,3
15355,16464,2,1
15356,10381,5,8
15357,9574,10,2
15358,15849,0,1
15359,14792,0,143
15360,17572,14,1
15361,6542,6,1
15362,15712,0,227
15363,15781,0,44
15364,15253,24,1
15365,2339,2,1
15366,241,3,5
15367,8152,98,1
15368,15979,0,10
15369,5445,8,6
15370,3183,0,7
15371,17980,6,1
15372,15311,2,2
15373,10430,3,1
15374,2234,0,30
15375,5983,2,4
15376,11202,98,1
15377,2250,2,5
15378,16104,14,2
15379,16056,8,3
15380,8790,0,25
15381,3422,0,9
15382,9357,0,4
15383,7788,0,6
15384,17017,28,1
15385,17774,14,8
15386,8988,2,2
15387,3744,59,1
15388,6663,0,2
15389,14387,0,415
15390,13809,0,3
15391,5866,28,1
15392,590,5,3
15393,10112,3,5
15394,14363,5,1
15395,17135,6,9
15396,16047,53,3
15397,10967,9,2
15398,16043,53,1
15399,19149,28,2
15400,14671,19,1
15401,7740,9,5
15402,9003,2,1
15403,1506,0,5
15404,14557,8,12
15405,11363,3,11
15406,7707,3,3
15407,19813,110,30
15408,13990,19,2
15409,8182,0,1
15410,7635,98,6
15411,14264,50,3
15412,11730,157,26
15413,11976,20,1
15414,19045,0,11
15415,19435,0,43
15416,4384,0,57
15417,13106,109,10
15418,18297,0,1
15419,10627,5,11
15420,1534,8,1
15421,3391,4,1
15422,9401,0,7
15423,19185,4,3
15424,5828,14,13
15425,12654,6,1
15426,15900,157,150
15427,17422,10,1
15428,7163,3,4
15429,19289,0,13
15430,6327,2,8
15431,11078,5,1
15432,10843,5,3
15433,5931,52,10
15434,15730,8,2
15435,737,2,19
15436,13868,14,12
15437,12618,53,4
15438,15545,3,5
15439,929,110,10
15440,19063,3,1
15441,19075,0,1
15442,1960,6,1
15443,9419,3,2
15444,2982,14,1
15445,6570,0,2
15446,2400,0,3
15447,10401,5,1
15448,3799,110,6
15449,9404,3,2
15450,7743,6,12
15451,4375,7,3
15452,18442,3,1
15453,1424,66,10
15454,7320,0,280
15455,13676,0,39
15456,826,2,9
15457,4955,0,2
15458,17097,3,2
15459,17612,28,1
15460,8044,110,85
15461,2322,3,4
15462,2879,0,12
15463,17196,10,4
15464,16148,0,3
15465,4911,98,1
15466,8925,27,1
15467,9962,3,1
15468,15729,8,5
15469,15070,0,7
15470,12888,157,2
15471,9033,7,73
15472,13905,0,4
15473,14053,3,16
15474,13885,53,13
15475,10667,5,10
15476,18042,53,1
15477,14351,14,1
15478,7961,5,1
15479,10025,0,5
15480,5410,98,32
15481,6682,6,1
15482,9080,0,5
15483,2927,0,36
15484,13726,3,8
15485,10796,0,1
15486,14769,109,2
15487,16481,3,3
15488,241,2,6
15489,2255,14,10
15490,1736,157,50
15491,9819,8,1
15492,5790,2,1
15493,6071,0,46
15494,860,8,51
15495,7294,3,18
15496,4359,5,5
15497,9384,0,76
15498,17560,14,8
15499,19885,99,2
15500,824,14,34
15501,834,20,1
15502,15387,0,54
15503,5229,110,20
15504,6817,3,3
15505,1234,109,2
15506,14109,156,1
15507,16906,98,7
15508,4896,97,2
15509,18327,157,1
15510,1274,156,1
15511,14292,98,1
15512,18222,98,5
15513,10080,58,1
15514,616,5,1
15515,9632,0,2
15516,15709,0,157
15517,19318,3,4
15518,10755,0,32
15519,17790,8,2
15520,10783,0,1
15521,17933,0,19
15522,18894,2,1
15523,13729,0,4
15524,17152,0,1
15525,16812,19,1
15526,17591,6,1
15527,9378,0,1
15528,300,9,88
15529,9193,0,11
15530,11470,2,5
15531,822,3,1
15532,1322,14,1
15533,14694,0,85
15534,19755,0,1
15535,2401,2,9
15536,4745,0,2
15537,11976,14,3
15538,5991,0,43
15539,16947,97,18
15540,6101,20,1
15541,16340,3,1
15542,15062,14,1
15543,3844,0,2
15544,262,0,1
15545,2300,3,1
15546,1303,6,1
15547,15020,8,1
15548,15242,5,2
15549,9142,0,4
15550,3940,109,2
15551,15221,0,1
15552,10682,14,1
15553,12705,109,1
15554,10828,14,5
15555,5852,14,2
15556,11102,20,1
15557,12370,3,7
15558,15057,110,50
15559,15531,3,3
15560,15422,7,1
15561,16698,14,3
15562,12402,10,1
15563,243,14,9
15564,973,0,43
15565,16627,14,2
15566,1571,10,3
15567,4229,14,2
15568,11601,6,2
15569,906,0,31
15570,8964,0,29
15571,16391,5,1
15572,13546,33,1
15573,18450,0,74
15574,1203,53,1
15575,3349,3,3
15576,19441,0,60
15577,723,3,33
15578,6617,10,2
15579,18743,3,10
15580,13461,20,1
15581,15462,0,14
15582,6073,3,13
15583,12495,5,1
15584,11278,0,3
15585,15047,110,1
15586,12320,1,1
15587,6623,66,6
15588,9231,8,3
15589,17773,0,12
15590,7326,2,2
15591,16062,10,1
15592,19689,110,37
15593,16113,10,5
15594,2100,5,1
15595,1162,98,3
15596,17758,20,1
15597,206,3,1
15598,3841,14,39
15599,5921,3,24
15600,2873,0,19
15601,18939,3,1
15602,14799,8,1
15603,18646,0,6
15604,1544,2,1
15605,12007,3,2
15606,4403,0,4
15607,15585,0,66
15608,8132,157,83
15609,1182,8,1
15610,11862,2,13
15611,13846,3,1
15612,5181,6,2
15613,4333,0,132
15614,2825,0,6
15615,9090,5,2
15616,15296,14,5
15617,277,189,70
15618,15076,0,8
15619,18513,0,70
15620,753,0,4
15621,10375,5,3
15622,3624,0,8
15623,17741,3,2
15624,6290,6,46
15625,14762,0,1
15626,5055,97,2
15627,558,0,12
15628,11371,0,514
15629,4153,0,207
15630,7857,0,1
15631,15037,0,45
15632,7604,33,1
15633,11588,2,2
15634,9280,48,1
15635,7211,0,56
15636,8496,157,50
15637,2278,6,1
15638,5018,6,15
15639,9098,2,2
15640,1855,20,1
15641,14854,3,2
15642,13107,110,200
15643,2277,0,2
15644,15923,2,14
15645,18612,0,40
15646,14701,0,3
15647,5665,0,43
15648,8108,0,55
15649,7924,5,4
15650,4329,0,56
15651,7152,2,1
15652,1507,0,6
15653,17039,0,2
15654,166,3,13
15655,14185,66,1
15656,6250,0,4
15657,5361,3,2
15658,19036,2,1
15659,13424,34,4
15660,14053,10,1
15661,16149,0,26
15662,10094,10,1
15663,8617,0,171
15664,6542,8,3
15665,2360,8,1
15666,8275,0,3
15667,3530,0,2
15668,15408,3,4
15669,11497,3,2
15670,7962,3,7
15671,12960,53,1
15672,3973,110,200
15673,5930,28,2
15674,8146,8,7
15675,13736,0,1
15676,7642,6,4
15677,5084,0,1
15678,724,3,37
15679,9069,0,126
15680,838,0,15
15681,14331,156,2
15682,18802,3,151
15683,17004,3,1
15684,7044,41,1
15685,4298,0,17
15686,11356,14,1
15687,17360,5,3
15688,5542,0,9
15689,19941,0,1
15690,6016,3,4
15691,11675,0,6
15692,17249,14,2
15693,3291,14,2
15694,99,109,15
15695,15883,109,5
15696,9109,5,1
15697,9201,8,23
15698,8413,0,2
15699,6239,3,16
15700,17600,9,10
15701,4026,5,1
15702,19062,0,28
15703,17956,8,5
15704,19666,0,3
15705,16239,0,24
15706,12015,110,5
15707,15806,0,38
15708,4192,0,52
15709,3842,0,1
15710,18557,0,13
15711,9943,14,1
15712,13977,0,1
15713,17009,157,7
15714,14984,5,3
15715,16242,10,4
15716,12643,0,1
15717,18210,20,1
15718,13800,0,10
15719,9633,3,1
15720,4301,5,3
15721,13173,5,11
15722,2739,3,1
15723,452,2,20
15724,7974,2,1
15725,4560,0,38
15726,8002,109,20
15727,6154,8,18
15728,7856,109,2
15729,14272,66,3
15730,11486,5,13
15731,1543,10,1
15732,18148,66,1
15733,9539,110,5
15734,2434,14,18
15735,12454,97,2
15736,14045,6,2
15737,12469,98,2
15738,11435,0,70
15739,11559,0,12
15740,2144,5,20
15741,16004,10,4
15742,7700,157,60
15743,9807,3,21
15744,11228,8,1
15745,18246,50,1
15746,19003,4,4
15747,5926,2,31
15748,6818,8,1
15749,1354,5,1
15750,6973,3,4
15751,7525,156,96
15752,14344,110,2
15753,16092,28,1
15754,19818,98,9
15755,1079,3,15
15756,213,9,10
15757,13795,3,5
15758,3774,110,2
15759,12244,98,1
15760,11291,157,13
15761,17787,8,7
15762,17464,14,4
15763,12776,2,5
15764,11659,3,3
15765,7924,53,2
15766,9689,0,11
15767,3620,3,4
15768,14522,7,5
15769,5580,0,12
15770,2366,0,1
15771,13581,4,5
15772,10741,0,2
15773,735,14,1
15774,4879,6,2
15775,16099,28,1
15776,15336,0,11
15777,9271,2,25
15778,15890,53,1
15779,7242,3,1
15780,5110,98,29
15781,8995,0,305
15782,18290,156,1
15783,2275,0,3
15784,16189,0,23
15785,10609,5,28
15786,16240,0,5
15787,6841,14,3
15788,8424,0,1
15789,19720,98,2
15790,15348,0,10
15791,2216,8,2
15792,2032,14,8
15793,17559,0,2
15794,7481,98,29
15795,15159,2,11
15796,6375,6,1
15797,5814,3,2
15798,3347,2,1
15799,9865,0,2
15800,7061,0,101
15801,7790,0,1
15802,10008,0,1
15803,12918,10,2
15804,6226,0,12
15805,11946,156,3
15806,6928,0,5
15807,10683,6,1
15808,17843,0,2
15809,12737,110,1
15810,10541,5,8
15811,4658,0,60
15812,17242,0,3
15813,6225,0,2
15814,9900,28,1
15815,6484,14,13
15816,18971,0,53
15817,8366,48,1
15818,12734,98,1
15819,14858,109,1
15820,16586,0,6
15821,19536,66,1
15822,9439,0,124
15823,10046,3,2
15824,565,10,2
15825,7590,6,18
15826,149,5,21
15827,15137,3,14
15828,19440,0,104
15829,9416,41,1
15830,1907,10,3
15831,4319,5,58
15832,19927,3,19
15833,13424,2,19
15834,681,6,47
15835,11231,5,21
15836,8240,0,1
15837,16632,0,16
15838,16712,0,3
15839,12623,5,7
15840,9060,0,124
15841,5584,10,1
15842,13541,5,1
15843,3665,0,7
15844,14231,110,3
15845,4133,0,34
15846,13447,0,5
15847,2306,3,1
15848,893,0,39
15849,16986,0,1
15850,8426,14,23
15851,7419,3,1
15852,9815,0,5
15853,7889,0,1
15854,13306,0,1
15855,9618,8,2
15856,7333,0,34
15857,972,3,4
15858,10030,58,2
15859,1466,156,3
15860,8285,109,6
15861,7031,0,11
15862,5933,10,2
15863,1809,0,2
15864,2194,5,1
15865,1781,3,8
15866,9418,0,49
15867,13661,0,27
15868,12062,66,1
15869,3922,3,90
15870,11033,0,1
15871,4302,3,1
15872,5045,99,1
15873,16398,14,2
15874,9192,2,17
15875,14076,8,3
15876,10694,48,1
15877,17825,2,1
15878,3164,28,2
15879,3921,3,75
15880,15154,2,36
15881,16749,2,14
15882,2559,98,20
15883,464,0,4
15884,8292,8,8
15885,4271,8,1
15886,9581,0,3
15887,12830,0,1
15888,300,0,51
15889,16650,0,1
15890,2351,14,7
15891,15351,3,26
15892,10686,5,11
15893,5388,157,30
15894,18690,3,92
15895,13608,14,13
15896,17731,20,13
15897,4086,0,14
15898,12629,0,7
15899,16557,98,95
15900,8594,0,167
15901,18478,0,4
15902,18075,0,7
15903,16798,0,5
15904,7825,14,1
15905,2365,41,1
15906,9334,8,2
15907,19198,0,3
15908,8816,0,21
15909,19554,3,1
15910,4032,5,8
15911,6716,97,1
15912,19709,8,3
15913,15336,6,85
15914,7755,0,13
15915,7156,14,71
15916,5698,2,2
15917,6049,0,12
15918,11384,0,53
15919,1139,0,1
15920,6328,2,9
15921,14010,8,1
15922,13993,14,59
15923,6071,28,1
15924,736,2,24
15925,13066,110,100
15926,6177,0,9
15927,1662,0,1
15928,13802,0,2
15929,9282,0,1
15930,3071,58,1
15931,18674,3,1
15932,18969,0,133
15933,13416,3,118
15934,10423,22,2
15935,10305,0,3
15936,5443,3,1
15937,518,5,7
15938,9757,5,5
15939,1159,157,15
15940,765,3,2
15941,8205,9,1
15942,17487,0,1
15943,8098,3,3
15944,7771,65,1
15945,3910,0,27
15946,15734,5,3
15947,5656,0,5
15948,6903,2,3
15949,4601,0,7
15950,13026,2,1
15951,17607,20,1
15952,15215,110,100
15953,10777,0,29
15954,9177,0,57
15955,8359,0,3
15956,6163,66,1
15957,624,5,1
15958,6631,53,2
15959,6014,20,2
15960,15085,0,48
15961,14093,6,1
15962,4369,0,15
15963,8429,5,7
15964,1241,20,1
15965,6337,3,11
15966,10931,0,7
15967,4073,3,4
15968,5477,8,1
15969,5389,28,1
15970,12047,3,1
15971,12163,3,1
15972,2819,33,1
15973,7787,0,2
15974,5907,0,26
