"CatchRowID","SampleRowID","OrganismCode","Catch","CatchComments"
2529,941,65,1,
2530,942,24,1,
2531,942,20,1,
2532,943,0,0,
2533,944,9,2,"67mm salmon ad+, 81mm ad-"
2534,944,6,1,
2535,944,52,1,
2536,945,24,1,
2537,945,20,1,
2538,946,20,3,
2539,946,12,3,
2540,946,9,9,"all salmon ad+"
2541,947,20,1,
2542,947,9,91,"76 and 80mm salmon ad-; all others measured ad+"
2543,948,9,70,"77mm salmon ad-; all others measured ad+"
2544,949,9,103,"all salmon measured ad+"
2545,950,9,35,"all salmon ad+"
2546,951,9,31,"all salmon ad+"
2547,952,9,133,"113 mm salmon ad-; all others measured ad+"
2548,953,9,65,"all salmon measured ad+"
2549,954,0,0,
2550,955,0,0,
2551,956,0,0,
2552,957,9,4,"all salmon ad+"
2553,958,9,2,"both salmon ad+"
2554,959,12,1,
2555,959,9,1,"ad-"
2556,960,9,7,"all salmon ad- except 98mm salmon ad+"
2557,961,0,0,
2558,962,0,0,
2559,963,0,0,
2560,964,9,18,"4 ad+ (98, 85, 91, 80); the rest ad-."
2561,965,0,0,
2562,966,0,0,
2563,967,9,8,"all salmon ad+"
2564,967,33,1,
2565,967,24,2,
2566,968,24,1,
2567,968,63,1,
2568,968,52,1,
2569,968,104,2,
2570,952,24,1,
2571,969,19,1,
2572,969,9,5,
2573,970,20,1,
2574,970,19,1,
2576,970,38,3,
2577,971,20,1,
2578,971,9,5,
2579,971,19,1,
2580,971,38,2,
2581,972,20,4,
2582,972,19,1,
2583,972,9,10,
2584,972,95,1,
2585,973,20,3,
2586,973,19,18,
2587,974,9,25,
2588,975,9,16,
2589,976,9,12,
2591,978,24,1,
2595,983,24,6,
2596,983,20,3,
2597,983,19,1,
2598,983,12,18,
2599,983,65,1,
2600,984,24,2,
2601,984,20,11,
2602,985,24,6,
2603,985,20,2,
2604,985,19,1,
2605,986,24,3,
2606,987,24,10,
2607,987,33,1,
2608,988,24,12,
2609,988,20,6,
2610,988,19,4,
2611,989,24,38,
2612,990,24,6,
2613,990,20,64,
2614,990,19,2,
2615,990,25,1,
2616,991,24,3,
2617,991,20,4,
2618,991,19,6,
2619,991,12,1,
2620,991,29,1,
2621,991,9,1,"ad-"
2622,993,24,5,
2623,992,24,1,
2624,993,20,992,
2625,992,20,7,
2626,992,12,1,
2627,994,24,11,
2628,993,12,5,
2629,993,9,1,"ad+"
2630,993,63,1,
2631,994,20,17,
2632,994,12,3,
2633,995,24,6,
2634,995,20,7,
2635,996,20,6,
2636,996,12,4,
2637,996,6,1,
2638,996,104,2,
2639,996,65,60,"measurements obtained for 49 golden shiner"
2640,997,20,1,
2641,997,12,14,
2642,998,20,6,
2643,998,12,1,
2644,998,5,1,
2645,998,65,5,
2646,999,20,4,
2647,1000,12,6,
2649,1002,20,1,
2650,1004,20,3,
2651,1005,20,16,
2652,1005,12,5,
2653,1006,20,11,
2654,1006,9,1,"ad+, released alive"
2655,1007,20,18,
2656,1007,12,5,
2657,1008,20,5,
2658,1008,12,28,
2659,1008,9,1,"chinook ad+"
2660,1009,0,0,
2661,1003,0,0,
2662,1010,20,1,
2663,1010,19,1,
2664,1010,95,1,
2665,1011,19,8,
2666,1011,20,2,
2667,1011,25,2,
2668,1012,0,0,
2669,1013,20,1,
2670,1013,19,2,
2671,1013,25,2,
2672,1013,33,1,
2673,1014,0,0,
2674,1015,19,2,
2675,1016,20,1,
2676,1016,52,1,
2677,1017,20,3,
2678,1017,12,11,
2679,1018,20,1,
2680,1018,12,20,
2681,1019,20,2,
2682,1019,19,3,
2683,1019,25,4,
2684,1019,33,1,
2685,1020,20,9,
2686,1020,19,2,
2687,1020,12,4,
2688,1020,33,1,
2689,1021,19,2,
2690,1021,16,2,
2691,1022,19,5,
2692,1022,25,8,
2693,1022,9,1,"ad+"
2694,1022,12,1,
2695,1023,20,1,
2696,1023,12,4,
2697,1023,52,2,
2698,1024,24,61,
2699,1024,20,32,
2700,1024,19,2,
2701,1024,12,6,
2702,1024,25,24,
2703,1024,29,2,
2704,1025,24,1,
2705,1025,20,18,
2706,1025,19,4,
2707,1025,12,4,
2708,1026,24,16,
2709,1026,20,17,
2710,1026,70,1,
2711,1026,19,8,
2712,1026,12,5,
2713,1026,25,20,
2714,1027,24,5,
2715,1027,20,11,
2716,1027,19,3,
2717,1027,12,13,
2718,1027,29,2,
2719,1027,38,1,
2720,1028,20,47,
2721,1028,19,1,
2722,1028,12,11,
2723,1028,24,19,
2724,1029,24,50,
2725,1029,20,370,
2726,1029,12,14,
2727,1029,63,1,
2728,1030,20,20,
2729,1030,12,2,
2730,1031,20,39,
2731,1031,19,1,
2732,1031,12,3,
2733,1032,20,17,
2734,1032,32,1,"steelhead ad-; released alive"
2735,1034,20,1,"Threadfin shad found on deck after tow, probably not from station 910"
2736,1034,12,14,
2737,1035,12,8,
2738,1036,24,31,
2739,1037,24,62,
2740,1037,20,50,
2741,1037,12,1,
2742,1037,29,2,
2743,1037,62,1,
2744,1038,24,1,
2745,1038,19,1,
2746,1038,32,1,"steelhead ad-; released alive"
2747,1039,24,3,
2748,1039,38,1,
2749,1040,24,4,
2750,1040,20,5,
2751,1040,9,1,"chinook ad-; released alive"
2752,1041,24,3,
2753,1041,20,1,
2754,1041,19,6,
2755,1041,25,6,
2756,1041,29,3,
2757,1042,24,3,
2758,1042,63,1,
2759,1042,22,1,
2760,1043,20,1,
2761,1043,32,1,"steelhead ad-"
2762,1044,32,2,"two steelhead ad-"
2763,1045,20,1,
2764,1045,32,2,"two steelhead ad-"
2765,1046,0,0,
2766,1047,32,2,"two steelhead ad-"
2767,1048,0,0,
2768,1049,32,2,"Both AD- , released alive"
2769,1050,0,0,
2770,1051,0,0,
2771,1052,12,1,
2772,1053,0,0,
2773,1054,0,0,
2774,1056,0,0,
2775,1055,0,0,
2776,1057,0,0,
2777,1058,0,0,
2778,1059,0,0,
2779,1060,0,0,
2780,1061,0,0,
2781,1062,0,0,
2782,1063,0,0,
2783,1064,19,2,
2784,1065,0,0,
2785,1066,0,0,
2786,1067,19,1,
2787,1067,25,1,
2788,1067,22,2,
2789,1067,103,1,
2790,1067,31,1,
2791,1068,25,1,
2792,1069,0,0,
2793,1070,33,1,
2794,1071,0,0,
2795,1072,0,0,
2796,1074,20,6,
2797,1074,19,2,
2798,1074,12,3,
2799,1074,9,1,"chinook ad-, released alive"
2800,1074,24,1,
2801,1075,20,7,
2802,1075,12,2,
2803,1075,32,1,"steelhead ad-"
2804,1075,29,1,
2805,1076,24,2,
2806,1076,20,2,
2807,1076,19,7,
2808,1076,12,7,
2809,1076,32,6,"all steelhead ad-"
2810,1076,65,1,
2811,1077,24,53,
2812,1077,20,2,
2813,1077,12,4,
2814,1077,9,2,"chinook 97mm, ad+ released alive; chinook 135mm, ad-"
2815,1077,32,1,"steelhead ad-"
2816,1078,24,7,
2817,1078,9,1,"chinook ad+, released alive"
2818,1078,32,1,"sttelhead ad-"
2819,1078,93,1,
2820,1074,103,3,
2821,1073,0,0,
2822,1080,0,0,
2823,1081,9,1,"Ad- Returned for USFWS (Tagged)"
2824,1082,12,1,
2825,1083,0,0,
2826,1084,0,0,
2827,1085,0,0,
2828,1086,0,0,
2829,1087,0,0,
2830,1088,0,0,
2831,1089,0,0,
2832,1090,12,1,
2833,1091,9,1,"Chinook ad+, released alive"
2834,1092,0,0,
2835,1093,0,0,
2836,1094,0,0,
2837,1095,9,1,"Chinook ad+, released alive"
2838,1096,20,2,
2839,1096,12,1,
2840,1097,20,3,
2841,1097,9,1,"Chinook ad+, released alive"
2843,1098,24,18,
2844,1098,20,2,
2845,1098,19,4,
2846,1098,12,1,
2847,1098,25,2,
2848,1099,24,8,
2849,1099,20,7,
2850,1099,19,15,
2851,1099,12,4,
2852,1099,25,1,
2853,1099,29,1,
2854,1100,24,1,
2855,1100,12,5,
2856,1100,25,2,
2857,1100,34,1,
2858,1100,33,8,
2859,1100,42,1,
2860,1100,29,3,
2861,1100,38,1,
2862,1100,103,11,
2863,1100,22,2,
2864,1101,24,4,
2865,1101,19,2,
2866,1101,31,1,
2867,1102,24,1,
2868,1102,9,1,"AD+, Released Alive"
2869,1102,32,1,"Ad-, Released Alive"
2870,1103,24,5,
2871,1103,32,2,"Steelhead released alive, Both AD-"
2872,1104,24,18,
2873,1104,20,5,
2874,1104,12,4,
2875,1104,103,10,
2876,1105,24,5,
2877,1105,9,1,"AD-, Chinook returned for USFWS"
2878,1105,32,2,"Both AD-, Both released alive"
2879,1106,20,1,
2880,1106,12,1,
2881,1107,19,1,
2882,1107,33,1,
2883,1108,0,0,"8 Shrimp (No ""crest"")"
2884,1109,19,2,
2885,1110,19,1,
2887,1111,103,1,
2888,1112,9,2,"Fish released alive (102-,114+)"
2889,1113,19,1,
2890,1113,32,2,"Steelhead released alive. Both Ad-."
2891,1114,32,6,"All Steelhead released alive. All AD-."
2892,1115,32,1,"Steelhead released alive. AD-"
2893,1116,0,0,
2894,1117,32,5,"All Steelhead released alive. All AD- except 181 AD+."
2895,1118,32,1,"Released alive. AD-."
2896,1119,9,1,"Released Alive. AD+"
2897,1120,12,3,
2898,1120,32,1,"Steelhead released alive. AD-."
2899,1121,32,6,"2 Steelhead (FL 217, 246) returned to USFWS(tagged). All others released alive. All AD-."
2900,1122,12,5,
2901,1122,32,7,"All Steelhead returned to USFWS except for FL240, released alive. All AD- except for 201 AD+."
2902,1123,12,2,
2903,1123,9,1,"Released alive. AD+"
2904,1123,32,1,"Released alive. AD-"
2905,1124,0,0,
2906,1125,9,3,"Chinook: 134- returned to USFWS. 103- & 112+ released alive"
2907,1126,32,1,"Released alive."
2908,1127,32,2,"Steelhead released alive. All AD-"
2909,1128,20,1,
2910,1128,32,1,"released alive AD+"
2911,1129,24,29,
2912,1129,19,4,
2913,1130,24,11,
2914,1131,24,20,
2915,1132,24,8,
2916,1132,20,22,
2917,1133,24,3,
2918,1133,20,9,
2919,1133,32,1,"steelhead ad-, released alive"
2920,1134,24,2,
2921,1134,19,1,
2922,1131,20,28,
2923,1130,20,3,
2924,1135,24,2,
2925,1136,24,1,
2926,1136,12,2,
2927,1136,9,1,"Chinook ad+ released alive"
2928,1137,24,5,
2929,1137,12,1,
2930,1137,33,1,
2931,1137,52,1,
2932,1138,24,2,
2933,1138,25,1,
2934,1138,37,1,
2935,1138,103,1,
2936,1139,24,5,
2937,1139,19,1,
2938,1139,25,1,
2939,1139,29,1,
2940,1139,103,1,
2941,1140,24,3,
2942,1140,20,3,
2943,1140,12,2,
2944,1140,103,7,
2945,1141,20,2,
2946,1141,19,13,
2947,1141,12,3,
2948,1141,103,8,
2949,1141,38,1,
2950,1142,0,0,
2951,1143,19,3,
2952,1143,9,3,"Chinook 82+ both released alive. 105 AD-"
2953,1144,20,1,
2954,1144,12,1,
2955,1145,24,2,
2956,1145,19,7,
2957,1146,24,5,
2958,1146,19,1,
2959,1146,9,3,"chinook 113 and 83, both ad+ and released alive"
2960,1147,24,2,
2961,1147,20,1,
2962,1147,19,1,
2963,1147,29,1,
2964,1147,103,2,
2965,1147,22,12,
2966,1148,0,0,"no catch"
2967,1149,9,5,"all Chinook released alive"
2968,1150,0,0,"no catch"
2969,1151,12,2,
2970,1152,0,0,"no catch"
2971,1153,0,0,"no catch"
2972,1154,0,0,"no catch"
2973,1155,19,2,
2974,1155,9,2,"both chinook released alive"
2975,1156,0,0,"no catch"
2976,1157,9,1,
2977,1158,12,1,
2978,1159,0,0,"no catch"
2979,1160,0,0,"no catch"
2980,1161,0,0,"no catch"
2981,1162,0,0,"no catch"
2982,1163,32,1,
2983,1164,0,0,"no catch"
2984,1165,0,0,"no catch"
2985,1166,24,3,
2986,1166,19,7,
2987,1166,103,4,
2988,1166,22,25,
2989,1167,24,1,
2990,1167,20,4,
2991,1167,19,6,
2992,1167,12,2,
2993,1167,22,18,
2994,1167,103,9,
2995,1168,20,4,
2996,1168,19,4,
2997,1168,12,3,
2998,1168,103,5,
2999,1168,22,1,
3000,1169,20,1,
3001,1169,19,11,
3002,1169,12,4,
3004,1169,22,40,
3005,1169,103,8,
3006,1169,42,1,
3007,1169,30,1,
3008,1169,37,2,
3009,1169,31,1,
3010,1169,33,5,
3011,1170,25,1,
3012,1170,31,1,
3013,1170,33,1,
3014,1170,23,2,
3015,1170,22,18,
3016,1171,24,78,
3017,1172,9,1,"Chinook 85+ released alive"
3018,1173,0,0,"no catch"
3019,1174,0,0,"no catch"
3020,1175,9,6,"Chinook 78+, 75+, 86+, 75+, 84+ released alive"
3021,1176,9,4,"all Chinook released alive, 1 Chinook ad+ not measured"
3022,1177,0,0,"no catch"
3023,1178,19,1,
3024,1179,20,2,
3025,1179,16,31,
3026,1179,22,1,
3027,1171,20,11,
3028,1180,103,1,
3029,1180,22,12,
3030,1171,12,1,
3031,1181,0,0,"no catch"
3032,1183,103,2,
3033,1182,24,2,
3034,1182,9,4,"FL 68- returned to USFWS (tagged). All other salmon released alive."
3035,1184,24,1,
3036,1184,9,14,"FL's 88-, 79-, 72- returned to USFWS (tagged). All other salmon released alive."
3037,1185,24,2,
3038,1185,20,1,
3039,1185,19,1,
3040,1186,24,1,
3041,1186,19,1,
3042,1186,9,33,"Chinook 72-, 81-, 88-, 79-, 80-, 84-, 83- returned to office for USFWS"
3043,1187,24,1,
3044,1187,9,14,"All Chinook released alive"
3045,1188,24,1,
3046,1188,9,11,"All Chinook released alive"
3047,1189,24,24,
3048,1189,12,1,
3049,1191,9,52,"all Chinook released alive"
3050,1192,20,1,
3051,1192,19,1,
3052,1192,9,89,"all Chinook released alive"
3053,1193,19,1,
3054,1193,9,208,"all Chinook released alive"
3055,1194,9,1,"Chinook 84+ released alive"
3056,1195,19,1,
3057,1195,9,8,"all Chinook released alive"
3058,1196,9,133,"all Chinook released alive"
3059,1197,20,1,
3060,1197,16,1,
3061,1197,5,2,
3062,1197,9,1,"Chinook 78+ released alive"
3063,1197,103,2,
3064,1197,22,6,
3065,1198,20,1,
3066,1198,31,1,
3067,1198,16,1,
3068,1198,19,6,
3069,1198,3,2,
3070,1198,22,130,
3071,1198,103,1,
3072,1199,24,1,
3073,1199,19,1,
3074,1199,16,7,
3075,1199,25,1,
3076,1199,95,1,
3077,1199,103,5,
3078,1199,22,40,
3079,1200,16,3,
3080,1200,19,1,
3081,1200,37,1,
3082,1200,33,3,
3083,1200,22,50,
3084,1201,16,4,
3085,1201,9,2,"both Chinook, 75+ and 76+, released alive"
3086,1201,22,5,
3087,1202,29,1,
3088,1202,22,50,
3089,1202,23,10,
3090,1203,16,11,
3091,1203,9,2,"Chinook 84- returned to USFWS"
3092,1203,22,3,
3093,1204,19,1,
3094,1204,9,5,"Chinook, 87-, returned to USFWS; all others released alive"
3095,1205,16,1,
3096,1205,103,5,
3097,1205,22,1,
3098,1206,9,16,"Chinook 86-, 83-, and 86-, returned to USFWS; all others released a;live"
3099,1207,9,4,"Chinook 79- returned to USFWS, all others released alive"
3100,1208,9,22,"Chinook 101-, 98-, 85-, 80-, 109-, 87- returned to USFWS"
3101,1209,0,0,"No catch"
3102,1210,9,1,"all Chinook released alive"
3103,1211,9,4,"all Chinook released alive"
3104,1212,9,145,"23 Chinook returned to USFWS: 73+, 93-, 85-, 84-, 101-, 93-, 82-, 92-, 85-, 96-, 86-, 86-, 85-, 94-, 88-, 72-, 81-, 79-, 86-, 94-, 95-, 81-, 75-"
3105,1212,32,1,"sttelhead 232- returned to USFWS"
3106,1213,0,0,"no catch"
3107,1214,9,7,"all Chinook released alive"
3108,1215,9,4,"all Chinook released alive"
3109,1216,9,51,"chinook 76-, 86-, 82-, 100-, 95-, 95-, 80-, 89-, 70- returned to USFWS; all others released alive"
3110,1217,9,12,"Chinook 94- returned to USFWS, all others released alive"
3111,1218,0,0,"no catch"
3112,1219,0,0,"no catch"
3113,1220,0,0,"no catch"
3114,1221,0,0,"no catch"
3115,1222,0,0,"no catch"
3116,1223,0,0,"no catch"
3117,1224,0,0,"no catch"
3118,1225,0,0,"no catch"
3119,1226,9,4,"all Chinook released alibe"
3120,774,24,1,
3121,755,0,0,
3122,766,0,0,
3123,757,0,0,
3124,758,0,0,
3125,764,0,0,
3126,765,0,0,
3127,777,0,0,
3128,787,20,1,
3129,785,0,0,
3130,786,0,0,
3131,792,0,0,
3132,808,0,0,
3133,814,0,0,
3134,857,0,0,
3135,858,0,0,
3136,861,0,0,
3137,862,0,0,
3138,866,0,0,
3139,871,0,0,
3140,874,0,0,
3141,879,0,0,
3142,888,0,0,
3143,987,20,21,
3144,989,20,4,
3145,989,19,6,
3146,989,12,13,
3147,1140,19,3,
3148,1166,12,5,
3150,897,9,1,
3151,898,19,1,
3152,898,38,2,
3153,973,38,10,
3154,973,16,2,
3155,975,31,1,
3156,969,33,1,
3157,969,38,1,
3158,972,29,2,
3159,972,38,8,
3160,759,0,0,
3161,1230,24,1,
3162,1230,20,1,
3163,1230,12,3,
3164,1231,24,62,
3165,1231,25,2,
3166,1231,20,7,
3167,1231,19,7,
3168,1231,12,3,
3169,1232,20,8,
3170,1232,19,2,
3171,1232,12,1,
3172,1232,9,1,
3173,1232,25,1,
3174,1232,24,17,
3175,1233,24,1,
3176,1233,20,1,
3177,1233,12,1,
3178,1233,9,2,
3179,1234,24,1,
3180,1234,20,2,
3181,1234,12,1,
3182,1234,9,2,"Chinook FL 133- returned to USFWS"
3183,1235,24,3,
3184,1235,20,13,
3185,1235,19,1,
3186,1235,12,6,
3187,1235,9,3,"chinook FL 126- & 158- returned to USFWS"
3188,1236,24,3,"Flow meter was left in until net was in the boat"
3189,1236,20,32,"Flow meter was left in until net was in the boat"
3190,1236,12,7,"Flow meter was left in until net was in the boat"
3191,1236,29,4,"Flow meter was left in until net was in the boat"
3192,1236,33,1,"Flow meter was left in until net was in the boat"
3193,1236,95,1,"Flow meter was left in until net was in the boat"
3194,1237,24,28,
3195,1237,20,272,
3196,1237,19,2,
3197,1237,12,5,
3198,1237,29,1,
3199,1237,95,2,
3200,1238,24,1,
3201,1238,19,3,
3202,1239,24,1,
3203,1239,20,1,
3204,1239,38,1,
3205,1240,24,2,
3206,1240,19,1,
3207,1241,24,3,
3208,1241,20,1,
3209,1241,19,4,
3210,1241,9,2,"Chinook returned to USFWS"
3211,1242,24,4,
3212,1242,31,1,
3213,1243,24,1,
3214,1243,23,2,
3215,1244,24,1,
3216,1244,20,10,
3217,1244,38,2,
3218,1244,19,2,
3219,1244,12,3,
3220,1244,23,1,
3221,1245,24,1,
3222,1245,20,6,
3223,1245,38,1,
3224,1246,24,2,
3225,1246,20,3,
3226,1246,19,5,
3227,1246,12,1,
3228,1246,103,30,
3229,1246,9,4,"Chinook FL 147-, 116-, 138- were returned to USFWS"
3230,1246,101,1,
3231,1247,20,2,
3232,1247,103,1,
3233,1247,9,1,"Chinook FL 144- returned to USFWS"
3234,1248,20,10,
3235,1248,33,1,
3236,1248,19,1,
3237,1248,12,2,
3238,1248,23,3,
3239,1249,20,9,
3240,1249,12,2,
3241,1250,20,1,
3242,1250,9,1,
3243,1250,29,1,
3244,1251,12,2,
3245,1252,12,3,
3246,1252,65,1,
3247,1253,20,2,
3248,1253,103,1,
3249,1253,52,1,
3250,1254,20,3,
3251,1255,9,4,"2 Chinook returned to USFWS FL 158- 122-"
3252,1255,33,1,
3253,1255,5,1,
3254,1255,10,3,"Lampreys were ammocoetes"
3255,1255,52,1,
3256,1256,20,3,
3257,1256,9,2,"FL 136- Chinook returned to USFWS"
3258,1256,32,2,"FL 182- Steelhead returned to USFWS"
3259,1256,11,6,
3260,1257,0,0,
3261,1258,11,1,
3262,1259,0,0,
3263,1260,20,3,
3264,1260,19,3,
3265,1260,9,1,
3266,1260,34,1,
3267,1261,20,1138,
3268,1261,12,264,
3269,1261,103,1,
3270,1262,12,2,
3271,1263,20,2,
3272,1263,12,1,
3273,1264,12,1,
3274,1265,20,1,
3275,1265,12,44,
3276,1266,7,1,
3277,1267,0,0,
3278,1268,12,1,
3279,1269,20,3,
3280,1269,9,2,"both chinook returned to USFWS"
3281,1269,11,22,
3282,1270,24,1,
3283,1270,33,1,
3284,1270,19,1,
3285,1270,31,1,
3286,1271,24,1,
3287,1271,20,8,
3288,1271,12,4,
3289,1271,95,1,
3290,1271,38,1,
3291,1271,9,1,
3292,1271,29,6,
3293,1271,103,2,
3294,1272,24,4,
3295,1272,20,11,
3296,1272,12,9,
3297,1273,24,21,
3298,1273,20,23,
3299,1273,19,1,
3300,1273,12,18,
3301,1273,29,1,
3302,1273,103,25,
3303,1274,24,5,
3304,1274,20,15,
3305,1274,12,12,
3306,1274,52,1,
3307,1274,29,2,
3308,1274,95,2,
3309,1275,24,1,
3310,1276,24,1,
3311,1276,32,2,
3312,1277,24,1,
3313,1277,20,4,
3314,1277,12,3,
3315,1278,24,1,
3316,1278,20,7,
3317,1278,9,1,
3318,1278,63,1,
3319,1279,25,1,"ripe female released eggs, Returned to DFG BDR"
3320,1280,25,1,"returned to DFG BDR"
3321,1280,32,5,"All steelhead released alive."
3322,1281,65,1,
3323,1281,12,1,
3324,1281,52,1,"dead in net"
3325,1281,32,1,
3326,1282,20,1,"Returned to DFG BDR for POD"
3327,1282,65,2,
3328,1282,12,10,"Returned to DFG BDR for POD"
3329,1283,65,1,
3330,1284,20,2,
3331,1284,9,1,
3332,1285,20,3,
3333,1285,19,1,
3334,1285,12,1,
3335,1286,0,0,
3336,1287,0,0,
3337,1288,0,0,
3338,1289,32,2,
3339,1290,9,1,
3340,1290,11,1,"no length taken"
3341,1291,0,0,
3342,1292,20,3,
3343,1292,9,1,"CHNK brought back to USFWS"
3344,1293,20,2,
3345,1293,32,1,
3346,1294,20,5,
3347,1294,12,12,
3348,1294,104,1,
3349,1295,20,1,
3350,1295,12,32,
3351,1296,20,2,
3352,1296,12,26,
3353,1296,9,1,"CHNK (ad-) brought back to USFWS"
3354,1296,65,1,
3355,1297,20,9,
3356,1297,12,17,
3357,1298,20,498,
3358,1298,19,2,
3359,1298,12,89,
3360,1298,103,127,
3361,1299,12,7,
3362,1299,9,2,
3363,1300,19,8,
3364,1300,12,1,
3365,1300,29,1,
3366,1300,103,1,
3367,1301,20,8,
3368,1301,19,2,
3369,1301,12,5,
3370,1301,9,1,
3371,1301,38,16,
3372,1302,20,1,
3373,1302,12,2,
3374,1302,38,3,
3375,1302,4,1,
3376,1303,20,1,
3377,1303,29,1,
3378,1303,42,1,
3379,1303,103,2,
3380,1304,19,2,
3381,1304,29,2,
3382,1304,31,1,
3383,1304,34,1,
3384,1305,9,1,
3385,1305,32,1,
3386,1305,63,1,
3387,1306,0,0,
3388,1307,20,1,
3389,1307,19,1,
3392,1308,24,1,
3393,1309,12,1,
3394,1309,9,1,"Chinook retruned tro USFWS FL56"
3395,1309,32,1,"Steelhead released alive"
3396,1310,24,1,
3397,1310,20,1,
3398,1311,12,1,
3399,1311,9,1,"Chinook released alive"
3400,1312,9,1,"Chinook released alive"
3401,1313,12,2,
3402,1314,9,1,"Chinook released alive"
3403,1315,0,0,
3404,1316,12,2,
3405,1317,20,2,
3406,1317,9,1,"Chinook returned to USFWS"
3407,1317,32,1,"Steelhead ad-clipped and released alive"
3408,1318,19,1,
3409,1319,20,7,
3410,1319,12,25,
3411,1319,9,1,"Chinook released alive"
3412,1320,12,3,
3413,1321,0,0,
3414,1322,0,0,
3415,1301,16,4,
3416,1323,0,0,
3417,1324,24,1,
3418,1324,103,3,
3419,1325,25,1,
3420,1325,9,1,"Chinook returned to USFWS"
3421,1326,24,1,
3422,1327,0,0,
3423,1328,0,0,
3424,1329,0,0,
3425,1330,24,2,
3426,1331,24,2,
3427,1331,63,1,
3428,1331,103,2,
3429,1332,0,0,
3430,1333,24,50,
3431,1334,19,2,
3432,1334,16,2,
3433,1334,38,1,
3434,1335,16,5,
3435,1336,19,1,
3436,1337,24,1,
3437,1338,25,1,
3438,1338,16,3,
3439,1339,9,1,"Chinook released alive"
3440,1339,32,1,"steelhead released alive"
3441,1340,0,0,
3442,1341,0,0,
3443,1333,12,5,
3444,1333,103,23,
3445,1333,38,1,
3446,1333,32,1,"steelhead released alive"
3447,1342,24,3,
3448,1342,20,1,
3449,1342,19,16,
3450,1342,12,2,
3451,1342,16,29,
3452,1342,38,1,
3453,1343,24,2,
3454,1343,19,14,
3455,1343,12,4,
3456,1343,9,1,"chinook returned to USFWS"
3457,1343,16,30,
3458,1343,38,5,
3459,1344,16,12,
3460,1344,13,3,
3461,1345,0,0,
3462,1346,38,1,
3463,1347,19,1,
3464,1347,25,1,
3465,1347,16,2,
3466,1347,103,1,
3467,1348,38,2,
3468,1348,16,2,
3469,1348,9,1,"chinook released alive,ad+"
3470,1349,0,0,
3471,1350,0,0,
3472,1351,0,0,
3473,1352,52,2,
3474,1353,0,0,
3475,1354,0,0,
3476,1355,0,0,
3477,1356,0,0,
3478,1357,0,0,
3479,1358,0,0,
3480,1359,0,0,
3481,1360,0,0,
3482,1361,24,9,
3483,1361,19,12,
3484,1362,0,0,
3485,1363,12,5,
3486,1363,9,1,"Released alive."
3487,1364,0,0,
3488,1365,0,0,
3489,1366,0,0,
3490,1367,0,0,
3491,1368,0,0,
3492,1369,0,0,
3493,1370,0,0,
3494,1371,16,10,
3495,1372,0,0,
3496,1373,9,1,"salmon released alive"
3497,1374,24,14,
3498,1374,19,3,
3499,1374,12,1,
3500,1375,25,11,
3501,1375,16,11,
3502,1375,103,1,
3503,1375,22,1,
3504,1376,25,1,
3505,1376,16,19,
3506,1377,22,1,
3507,1377,25,1,
3508,1377,9,1,"Released alive."
3509,1377,16,149,
3510,1378,22,2,
3511,1378,23,2,
3512,1378,42,1,
3513,1378,25,29,
3514,1378,9,1,"chinook released alive, ad- , no beep"
3515,1378,21,1,
3516,1378,13,5,
3517,1378,16,50,
3518,1379,25,3,
3519,1379,16,45,
3520,1380,25,177,
3521,1380,16,571,
3522,1380,38,1,
3523,1381,25,27,
3524,1381,16,879,
3525,1381,20,1,"Threadfin and 1 UNID brought back to office"
3526,1382,19,1,
3527,1382,38,3,
3528,1383,103,1,
3529,1383,16,188,
3530,1384,32,1,"RBT Released alive"
3531,1384,16,77,
3532,1385,16,85,
3533,1386,33,1,
3534,1386,25,1,
3535,1386,9,1,"chinook released alive"
3536,1386,16,190,
3537,1387,103,2,
3538,1387,9,1,"chinook released alive"
3539,1387,16,164,
3540,1388,38,2,
3541,1388,103,7,
3542,1388,22,1,
3543,1388,25,3,
3544,1388,16,60,
3545,1389,20,1,
3546,1389,12,8,
3547,1390,24,11,
3548,1391,24,11,"4 sub sampled"
3549,1391,103,1,
3550,1392,0,0,
3551,1393,0,0,
3552,1394,12,4,
3553,1394,103,1,
3554,1395,24,2,
3555,1395,20,3,
3556,1395,19,3,
3557,1395,12,10,
3558,1395,9,9,
3559,1396,24,1,
3560,1396,9,5,
3561,1397,29,1,
3562,1397,9,3,
3563,1398,19,3,
3564,1398,12,2,
3565,1398,9,2,
3566,1399,20,1,
3567,1399,9,1,
3568,1400,9,1,"Chinook released alive"
3569,1401,0,0,
3570,1402,0,0,
3571,1403,0,0,
3572,1404,0,0,
3573,1405,0,0,
3574,1406,55,1,
3575,1407,9,3,"All Chinook released alive.  Wand was not working right."
3576,1408,0,0,
3577,1409,0,0,
3578,1410,0,0,
3579,1411,0,0,
3580,1412,0,0,
3582,1414,0,0,
3583,1415,0,0,
3584,1416,0,0,
3585,1417,0,0,
3586,1418,0,0,
3587,1419,0,0,
3588,1420,0,0,
3589,1421,9,11,"All Salmon released alive.  All ad- salmon released because CWT wand was not working."
3590,1422,24,2,
3591,1422,19,1,
3592,1422,9,19,"All salmon released alive."
3594,1423,25,1,
3595,1423,9,6,"All chinook released alive except for 82- mortality."
3596,1423,16,10,
3597,1424,9,2,"All chinook released alive"
