"LengthRowID","CatchRowID","FishID1","FishID2","ForkLength","Volume","Sex","ReproductiveStage","X2nd.Stage","AdFinPresent","ReleasedAlive"
11186,1293,0,"0",193,0,0,0,NA,FALSE,FALSE
11187,1294,0,"0",271,0,0,0,NA,FALSE,FALSE
11188,1294,0,"0",221,0,0,0,NA,FALSE,FALSE
11189,1294,0,"0",291,0,0,0,NA,FALSE,FALSE
11190,1292,0,"0",57,0,0,0,NA,FALSE,FALSE
11191,1292,0,"0",58,0,0,0,NA,FALSE,FALSE
11192,1292,0,"0",56,0,0,0,NA,FALSE,FALSE
11193,1292,0,"0",64,0,0,0,NA,FALSE,FALSE
11194,1292,0,"0",51,0,0,0,NA,FALSE,FALSE
11195,1292,0,"0",57,0,0,0,NA,FALSE,FALSE
11196,1292,0,"0",48,0,0,0,NA,FALSE,FALSE
11197,1295,0,"0",72,0,2,3,NA,FALSE,FALSE
11198,1295,0,"0",65,0,2,6,NA,FALSE,FALSE
11199,1295,0,"0",62,0,2,4,NA,FALSE,FALSE
11200,1295,0,"0",65,0,1,4,NA,FALSE,FALSE
11201,1295,2004,"0048",73,0,2,4,NA,FALSE,FALSE
11202,1295,0,"0",63,0,2,6,NA,FALSE,FALSE
11203,1295,2004,"0049",67,0,2,4,NA,FALSE,FALSE
11204,1295,2004,"0050",68,0,2,4,NA,FALSE,FALSE
11205,1295,0,"0",65,0,2,3,NA,FALSE,FALSE
11206,1295,2004,"0051",79,0,2,4,NA,FALSE,FALSE
11207,1295,0,"0",62,0,2,6,NA,FALSE,FALSE
11208,1295,0,"0",66,0,2,3,NA,FALSE,FALSE
11209,1295,0,"0",70,0,1,6,NA,FALSE,FALSE
11210,1296,0,"0",55,0,0,0,NA,FALSE,FALSE
11211,1296,0,"0",57,0,0,0,NA,FALSE,FALSE
11212,1296,0,"0",60,0,0,0,NA,FALSE,FALSE
11213,1296,0,"0",75,0,0,0,NA,FALSE,FALSE
11214,1296,0,"0",78,0,0,0,NA,FALSE,FALSE
11215,1296,0,"0",75,0,0,0,NA,FALSE,FALSE
11216,1296,0,"0",72,0,0,0,NA,FALSE,FALSE
11217,1296,0,"0",88,0,0,0,NA,FALSE,FALSE
11218,1296,0,"0",65,0,0,0,NA,FALSE,FALSE
11219,1296,0,"0",72,0,0,0,NA,FALSE,FALSE
11220,1296,0,"0",58,0,0,0,NA,FALSE,FALSE
11221,1297,2004,"0052",65,0,2,4,NA,FALSE,FALSE
11222,1297,2004,"0053",60,0,2,4,NA,FALSE,FALSE
11223,1298,0,"0",49,0,0,0,NA,FALSE,FALSE
11224,1301,0,"0",75,0,0,0,NA,FALSE,FALSE
11225,1301,0,"0",80,0,0,0,NA,FALSE,FALSE
11226,1301,0,"0",58,0,0,0,NA,FALSE,FALSE
11227,1302,0,"0",58,0,0,0,NA,FALSE,FALSE
11228,1303,0,"0",118,0,0,0,NA,FALSE,FALSE
11229,1303,0,"0",90,0,0,0,NA,FALSE,FALSE
11230,1304,0,"0",93,0,0,0,NA,FALSE,FALSE
11231,1305,0,"0",110,0,0,0,NA,FALSE,FALSE
11232,1305,0,"0",141,0,0,0,NA,FALSE,FALSE
11233,1306,0,"0",80,0,0,0,NA,FALSE,FALSE
11234,1306,0,"0",87,0,0,0,NA,FALSE,FALSE
11235,1307,0,"0",80,0,0,0,NA,FALSE,FALSE
11236,1311,0,"0",68,0,0,0,NA,FALSE,FALSE
11237,1312,0,"0",73,0,0,0,NA,FALSE,FALSE
11238,1312,0,"0",61,0,0,0,NA,FALSE,FALSE
11239,1312,0,"0",87,0,0,0,NA,FALSE,FALSE
11240,1313,0,"0",70,0,2,3,NA,FALSE,FALSE
11241,1314,0,"0",92,0,0,0,NA,FALSE,FALSE
11242,1315,0,"0",64,0,2,3,NA,FALSE,FALSE
11243,1316,0,"0",68,0,0,0,NA,FALSE,FALSE
11244,1316,0,"0",77,0,0,0,NA,FALSE,FALSE
11245,1316,0,"0",73,0,0,0,NA,FALSE,FALSE
11246,1316,0,"0",78,0,0,0,NA,FALSE,FALSE
11247,1316,0,"0",74,0,0,0,NA,FALSE,FALSE
11248,1316,0,"0",75,0,0,0,NA,FALSE,FALSE
11249,1316,0,"0",74,0,0,0,NA,FALSE,FALSE
11250,1316,0,"0",73,0,0,0,NA,FALSE,FALSE
11251,1316,0,"0",84,0,0,0,NA,FALSE,FALSE
11252,1316,0,"0",62,0,0,0,NA,FALSE,FALSE
11253,1316,0,"0",63,0,0,0,NA,FALSE,FALSE
11254,1316,0,"0",70,0,0,0,NA,FALSE,FALSE
11255,1317,0,"0",65,0,2,3,NA,FALSE,FALSE
11256,1317,0,"0",74,0,2,6,NA,FALSE,FALSE
11257,1317,0,"0",69,0,2,6,NA,FALSE,FALSE
11258,1317,0,"0",66,0,1,6,NA,FALSE,FALSE
11259,1317,0,"0",63,0,2,6,NA,FALSE,FALSE
11260,1317,0,"0",59,0,1,5,NA,FALSE,FALSE
11261,1318,0,"0",91,0,0,0,NA,FALSE,FALSE
11262,1319,0,"0",68,0,0,0,NA,FALSE,FALSE
11263,1319,0,"0",73,0,0,0,NA,FALSE,FALSE
11264,1319,0,"0",91,0,0,0,NA,FALSE,FALSE
11265,1319,0,"0",74,0,0,0,NA,FALSE,FALSE
11266,1319,0,"0",71,0,0,0,NA,FALSE,FALSE
11267,1319,0,"0",64,0,0,0,NA,FALSE,FALSE
11268,1319,0,"0",68,0,0,0,NA,FALSE,FALSE
11269,1319,0,"0",78,0,0,0,NA,FALSE,FALSE
11270,1319,0,"0",72,0,0,0,NA,FALSE,FALSE
11271,1319,0,"0",66,0,0,0,NA,FALSE,FALSE
11272,1319,0,"0",72,0,0,0,NA,FALSE,FALSE
11273,1319,0,"0",72,0,0,0,NA,FALSE,FALSE
11274,1319,0,"0",75,0,0,0,NA,FALSE,FALSE
11275,1319,0,"0",73,0,0,0,NA,FALSE,FALSE
11276,1319,0,"0",58,0,0,0,NA,FALSE,FALSE
11277,1319,0,"0",68,0,0,0,NA,FALSE,FALSE
11278,1319,0,"0",71,0,0,0,NA,FALSE,FALSE
11279,1319,0,"0",61,0,0,0,NA,FALSE,FALSE
11280,1319,0,"0",68,0,0,0,NA,FALSE,FALSE
11281,1320,0,"0",98,0,0,0,NA,FALSE,FALSE
11282,1320,0,"0",61,0,0,0,NA,FALSE,FALSE
11283,1320,0,"0",66,0,0,0,NA,FALSE,FALSE
11284,1320,0,"0",68,0,0,0,NA,FALSE,FALSE
11285,1320,0,"0",73,0,0,0,NA,FALSE,FALSE
11286,1320,0,"0",72,0,0,0,NA,FALSE,FALSE
11287,1320,0,"0",65,0,0,0,NA,FALSE,FALSE
11288,1320,0,"0",71,0,0,0,NA,FALSE,FALSE
11289,1320,0,"0",67,0,0,0,NA,FALSE,FALSE
11290,1320,0,"0",90,0,0,0,NA,FALSE,FALSE
11291,1320,0,"0",68,0,0,0,NA,FALSE,FALSE
11292,1320,0,"0",72,0,0,0,NA,FALSE,FALSE
11293,1320,0,"0",72,0,0,0,NA,FALSE,FALSE
11294,1320,0,"0",79,0,0,0,NA,FALSE,FALSE
11295,1320,0,"0",74,0,0,0,NA,FALSE,FALSE
11296,1320,0,"0",62,0,0,0,NA,FALSE,FALSE
11297,1320,0,"0",69,0,0,0,NA,FALSE,FALSE
11298,1321,0,"0",70,0,1,4,NA,FALSE,FALSE
11299,1321,2004,"0059",68,0,2,4,NA,FALSE,FALSE
11300,1321,2004,"0060",72,0,2,4,NA,FALSE,FALSE
11301,1321,2004,"0061",70,0,2,4,NA,FALSE,FALSE
11302,1321,0,"0",65,0,2,3,NA,FALSE,FALSE
11303,1322,0,"0",78,0,0,0,NA,FALSE,FALSE
11304,1322,0,"0",82,0,0,0,NA,FALSE,FALSE
11305,1322,0,"0",68,0,0,0,NA,FALSE,FALSE
11306,1323,0,"0",22,0,0,0,NA,FALSE,FALSE
11307,1324,0,"0",69,0,0,0,NA,FALSE,FALSE
11308,1324,0,"0",79,0,0,0,NA,FALSE,FALSE
11309,1324,0,"0",92,0,0,0,NA,FALSE,FALSE
11310,1324,0,"0",73,0,0,0,NA,FALSE,FALSE
11311,1324,0,"0",64,0,0,0,NA,FALSE,FALSE
11312,1324,0,"0",74,0,0,0,NA,FALSE,FALSE
11313,1324,0,"0",80,0,0,0,NA,FALSE,FALSE
11314,1325,0,"0",212,0,0,0,NA,FALSE,FALSE
11315,1326,0,"0",222,0,0,0,NA,FALSE,FALSE
11316,1327,0,"0",88,0,0,0,NA,FALSE,FALSE
11317,1327,0,"0",84,0,0,0,NA,FALSE,FALSE
11318,1327,0,"0",75,0,0,0,NA,FALSE,FALSE
11319,1327,0,"0",56,0,0,0,NA,FALSE,FALSE
11320,1327,0,"0",74,0,0,0,NA,FALSE,FALSE
11321,1327,0,"0",76,0,0,0,NA,FALSE,FALSE
11322,1327,0,"0",74,0,0,0,NA,FALSE,FALSE
11323,1328,0,"0",69,0,2,6,NA,FALSE,FALSE
11324,1328,2004,"0063",67,0,2,4,NA,FALSE,FALSE
11325,1329,0,"0",60,0,0,0,NA,FALSE,FALSE
11326,1329,0,"0",62,0,0,0,NA,FALSE,FALSE
11327,1330,0,"0",75,0,0,0,NA,FALSE,FALSE
11328,1330,0,"0",84,0,0,0,NA,FALSE,FALSE
11329,1330,0,"0",73,0,0,0,NA,FALSE,FALSE
11330,1330,0,"0",74,0,0,0,NA,FALSE,FALSE
11331,1330,0,"0",70,0,0,0,NA,FALSE,FALSE
11332,1330,0,"0",74,0,0,0,NA,FALSE,FALSE
11333,1330,0,"0",74,0,0,0,NA,FALSE,FALSE
11334,1330,0,"0",76,0,0,0,NA,FALSE,FALSE
11335,1330,0,"0",68,0,0,0,NA,FALSE,FALSE
11336,1330,0,"0",72,0,0,0,NA,FALSE,FALSE
11337,1330,0,"0",74,0,0,0,NA,FALSE,FALSE
11338,1330,0,"0",76,0,0,0,NA,FALSE,FALSE
11339,1330,0,"0",78,0,0,0,NA,FALSE,FALSE
11340,1330,0,"0",50,0,0,0,NA,FALSE,FALSE
11341,1330,0,"0",67,0,0,0,NA,FALSE,FALSE
11342,1330,0,"0",56,0,0,0,NA,FALSE,FALSE
11343,1330,0,"0",72,0,0,0,NA,FALSE,FALSE
11344,1330,0,"0",77,0,0,0,NA,FALSE,FALSE
11345,1330,0,"0",75,0,0,0,NA,FALSE,FALSE
11346,1330,0,"0",65,0,0,0,NA,FALSE,FALSE
11347,1330,0,"0",78,0,0,0,NA,FALSE,FALSE
11348,1330,0,"0",71,0,0,0,NA,FALSE,FALSE
11349,1330,0,"0",75,0,0,0,NA,FALSE,FALSE
11350,1330,0,"0",80,0,0,0,NA,FALSE,FALSE
11351,1330,0,"0",64,0,0,0,NA,FALSE,FALSE
11352,1331,2004,"0064",75,0,2,4,NA,FALSE,FALSE
11353,1331,2004,"0065",70,0,2,4,NA,FALSE,FALSE
11354,1332,0,"0",74,0,0,0,NA,FALSE,FALSE
11355,1332,0,"0",82,0,0,0,NA,FALSE,FALSE
11356,1332,0,"0",70,0,0,0,NA,FALSE,FALSE
11357,1332,0,"0",75,0,0,0,NA,FALSE,FALSE
11358,1332,0,"0",74,0,0,0,NA,FALSE,FALSE
11359,1332,0,"0",65,0,0,0,NA,FALSE,FALSE
11360,1334,0,"0",61,0,0,0,NA,FALSE,FALSE
11361,1334,0,"0",74,0,0,0,NA,FALSE,FALSE
11362,1335,0,"0",65,0,1,4,NA,FALSE,FALSE
11363,1336,0,"0",64,0,0,0,NA,FALSE,FALSE
11364,1336,0,"0",48,0,0,0,NA,FALSE,FALSE
11365,1336,0,"0",73,0,0,0,NA,FALSE,FALSE
11366,1336,0,"0",75,0,0,0,NA,FALSE,FALSE
11367,1337,0,"0",72,0,0,0,NA,FALSE,FALSE
11368,1337,0,"0",50,0,0,0,NA,FALSE,FALSE
11369,1337,0,"0",56,0,0,0,NA,FALSE,FALSE
11370,1337,0,"0",67,0,0,0,NA,FALSE,FALSE
11371,1338,0,"0",98,0,0,0,NA,FALSE,FALSE
11372,1338,0,"0",97,0,0,0,NA,FALSE,FALSE
11373,1338,0,"0",107,0,0,0,NA,FALSE,FALSE
11374,1338,0,"0",94,0,0,0,NA,FALSE,FALSE
11375,1339,0,"0",80,0,0,0,NA,FALSE,FALSE
11376,1339,0,"0",72,0,0,0,NA,FALSE,FALSE
11377,1339,0,"0",74,0,0,0,NA,FALSE,FALSE
11378,1339,0,"0",72,0,0,0,NA,FALSE,FALSE
11379,1339,0,"0",54,0,0,0,NA,FALSE,FALSE
11380,1340,0,"0",68,0,0,0,NA,FALSE,FALSE
11381,1341,0,"0",33,0,0,0,NA,FALSE,FALSE
11382,1341,0,"0",33,0,0,0,NA,FALSE,FALSE
11383,1341,0,"0",32,0,0,0,NA,FALSE,FALSE
11384,1341,0,"0",43,0,0,0,NA,FALSE,FALSE
11385,1341,0,"0",25,0,0,0,NA,FALSE,FALSE
11386,1341,0,"0",32,0,0,0,NA,FALSE,FALSE
11387,1341,0,"0",25,0,0,0,NA,FALSE,FALSE
11388,1341,0,"0",54,0,0,0,NA,FALSE,FALSE
11389,1342,0,"0",54,0,0,0,NA,FALSE,FALSE
11390,1342,0,"0",67,0,0,0,NA,FALSE,FALSE
11391,1343,0,"0",98,0,0,0,NA,FALSE,FALSE
11392,1343,0,"0",97,0,0,0,NA,FALSE,FALSE
11393,1343,0,"0",109,0,0,0,NA,FALSE,FALSE
11394,1344,0,"0",84,0,0,0,NA,FALSE,FALSE
11395,1344,0,"0",85,0,0,0,NA,FALSE,FALSE
11396,1344,0,"0",64,0,0,0,NA,FALSE,FALSE
11397,1344,0,"0",70,0,0,0,NA,FALSE,FALSE
11398,1344,0,"0",78,0,0,0,NA,FALSE,FALSE
11399,1344,0,"0",78,0,0,0,NA,FALSE,FALSE
11400,1344,0,"0",64,0,0,0,NA,FALSE,FALSE
11401,1344,0,"0",65,0,0,0,NA,FALSE,FALSE
11402,1344,0,"0",73,0,0,0,NA,FALSE,FALSE
11403,1344,0,"0",65,0,0,0,NA,FALSE,FALSE
11404,1344,0,"0",64,0,0,0,NA,FALSE,FALSE
11405,1344,0,"0",70,0,0,0,NA,FALSE,FALSE
11406,1344,0,"0",60,0,0,0,NA,FALSE,FALSE
11407,1344,0,"0",70,0,0,0,NA,FALSE,FALSE
11408,1344,0,"0",68,0,0,0,NA,FALSE,FALSE
11409,1344,0,"0",76,0,0,0,NA,FALSE,FALSE
11410,1344,0,"0",60,0,0,0,NA,FALSE,FALSE
11411,1344,0,"0",58,0,0,0,NA,FALSE,FALSE
11412,1344,0,"0",68,0,0,0,NA,FALSE,FALSE
11413,1344,0,"0",66,0,0,0,NA,FALSE,FALSE
11414,1344,0,"0",72,0,0,0,NA,FALSE,FALSE
11415,1344,0,"0",68,0,0,0,NA,FALSE,FALSE
11416,1344,0,"0",65,0,0,0,NA,FALSE,FALSE
11417,1344,0,"0",70,0,0,0,NA,FALSE,FALSE
11418,1344,0,"0",75,0,0,0,NA,FALSE,FALSE
11419,1344,0,"0",64,0,0,0,NA,FALSE,FALSE
11420,1345,0,"0",23,0,0,0,NA,FALSE,FALSE
11421,1345,0,"0",33,0,0,0,NA,FALSE,FALSE
11422,1345,0,"0",30,0,0,0,NA,FALSE,FALSE
11423,1345,0,"0",34,0,0,0,NA,FALSE,FALSE
11424,1345,0,"0",27,0,0,0,NA,FALSE,FALSE
11425,1345,0,"0",33,0,0,0,NA,FALSE,FALSE
11426,1345,0,"0",24,0,0,0,NA,FALSE,FALSE
11427,1345,0,"0",25,0,0,0,NA,FALSE,FALSE
11428,1345,0,"0",28,0,0,0,NA,FALSE,FALSE
11429,1345,0,"0",33,0,0,0,NA,FALSE,FALSE
11430,1345,0,"0",26,0,0,0,NA,FALSE,FALSE
11431,1345,0,"0",24,0,0,0,NA,FALSE,FALSE
11432,1345,0,"0",36,0,0,0,NA,FALSE,FALSE
11433,1345,0,"0",26,0,0,0,NA,FALSE,FALSE
11434,1345,0,"0",22,0,0,0,NA,FALSE,FALSE
11435,1345,0,"0",28,0,0,0,NA,FALSE,FALSE
11436,1345,0,"0",31,0,0,0,NA,FALSE,FALSE
11437,1345,0,"0",22,0,0,0,NA,FALSE,FALSE
11438,1345,0,"0",31,0,0,0,NA,FALSE,FALSE
11439,1345,0,"0",25,0,0,0,NA,FALSE,FALSE
11440,1345,0,"0",30,0,0,0,NA,FALSE,FALSE
11441,1345,0,"0",26,0,0,0,NA,FALSE,FALSE
11442,1345,0,"0",26,0,0,0,NA,FALSE,FALSE
11443,1345,0,"0",32,0,0,0,NA,FALSE,FALSE
11444,1345,0,"0",21,0,0,0,NA,FALSE,FALSE
11445,1346,0,"0",40,0,0,0,NA,FALSE,FALSE
11446,1347,0,"0",302,0,0,0,NA,FALSE,FALSE
11447,1347,0,"0",257,0,0,0,NA,FALSE,FALSE
11448,1347,0,"0",251,0,0,0,NA,FALSE,FALSE
11449,1347,0,"0",239,0,0,0,NA,FALSE,FALSE
11450,1348,0,"0",101,0,0,0,NA,FALSE,FALSE
11451,1348,0,"0",94,0,0,0,NA,FALSE,FALSE
11452,1348,0,"0",93,0,0,0,NA,FALSE,FALSE
11453,1348,0,"0",98,0,0,0,NA,FALSE,FALSE
11454,1348,0,"0",104,0,0,0,NA,FALSE,FALSE
11455,1348,0,"0",100,0,0,0,NA,FALSE,FALSE
11456,1348,0,"0",100,0,0,0,NA,FALSE,FALSE
11457,1348,0,"0",110,0,0,0,NA,FALSE,FALSE
11458,1348,0,"0",100,0,0,0,NA,FALSE,FALSE
11459,1349,0,"0",64,0,0,0,NA,FALSE,FALSE
11460,1349,0,"0",70,0,0,0,NA,FALSE,FALSE
11461,1350,0,"0",76,0,0,0,NA,FALSE,FALSE
11462,1351,0,"0",70,0,0,0,NA,FALSE,FALSE
11463,1352,0,"0",34,0,0,0,NA,FALSE,FALSE
11464,1352,0,"0",33,0,0,0,NA,FALSE,FALSE
11465,1353,0,"0",24,0,0,0,NA,FALSE,FALSE
11466,1353,0,"0",26,0,0,0,NA,FALSE,FALSE
11467,1353,0,"0",24,0,0,0,NA,FALSE,FALSE
11468,1353,0,"0",33,0,0,0,NA,FALSE,FALSE
11469,1353,0,"0",35,0,0,0,NA,FALSE,FALSE
11470,1353,0,"0",39,0,0,0,NA,FALSE,FALSE
11471,1353,0,"0",33,0,0,0,NA,FALSE,FALSE
11472,1353,0,"0",27,0,0,0,NA,FALSE,FALSE
11473,1353,0,"0",29,0,0,0,NA,FALSE,FALSE
11474,1353,0,"0",25,0,0,0,NA,FALSE,FALSE
11475,1353,0,"0",30,0,0,0,NA,FALSE,FALSE
11476,1353,0,"0",26,0,0,0,NA,FALSE,FALSE
11477,1353,0,"0",29,0,0,0,NA,FALSE,FALSE
11478,1353,0,"0",30,0,0,0,NA,FALSE,FALSE
11479,1353,0,"0",30,0,0,0,NA,FALSE,FALSE
11480,1353,0,"0",24,0,0,0,NA,FALSE,FALSE
11481,1353,0,"0",31,0,0,0,NA,FALSE,FALSE
11482,1353,0,"0",25,0,0,0,NA,FALSE,FALSE
11483,1353,0,"0",25,0,0,0,NA,FALSE,FALSE
11484,1353,0,"0",23,0,0,0,NA,FALSE,FALSE
11485,1353,0,"0",30,0,0,0,NA,FALSE,FALSE
11486,1353,0,"0",32,0,0,0,NA,FALSE,FALSE
11487,1353,0,"0",35,0,0,0,NA,FALSE,FALSE
11488,1353,0,"0",26,0,0,0,NA,FALSE,FALSE
11489,1353,0,"0",28,0,0,0,NA,FALSE,FALSE
11490,1353,0,"0",21,0,0,0,NA,FALSE,FALSE
11491,1353,0,"0",27,0,0,0,NA,FALSE,FALSE
11492,1353,0,"0",27,0,0,0,NA,FALSE,FALSE
11493,1353,0,"0",33,0,0,0,NA,FALSE,FALSE
11494,1354,0,"0",83,0,0,0,NA,FALSE,FALSE
11495,1354,0,"0",87,0,0,0,NA,FALSE,FALSE
11496,1355,0,"0",97,0,0,0,NA,FALSE,FALSE
11497,1355,0,"0",104,0,0,0,NA,FALSE,FALSE
11498,1355,0,"0",105,0,0,0,NA,FALSE,FALSE
11499,1355,0,"0",101,0,0,0,NA,FALSE,FALSE
11500,1355,0,"0",100,0,0,0,NA,FALSE,FALSE
11501,1356,0,"0",77,0,0,0,NA,FALSE,FALSE
11502,1356,0,"0",79,0,0,0,NA,FALSE,FALSE
11503,1356,0,"0",75,0,0,0,NA,FALSE,FALSE
11504,1357,0,"0",75,0,0,0,NA,FALSE,FALSE
11505,1357,0,"0",75,0,0,0,NA,FALSE,FALSE
11506,1358,0,"0",29,0,0,0,NA,FALSE,FALSE
11507,1358,0,"0",24,0,0,0,NA,FALSE,FALSE
11508,1358,0,"0",24,0,0,0,NA,FALSE,FALSE
11509,1358,0,"0",23,0,0,0,NA,FALSE,FALSE
11510,1358,0,"0",29,0,0,0,NA,FALSE,FALSE
11511,1358,0,"0",26,0,0,0,NA,FALSE,FALSE
11512,1358,0,"0",24,0,0,0,NA,FALSE,FALSE
11513,1358,0,"0",41,0,0,0,NA,FALSE,FALSE
11514,1358,0,"0",27,0,0,0,NA,FALSE,FALSE
11515,1358,0,"0",32,0,0,0,NA,FALSE,FALSE
11516,1358,0,"0",22,0,0,0,NA,FALSE,FALSE
11517,1359,0,"0",29,0,0,0,NA,FALSE,FALSE
11518,1359,0,"0",30,0,0,0,NA,FALSE,FALSE
11519,1359,0,"0",28,0,0,0,NA,FALSE,FALSE
11520,1359,0,"0",33,0,0,0,NA,FALSE,FALSE
11521,1359,0,"0",32,0,0,0,NA,FALSE,FALSE
11522,1359,0,"0",31,0,0,0,NA,FALSE,FALSE
11523,1359,0,"0",32,0,0,0,NA,FALSE,FALSE
11524,1359,0,"0",30,0,0,0,NA,FALSE,FALSE
11525,1359,0,"0",33,0,0,0,NA,FALSE,FALSE
11526,1359,0,"0",29,0,0,0,NA,FALSE,FALSE
11527,1359,0,"0",27,0,0,0,NA,FALSE,FALSE
11528,1359,NA,"0",26,0,0,0,NA,FALSE,FALSE
11529,1359,0,"0",27,0,0,0,NA,FALSE,FALSE
11530,1359,0,"0",26,0,0,0,NA,FALSE,FALSE
11531,1359,0,"0",29,0,0,0,NA,FALSE,FALSE
11532,1359,0,"0",30,0,0,0,NA,FALSE,FALSE
11533,1360,0,"0",41,0,0,0,NA,FALSE,FALSE
11534,1360,0,"0",32,0,0,0,NA,FALSE,FALSE
11535,1360,0,"0",38,0,0,0,NA,FALSE,FALSE
11536,1360,0,"0",27,0,0,0,NA,FALSE,FALSE
11537,1360,0,"0",26,0,0,0,NA,FALSE,FALSE
11538,1361,0,"0",120,0,0,0,NA,FALSE,FALSE
11539,1362,0,"0",69,0,0,0,NA,FALSE,FALSE
11540,1362,0,"0",82,0,0,0,NA,FALSE,FALSE
11541,1363,0,"0",30,0,0,0,NA,FALSE,FALSE
11542,1363,0,"0",21,0,0,0,NA,FALSE,FALSE
11543,1364,0,"0",60,0,2,6,NA,FALSE,FALSE
11544,1365,0,"0",70,0,0,0,NA,FALSE,FALSE
11545,1366,0,"0",100,0,0,0,NA,FALSE,FALSE
11546,1366,0,"0",119,0,0,0,NA,FALSE,FALSE
11547,1367,0,"0",94,0,0,0,NA,FALSE,FALSE
11548,1368,0,"0",31,0,0,0,NA,FALSE,FALSE
11549,1369,0,"0",80,0,0,0,NA,FALSE,FALSE
11550,1370,0,"0",113,0,0,0,NA,FALSE,FALSE
11551,1371,0,"0",88,0,0,0,NA,FALSE,FALSE
11552,1372,0,"0",29,0,0,0,NA,FALSE,FALSE
11553,1372,0,"0",27,0,0,0,NA,FALSE,FALSE
11554,1372,0,"0",31,0,0,0,NA,FALSE,FALSE
11555,1373,0,"0",75,0,0,0,NA,FALSE,FALSE
11556,1374,0,"0",45,0,0,0,NA,FALSE,FALSE
11557,1374,0,"0",35,0,0,0,NA,FALSE,FALSE
11558,1374,0,"0",30,0,0,0,NA,FALSE,FALSE
11559,1374,0,"0",48,0,0,0,NA,FALSE,FALSE
11560,1374,0,"0",30,0,0,0,NA,FALSE,FALSE
11561,1374,0,"0",32,0,0,0,NA,FALSE,FALSE
11562,1374,0,"0",44,0,0,0,NA,FALSE,FALSE
11563,1374,0,"0",35,0,0,0,NA,FALSE,FALSE
11564,1374,0,"0",30,0,0,0,NA,FALSE,FALSE
11565,1374,0,"0",28,0,0,0,NA,FALSE,FALSE
11566,1374,0,"0",43,0,0,0,NA,FALSE,FALSE
11567,1374,0,"0",32,0,0,0,NA,FALSE,FALSE
11568,1374,0,"0",30,0,0,0,NA,FALSE,FALSE
11569,1374,0,"0",30,0,0,0,NA,FALSE,FALSE
11570,1374,0,"0",28,0,0,0,NA,FALSE,FALSE
11571,1375,0,"0",28,0,0,0,NA,FALSE,FALSE
11572,1375,0,"0",30,0,0,0,NA,FALSE,FALSE
11573,1376,0,"0",84,0,0,0,NA,FALSE,FALSE
11574,1376,0,"0",93,0,0,0,NA,FALSE,FALSE
11575,1376,0,"0",83,0,0,0,NA,FALSE,FALSE
11576,1376,0,"0",82,0,0,0,NA,FALSE,FALSE
11577,1376,0,"0",115,0,0,0,NA,FALSE,FALSE
11578,1376,0,"0",76,0,0,0,NA,FALSE,FALSE
11579,1376,0,"0",70,0,0,0,NA,FALSE,FALSE
11580,1376,0,"0",81,0,0,0,NA,FALSE,FALSE
11581,1376,0,"0",71,0,0,0,NA,FALSE,FALSE
11582,1377,0,"0",24,0,0,0,NA,FALSE,FALSE
11583,1377,0,"0",33,0,0,0,NA,FALSE,FALSE
11584,1377,0,"0",30,0,0,0,NA,FALSE,FALSE
11585,1377,0,"0",28,0,0,0,NA,FALSE,FALSE
11586,1377,0,"0",29,0,0,0,NA,FALSE,FALSE
11587,1377,0,"0",26,0,0,0,NA,FALSE,FALSE
11588,1377,0,"0",26,0,0,0,NA,FALSE,FALSE
11589,1378,0,"0",32,0,0,0,NA,FALSE,FALSE
11590,1378,0,"0",31,0,0,0,NA,FALSE,FALSE
11591,1378,0,"0",28,0,0,0,NA,FALSE,FALSE
11592,1378,0,"0",30,0,0,0,NA,FALSE,FALSE
11593,1379,0,"0",80,0,0,0,NA,FALSE,FALSE
11594,1379,0,"0",78,0,0,0,NA,FALSE,FALSE
11595,1379,0,"0",71,0,0,0,NA,FALSE,FALSE
11596,1379,0,"0",82,0,0,0,NA,FALSE,FALSE
11597,1379,0,"0",71,0,0,0,NA,FALSE,FALSE
11598,1379,0,"0",78,0,0,0,NA,FALSE,FALSE
11599,1379,0,"0",70,0,0,0,NA,FALSE,FALSE
11600,1379,0,"0",50,0,0,0,NA,FALSE,FALSE
11601,1380,0,"0",26,0,0,0,NA,FALSE,FALSE
11602,1380,0,"0",25,0,0,0,NA,FALSE,FALSE
11603,1380,0,"0",21,0,0,0,NA,FALSE,FALSE
11604,1380,0,"0",26,0,0,0,NA,FALSE,FALSE
11605,1380,0,"0",19,0,0,0,NA,FALSE,FALSE
11606,1381,0,"0",83,0,0,0,NA,FALSE,FALSE
11607,1381,0,"0",86,0,0,0,NA,FALSE,FALSE
11608,1381,0,"0",87,0,0,0,NA,FALSE,FALSE
11609,1381,0,"0",75,0,0,0,NA,FALSE,FALSE
11610,1381,0,"0",78,0,0,0,NA,FALSE,FALSE
11611,1382,0,"0",250,0,0,0,NA,FALSE,FALSE
11612,1383,0,"0",25,0,0,0,NA,FALSE,FALSE
11613,1383,0,"0",21,0,0,0,NA,FALSE,FALSE
11614,1384,0,"0",27,0,0,0,NA,FALSE,FALSE
11615,1385,0,"0",82,0,0,0,NA,FALSE,FALSE
11616,1386,0,"0",98,0,0,0,NA,FALSE,FALSE
11617,1386,0,"0",83,0,0,0,NA,FALSE,FALSE
11618,1386,0,"0",76,0,0,0,NA,FALSE,FALSE
11619,1386,0,"0",75,0,0,0,NA,FALSE,FALSE
